Feature_A,Feature_A_noConstant_Feature,Feature_B,Feature_B_noConstant_Feature,Feature_C,Feature_C_noConstant_Feature,Constant_Feature,Constant_Feature_noConstant_Feature,Random_Feature,Random_Feature_noConstant_Feature,Outcome,Outcome_noConstant_Feature
1821,1821,3642,3642,-1821,-1821,1,1,0.9514293648923793,0.9514293648923793,A,A
1822,1822,3644,3644,-1822,-1822,1,1,0.5246884324646892,0.5246884324646892,A,A
1823,1823,3646,3646,-1823,-1823,1,1,0.5747305829509487,0.5747305829509487,A,A
1824,1824,3648,3648,-1824,-1824,1,1,0.9007812110047783,0.9007812110047783,A,A
1826,1826,3652,3652,-1826,-1826,1,1,0.6105209406370534,0.6105209406370534,A,A
1828,1828,3656,3656,-1828,-1828,1,1,0.30182243219740146,0.30182243219740146,A,A
1829,1829,3658,3658,-1829,-1829,1,1,0.2603790319177123,0.2603790319177123,A,A
1831,1831,3662,3662,-1831,-1831,1,1,0.0036241735996229707,0.0036241735996229707,A,A
1832,1832,3664,3664,-1832,-1832,1,1,0.776430884668876,0.776430884668876,A,A
1833,1833,3666,3666,-1833,-1833,1,1,0.7466200414406284,0.7466200414406284,A,A
1834,1834,3668,3668,-1834,-1834,1,1,0.7300832085041491,0.7300832085041491,A,A
1836,1836,3672,3672,-1836,-1836,1,1,0.21555934383955744,0.21555934383955744,A,A
1837,1837,3674,3674,-1837,-1837,1,1,0.47276534440878615,0.47276534440878615,A,A
1839,1839,3678,3678,-1839,-1839,1,1,0.3458801710016237,0.3458801710016237,A,A
1841,1841,3682,3682,-1841,-1841,1,1,0.4417786816024283,0.4417786816024283,A,A
1842,1842,3684,3684,-1842,-1842,1,1,0.599238505502232,0.599238505502232,A,A
1843,1843,3686,3686,-1843,-1843,1,1,0.13774216094956548,0.13774216094956548,A,A
1845,1845,3690,3690,-1845,-1845,1,1,0.9035703722487662,0.9035703722487662,A,A
1846,1846,3692,3692,-1846,-1846,1,1,0.7981537242231087,0.7981537242231087,A,A
1848,1848,3696,3696,-1848,-1848,1,1,0.6323974860460376,0.6323974860460376,A,A
1849,1849,3698,3698,-1849,-1849,1,1,0.8559443635259945,0.8559443635259945,A,A
1850,1850,3700,3700,-1850,-1850,1,1,0.3920327679724056,0.3920327679724056,A,A
1851,1851,3702,3702,-1851,-1851,1,1,0.904188542822764,0.904188542822764,A,A
1853,1853,3706,3706,-1853,-1853,1,1,0.5058346998821475,0.5058346998821475,A,A
1855,1855,3710,3710,-1855,-1855,1,1,0.8583511913417678,0.8583511913417678,A,A
1856,1856,3712,3712,-1856,-1856,1,1,0.9462553044524777,0.9462553044524777,A,A
1857,1857,3714,3714,-1857,-1857,1,1,0.18718017005142218,0.18718017005142218,A,A
1858,1858,3716,3716,-1858,-1858,1,1,0.01254515403156009,0.01254515403156009,A,A
1860,1860,3720,3720,-1860,-1860,1,1,0.006894997457575935,0.006894997457575935,A,A
1862,1862,3724,3724,-1862,-1862,1,1,0.6777902244389709,0.6777902244389709,A,A
1863,1863,3726,3726,-1863,-1863,1,1,0.27561900253221705,0.27561900253221705,A,A
1865,1865,3730,3730,-1865,-1865,1,1,0.15636534881560504,0.15636534881560504,A,A
1869,1869,3738,3738,-1869,-1869,1,1,0.13666245603028626,0.13666245603028626,A,A
1870,1870,3740,3740,-1870,-1870,1,1,0.8791678308751528,0.8791678308751528,A,A
1871,1871,3742,3742,-1871,-1871,1,1,0.4016581703322166,0.4016581703322166,A,A
1873,1873,3746,3746,-1873,-1873,1,1,0.6849128956407066,0.6849128956407066,A,A
1875,1875,3750,3750,-1875,-1875,1,1,0.877007023266597,0.877007023266597,A,A
1876,1876,3752,3752,-1876,-1876,1,1,0.7915694324739403,0.7915694324739403,A,A
1877,1877,3754,3754,-1877,-1877,1,1,0.6883552015947665,0.6883552015947665,A,A
1878,1878,3756,3756,-1878,-1878,1,1,0.5378367734204481,0.5378367734204481,A,A
1879,1879,3758,3758,-1879,-1879,1,1,0.4490416534219758,0.4490416534219758,A,A
1880,1880,3760,3760,-1880,-1880,1,1,0.5916857716533153,0.5916857716533153,A,A
1881,1881,3762,3762,-1881,-1881,1,1,0.7757317340696763,0.7757317340696763,A,A
1882,1882,3764,3764,-1882,-1882,1,1,0.49079800206522384,0.49079800206522384,A,A
1886,1886,3772,3772,-1886,-1886,1,1,0.3810995691508636,0.3810995691508636,A,A
1887,1887,3774,3774,-1887,-1887,1,1,0.494992565014736,0.494992565014736,A,A
1889,1889,3778,3778,-1889,-1889,1,1,0.40984880536379564,0.40984880536379564,A,A
1890,1890,3780,3780,-1890,-1890,1,1,0.6420789662384203,0.6420789662384203,A,A
1891,1891,3782,3782,-1891,-1891,1,1,0.3623813954825731,0.3623813954825731,A,A
1892,1892,3784,3784,-1892,-1892,1,1,0.5202566101866443,0.5202566101866443,A,A
1893,1893,3786,3786,-1893,-1893,1,1,0.5694887743952229,0.5694887743952229,A,A
1894,1894,3788,3788,-1894,-1894,1,1,0.7025731623930923,0.7025731623930923,A,A
1895,1895,3790,3790,-1895,-1895,1,1,0.12989775432115624,0.12989775432115624,A,A
1896,1896,3792,3792,-1896,-1896,1,1,0.8410018289618691,0.8410018289618691,A,A
1897,1897,3794,3794,-1897,-1897,1,1,0.6693114446417855,0.6693114446417855,A,A
1898,1898,3796,3796,-1898,-1898,1,1,0.44011053017510116,0.44011053017510116,A,A
1901,1901,3802,3802,-1901,-1901,1,1,0.48781196160557994,0.48781196160557994,A,A
1902,1902,3804,3804,-1902,-1902,1,1,0.7491620372807771,0.7491620372807771,A,A
1903,1903,3806,3806,-1903,-1903,1,1,0.9835851527101034,0.9835851527101034,A,A
1904,1904,3808,3808,-1904,-1904,1,1,0.9018359192138045,0.9018359192138045,A,A
1905,1905,3810,3810,-1905,-1905,1,1,0.7470552512360162,0.7470552512360162,A,A
1906,1906,3812,3812,-1906,-1906,1,1,0.9588113901510561,0.9588113901510561,A,A
1908,1908,3816,3816,-1908,-1908,1,1,0.35567884528745397,0.35567884528745397,A,A
1909,1909,3818,3818,-1909,-1909,1,1,0.8394659746951052,0.8394659746951052,A,A
1910,1910,3820,3820,-1910,-1910,1,1,0.9363148068133731,0.9363148068133731,A,A
1911,1911,3822,3822,-1911,-1911,1,1,0.12456414476829514,0.12456414476829514,A,A
1913,1913,3826,3826,-1913,-1913,1,1,0.8712063624293758,0.8712063624293758,A,A
1915,1915,3830,3830,-1915,-1915,1,1,0.9280214813929863,0.9280214813929863,A,A
1917,1917,3834,3834,-1917,-1917,1,1,0.43314377789333625,0.43314377789333625,A,A
1919,1919,3838,3838,-1919,-1919,1,1,0.6785309339941178,0.6785309339941178,A,A
1921,1921,3842,3842,-1921,-1921,1,1,0.6382516355168187,0.6382516355168187,A,A
1922,1922,3844,3844,-1922,-1922,1,1,0.6075330359130472,0.6075330359130472,A,A
1924,1924,3848,3848,-1924,-1924,1,1,0.9359188303878191,0.9359188303878191,A,A
1927,1927,3854,3854,-1927,-1927,1,1,0.6491589676244632,0.6491589676244632,A,A
1928,1928,3856,3856,-1928,-1928,1,1,0.8880958643692434,0.8880958643692434,A,A
1929,1929,3858,3858,-1929,-1929,1,1,0.04534119446827867,0.04534119446827867,A,A
1931,1931,3862,3862,-1931,-1931,1,1,0.8327691379832252,0.8327691379832252,A,A
1933,1933,3866,3866,-1933,-1933,1,1,0.5239641081563944,0.5239641081563944,A,A
1935,1935,3870,3870,-1935,-1935,1,1,0.902364824422964,0.902364824422964,A,A
1937,1937,3874,3874,-1937,-1937,1,1,0.31395282335598684,0.31395282335598684,A,A
1938,1938,3876,3876,-1938,-1938,1,1,0.40654167027195154,0.40654167027195154,A,A
1939,1939,3878,3878,-1939,-1939,1,1,0.12412939998735173,0.12412939998735173,A,A
1940,1940,3880,3880,-1940,-1940,1,1,0.4074261197858208,0.4074261197858208,A,A
1941,1941,3882,3882,-1941,-1941,1,1,0.895729977276642,0.895729977276642,A,A
1942,1942,3884,3884,-1942,-1942,1,1,0.5606197197901556,0.5606197197901556,A,A
1943,1943,3886,3886,-1943,-1943,1,1,0.07843650867375418,0.07843650867375418,A,A
1944,1944,3888,3888,-1944,-1944,1,1,0.2789704417047262,0.2789704417047262,A,A
1947,1947,3894,3894,-1947,-1947,1,1,0.760013468785042,0.760013468785042,A,A
1948,1948,3896,3896,-1948,-1948,1,1,0.27512307151329063,0.27512307151329063,A,A
1949,1949,3898,3898,-1949,-1949,1,1,0.9141205653508839,0.9141205653508839,A,A
1951,1951,3902,3902,-1951,-1951,1,1,0.8201987595690976,0.8201987595690976,A,A
1953,1953,3906,3906,-1953,-1953,1,1,0.6355915886610879,0.6355915886610879,A,A
1954,1954,3908,3908,-1954,-1954,1,1,0.8611612596238054,0.8611612596238054,A,A
1955,1955,3910,3910,-1955,-1955,1,1,0.38421257339649817,0.38421257339649817,A,A
1956,1956,3912,3912,-1956,-1956,1,1,0.3002597886879851,0.3002597886879851,A,A
1957,1957,3914,3914,-1957,-1957,1,1,0.8370348805256652,0.8370348805256652,A,A
1958,1958,3916,3916,-1958,-1958,1,1,0.1644449640637612,0.1644449640637612,A,A
1961,1961,3922,3922,-1961,-1961,1,1,0.7149257581427614,0.7149257581427614,A,A
1962,1962,3924,3924,-1962,-1962,1,1,0.25173147006208085,0.25173147006208085,A,A
1963,1963,3926,3926,-1963,-1963,1,1,0.11679074797303313,0.11679074797303313,A,A
1964,1964,3928,3928,-1964,-1964,1,1,0.951824224657652,0.951824224657652,A,A
1965,1965,3930,3930,-1965,-1965,1,1,0.17142690758529044,0.17142690758529044,A,A
1967,1967,3934,3934,-1967,-1967,1,1,0.9682404380249314,0.9682404380249314,A,A
1973,1973,3946,3946,-1973,-1973,1,1,0.5608623213969791,0.5608623213969791,A,A
1974,1974,3948,3948,-1974,-1974,1,1,0.2847850068236627,0.2847850068236627,A,A
1975,1975,3950,3950,-1975,-1975,1,1,0.4552758431964815,0.4552758431964815,A,A
1977,1977,3954,3954,-1977,-1977,1,1,0.4336773184060325,0.4336773184060325,A,A
1978,1978,3956,3956,-1978,-1978,1,1,0.24677088837927286,0.24677088837927286,A,A
1979,1979,3958,3958,-1979,-1979,1,1,0.14082815953066186,0.14082815953066186,A,A
1982,1982,3964,3964,-1982,-1982,1,1,0.4742647872190665,0.4742647872190665,A,A
1983,1983,3966,3966,-1983,-1983,1,1,0.24178805678891546,0.24178805678891546,A,A
1985,1985,3970,3970,-1985,-1985,1,1,0.717823108398847,0.717823108398847,A,A
1986,1986,3972,3972,-1986,-1986,1,1,0.7645784264596306,0.7645784264596306,A,A
1987,1987,3974,3974,-1987,-1987,1,1,0.40061408156473155,0.40061408156473155,A,A
1989,1989,3978,3978,-1989,-1989,1,1,0.6263100571659378,0.6263100571659378,A,A
1990,1990,3980,3980,-1990,-1990,1,1,0.9521788291651344,0.9521788291651344,A,A
1992,1992,3984,3984,-1992,-1992,1,1,0.43749042141262795,0.43749042141262795,A,A
1993,1993,3986,3986,-1993,-1993,1,1,0.6414828747626645,0.6414828747626645,A,A
1994,1994,3988,3988,-1994,-1994,1,1,0.8554951897769938,0.8554951897769938,A,A
1995,1995,3990,3990,-1995,-1995,1,1,0.13624386854075943,0.13624386854075943,A,A
1997,1997,3994,3994,-1997,-1997,1,1,0.6223920302930421,0.6223920302930421,A,A
1998,1998,3996,3996,-1998,-1998,1,1,0.4043386999809795,0.4043386999809795,A,A
1999,1999,3998,3998,-1999,-1999,1,1,0.5787181926315422,0.5787181926315422,A,A
2000,2000,4000,4000,-2000,-2000,1,1,0.5728077227349805,0.5728077227349805,A,A
2001,2001,4002,4002,-2001,-2001,1,1,0.8819890575218791,0.8819890575218791,A,A
2002,2002,4004,4004,-2002,-2002,1,1,0.7389929674320989,0.7389929674320989,A,A
2003,2003,4006,4006,-2003,-2003,1,1,0.3015531495242898,0.3015531495242898,A,A
2004,2004,4008,4008,-2004,-2004,1,1,0.19115228979170207,0.19115228979170207,A,A
2007,2007,4014,4014,-2007,-2007,1,1,0.41405679118103156,0.41405679118103156,A,A
2008,2008,4016,4016,-2008,-2008,1,1,0.5356981408650223,0.5356981408650223,A,A
2009,2009,4018,4018,-2009,-2009,1,1,0.92029988554501,0.92029988554501,A,A
2010,2010,4020,4020,-2010,-2010,1,1,0.3282751911740843,0.3282751911740843,A,A
2012,2012,4024,4024,-2012,-2012,1,1,0.31349032654022335,0.31349032654022335,A,A
2013,2013,4026,4026,-2013,-2013,1,1,0.3158429889233081,0.3158429889233081,A,A
2014,2014,4028,4028,-2014,-2014,1,1,0.045804388710563027,0.045804388710563027,A,A
2015,2015,4030,4030,-2015,-2015,1,1,0.8522802635105827,0.8522802635105827,A,A
2016,2016,4032,4032,-2016,-2016,1,1,0.4731455372426384,0.4731455372426384,A,A
2017,2017,4034,4034,-2017,-2017,1,1,0.1005714456541319,0.1005714456541319,A,A
2018,2018,4036,4036,-2018,-2018,1,1,0.5570424207510475,0.5570424207510475,A,A
2019,2019,4038,4038,-2019,-2019,1,1,0.5638095026272318,0.5638095026272318,A,A
2020,2020,4040,4040,-2020,-2020,1,1,0.3057452073554332,0.3057452073554332,A,A
2021,2021,4042,4042,-2021,-2021,1,1,0.006257781920116279,0.006257781920116279,A,A
2022,2022,4044,4044,-2022,-2022,1,1,0.1719983714162986,0.1719983714162986,A,A
2023,2023,4046,4046,-2023,-2023,1,1,0.9795714170314528,0.9795714170314528,A,A
2026,2026,4052,4052,-2026,-2026,1,1,0.48211020930287285,0.48211020930287285,A,A
2027,2027,4054,4054,-2027,-2027,1,1,0.5231982601348077,0.5231982601348077,A,A
2029,2029,4058,4058,-2029,-2029,1,1,0.5398419425000484,0.5398419425000484,A,A
2030,2030,4060,4060,-2030,-2030,1,1,0.1208635782207933,0.1208635782207933,A,A
2031,2031,4062,4062,-2031,-2031,1,1,0.5527004946981785,0.5527004946981785,A,A
2033,2033,4066,4066,-2033,-2033,1,1,0.6225378677030664,0.6225378677030664,A,A
2034,2034,4068,4068,-2034,-2034,1,1,0.4270628827863393,0.4270628827863393,A,A
2035,2035,4070,4070,-2035,-2035,1,1,0.973394461275287,0.973394461275287,A,A
2036,2036,4072,4072,-2036,-2036,1,1,0.22543245256617206,0.22543245256617206,A,A
2038,2038,4076,4076,-2038,-2038,1,1,0.6879083571968845,0.6879083571968845,A,A
2039,2039,4078,4078,-2039,-2039,1,1,0.9262434466344227,0.9262434466344227,A,A
2040,2040,4080,4080,-2040,-2040,1,1,0.8976362201001146,0.8976362201001146,A,A
2042,2042,4084,4084,-2042,-2042,1,1,0.782638891188733,0.782638891188733,A,A
2043,2043,4086,4086,-2043,-2043,1,1,0.5191054753439576,0.5191054753439576,A,A
2044,2044,4088,4088,-2044,-2044,1,1,0.5715412505084699,0.5715412505084699,A,A
2045,2045,4090,4090,-2045,-2045,1,1,0.42887276456757684,0.42887276456757684,A,A
2046,2046,4092,4092,-2046,-2046,1,1,0.11863897093293718,0.11863897093293718,A,A
2048,2048,4096,4096,-2048,-2048,1,1,0.5020934704297343,0.5020934704297343,A,A
2050,2050,4100,4100,-2050,-2050,1,1,0.305625776333339,0.305625776333339,A,A
2051,2051,4102,4102,-2051,-2051,1,1,0.13969855687579047,0.13969855687579047,A,A
2053,2053,4106,4106,-2053,-2053,1,1,0.1699236538500829,0.1699236538500829,A,A
2054,2054,4108,4108,-2054,-2054,1,1,0.9234475837828083,0.9234475837828083,A,A
2055,2055,4110,4110,-2055,-2055,1,1,0.4612111181572651,0.4612111181572651,A,A
2056,2056,4112,4112,-2056,-2056,1,1,0.9428247897809864,0.9428247897809864,A,A
2059,2059,4118,4118,-2059,-2059,1,1,0.4473574787465092,0.4473574787465092,A,A
2063,2063,4126,4126,-2063,-2063,1,1,0.20993686338127604,0.20993686338127604,A,A
2065,2065,4130,4130,-2065,-2065,1,1,0.10032545213940802,0.10032545213940802,A,A
2066,2066,4132,4132,-2066,-2066,1,1,0.16883448874754214,0.16883448874754214,A,A
2067,2067,4134,4134,-2067,-2067,1,1,0.956044196241344,0.956044196241344,A,A
2068,2068,4136,4136,-2068,-2068,1,1,0.03494432943250436,0.03494432943250436,A,A
2069,2069,4138,4138,-2069,-2069,1,1,0.8751854804799363,0.8751854804799363,A,A
2070,2070,4140,4140,-2070,-2070,1,1,0.3364234968463814,0.3364234968463814,A,A
2071,2071,4142,4142,-2071,-2071,1,1,0.9047043192060544,0.9047043192060544,A,A
2072,2072,4144,4144,-2072,-2072,1,1,0.7432775335758003,0.7432775335758003,A,A
2073,2073,4146,4146,-2073,-2073,1,1,0.9374566764918418,0.9374566764918418,A,A
2074,2074,4148,4148,-2074,-2074,1,1,0.8641492116149994,0.8641492116149994,A,A
2076,2076,4152,4152,-2076,-2076,1,1,0.818782515683944,0.818782515683944,A,A
2077,2077,4154,4154,-2077,-2077,1,1,0.7936385689699914,0.7936385689699914,A,A
2078,2078,4156,4156,-2078,-2078,1,1,0.4814542317445052,0.4814542317445052,A,A
2081,2081,4162,4162,-2081,-2081,1,1,0.8539319395586521,0.8539319395586521,A,A
2082,2082,4164,4164,-2082,-2082,1,1,0.12631114401226673,0.12631114401226673,A,A
2084,2084,4168,4168,-2084,-2084,1,1,0.3470118032064018,0.3470118032064018,A,A
2085,2085,4170,4170,-2085,-2085,1,1,0.4207675406350888,0.4207675406350888,A,A
2086,2086,4172,4172,-2086,-2086,1,1,0.70749921805565,0.70749921805565,A,A
2087,2087,4174,4174,-2087,-2087,1,1,0.5904786270665708,0.5904786270665708,A,A
2089,2089,4178,4178,-2089,-2089,1,1,0.49760166679371887,0.49760166679371887,A,A
2091,2091,4182,4182,-2091,-2091,1,1,0.8695657186457492,0.8695657186457492,A,A
2095,2095,4190,4190,-2095,-2095,1,1,0.3009990653551836,0.3009990653551836,A,A
2097,2097,4194,4194,-2097,-2097,1,1,0.5305572597907291,0.5305572597907291,A,A
2098,2098,4196,4196,-2098,-2098,1,1,0.20134271946318005,0.20134271946318005,A,A
2100,2100,4200,4200,-2100,-2100,1,1,0.9363888694834729,0.9363888694834729,A,A
2101,2101,4202,4202,-2101,-2101,1,1,0.2965977370972419,0.2965977370972419,A,A
2102,2102,4204,4204,-2102,-2102,1,1,0.22983442520382258,0.22983442520382258,A,A
2103,2103,4206,4206,-2103,-2103,1,1,0.7091398577756486,0.7091398577756486,A,A
2105,2105,4210,4210,-2105,-2105,1,1,0.22338247985307946,0.22338247985307946,A,A
2106,2106,4212,4212,-2106,-2106,1,1,0.7706761187602751,0.7706761187602751,A,A
2109,2109,4218,4218,-2109,-2109,1,1,0.81132745640577,0.81132745640577,A,A
2110,2110,4220,4220,-2110,-2110,1,1,0.11359694804314546,0.11359694804314546,A,A
2111,2111,4222,4222,-2111,-2111,1,1,0.7797155650353603,0.7797155650353603,A,A
2112,2112,4224,4224,-2112,-2112,1,1,0.3652556261033223,0.3652556261033223,A,A
2114,2114,4228,4228,-2114,-2114,1,1,0.9887306185140223,0.9887306185140223,A,A
2115,2115,4230,4230,-2115,-2115,1,1,0.3093476340083082,0.3093476340083082,A,A
2117,2117,4234,4234,-2117,-2117,1,1,0.42840865428587604,0.42840865428587604,A,A
2119,2119,4238,4238,-2119,-2119,1,1,0.37816485473784966,0.37816485473784966,A,A
2120,2120,4240,4240,-2120,-2120,1,1,0.018088136292188084,0.018088136292188084,A,A
2123,2123,4246,4246,-2123,-2123,1,1,0.7214360788408617,0.7214360788408617,A,A
2124,2124,4248,4248,-2124,-2124,1,1,0.4139888467203876,0.4139888467203876,A,A
2127,2127,4254,4254,-2127,-2127,1,1,0.345579530767282,0.345579530767282,A,A
2128,2128,4256,4256,-2128,-2128,1,1,0.7031583741774322,0.7031583741774322,A,A
2129,2129,4258,4258,-2129,-2129,1,1,0.040185665342929444,0.040185665342929444,A,A
2132,2132,4264,4264,-2132,-2132,1,1,0.3932606601995109,0.3932606601995109,A,A
2134,2134,4268,4268,-2134,-2134,1,1,0.6434076633106106,0.6434076633106106,A,A
2136,2136,4272,4272,-2136,-2136,1,1,0.7502732507651447,0.7502732507651447,A,A
2137,2137,4274,4274,-2137,-2137,1,1,0.45176216062942787,0.45176216062942787,A,A
2138,2138,4276,4276,-2138,-2138,1,1,0.6075948775903306,0.6075948775903306,A,A
2139,2139,4278,4278,-2139,-2139,1,1,0.3059377414839547,0.3059377414839547,A,A
2140,2140,4280,4280,-2140,-2140,1,1,0.7009612502605271,0.7009612502605271,A,A
2142,2142,4284,4284,-2142,-2142,1,1,0.9190162426046317,0.9190162426046317,A,A
2144,2144,4288,4288,-2144,-2144,1,1,0.9637729697421694,0.9637729697421694,A,A
2146,2146,4292,4292,-2146,-2146,1,1,0.8864529307395784,0.8864529307395784,A,A
2147,2147,4294,4294,-2147,-2147,1,1,0.5440529984671562,0.5440529984671562,A,A
2148,2148,4296,4296,-2148,-2148,1,1,0.9947378090780861,0.9947378090780861,A,A
2149,2149,4298,4298,-2149,-2149,1,1,0.07951030168737161,0.07951030168737161,A,A
2150,2150,4300,4300,-2150,-2150,1,1,0.38703361459027685,0.38703361459027685,A,A
2151,2151,4302,4302,-2151,-2151,1,1,0.11418683837055255,0.11418683837055255,A,A
2152,2152,4304,4304,-2152,-2152,1,1,0.32288555195654167,0.32288555195654167,A,A
2154,2154,4308,4308,-2154,-2154,1,1,0.870163159614678,0.870163159614678,A,A
2155,2155,4310,4310,-2155,-2155,1,1,0.5763892532317879,0.5763892532317879,A,A
2156,2156,4312,4312,-2156,-2156,1,1,0.011188295829838046,0.011188295829838046,A,A
2157,2157,4314,4314,-2157,-2157,1,1,0.9477493255911086,0.9477493255911086,A,A
2158,2158,4316,4316,-2158,-2158,1,1,0.033530189855046966,0.033530189855046966,A,A
2159,2159,4318,4318,-2159,-2159,1,1,0.7471895503713167,0.7471895503713167,A,A
2160,2160,4320,4320,-2160,-2160,1,1,0.35995562149557525,0.35995562149557525,A,A
2161,2161,4322,4322,-2161,-2161,1,1,0.04103572216246898,0.04103572216246898,A,A
2163,2163,4326,4326,-2163,-2163,1,1,0.17996743692804207,0.17996743692804207,A,A
2167,2167,4334,4334,-2167,-2167,1,1,0.8181124304325814,0.8181124304325814,A,A
2170,2170,4340,4340,-2170,-2170,1,1,0.38238696536486816,0.38238696536486816,A,A
2172,2172,4344,4344,-2172,-2172,1,1,0.13489517421263364,0.13489517421263364,A,A
2174,2174,4348,4348,-2174,-2174,1,1,0.7849413992085168,0.7849413992085168,A,A
2175,2175,4350,4350,-2175,-2175,1,1,0.38447607953801644,0.38447607953801644,A,A
2176,2176,4352,4352,-2176,-2176,1,1,0.27429875545395477,0.27429875545395477,A,A
2177,2177,4354,4354,-2177,-2177,1,1,0.3707816137437844,0.3707816137437844,A,A
2181,2181,4362,4362,-2181,-2181,1,1,0.6468558729628117,0.6468558729628117,A,A
2182,2182,4364,4364,-2182,-2182,1,1,0.7769206933415482,0.7769206933415482,A,A
2183,2183,4366,4366,-2183,-2183,1,1,0.8894307057729712,0.8894307057729712,A,A
2185,2185,4370,4370,-2185,-2185,1,1,0.2012705147002798,0.2012705147002798,A,A
2186,2186,4372,4372,-2186,-2186,1,1,0.19227972717235753,0.19227972717235753,A,A
2188,2188,4376,4376,-2188,-2188,1,1,0.0647401243888408,0.0647401243888408,A,A
2189,2189,4378,4378,-2189,-2189,1,1,0.16347281771211186,0.16347281771211186,A,A
2190,2190,4380,4380,-2190,-2190,1,1,0.7263286005045445,0.7263286005045445,A,A
2191,2191,4382,4382,-2191,-2191,1,1,0.2930550640886439,0.2930550640886439,A,A
2192,2192,4384,4384,-2192,-2192,1,1,0.7996702222660312,0.7996702222660312,A,A
2193,2193,4386,4386,-2193,-2193,1,1,0.995942423807621,0.995942423807621,A,A
2194,2194,4388,4388,-2194,-2194,1,1,0.01722651193012903,0.01722651193012903,A,A
2195,2195,4390,4390,-2195,-2195,1,1,0.8053228793773056,0.8053228793773056,A,A
2197,2197,4394,4394,-2197,-2197,1,1,0.6186899455378232,0.6186899455378232,A,A
2199,2199,4398,4398,-2199,-2199,1,1,0.638618822201321,0.638618822201321,A,A
2200,2200,4400,4400,-2200,-2200,1,1,0.31412718727628763,0.31412718727628763,A,A
2202,2202,4404,4404,-2202,-2202,1,1,0.5844091250761562,0.5844091250761562,A,A
2203,2203,4406,4406,-2203,-2203,1,1,0.8696691481495522,0.8696691481495522,A,A
2204,2204,4408,4408,-2204,-2204,1,1,0.16257644812596417,0.16257644812596417,A,A
