Feature A (i)	Feature A (i)-noRandom_Feature	Feature B (2i)	Feature B (2i)-noRandom_Feature	Feature C (-i)	Feature C (-i)-noRandom_Feature	Constant Feature	Constant Feature-noRandom_Feature	Random Feature	Random Feature-noRandom_Feature	Outcome	Outcome-noRandom_Feature
1659	1578	3318	3156	-1659	-1584	1	1	0.10616725581542052	0.40683512717298975	A	A
1661	2011	3322	4022	-1661	-2015	1	1	0.32049816215579385	0.40683512717298975	A	A
1662	1499	3324	2998	-1662	-1500	1	1	0.4328406367828542	0.40683512717298975	A	A
1663	1578	3326	3156	-1663	-1584	1	1	0.17041312741560155	0.40683512717298975	A	A
1664	1738	3328	3476	-1664	-1751	1	1	0.6745035882894739	0.40683512717298975	A	A
1665	1317	3330	2634	-1665	-1337	1	1	0.16374622520466442	0.40683512717298975	A	A
1666	1738	3332	3476	-1666	-1751	1	1	0.6950866490421206	0.40683512717298975	A	A
1668	1578	3336	3156	-1668	-1584	1	1	0.06735947036754852	0.40683512717298975	A	A
1669	1669	3338	3338	-1669	-1687	1	1	0.8922040229323701	0.40683512717298975	A	A
1670	1780	3340	3560	-1670	-1794	1	1	0.7386408776802375	0.40683512717298975	A	A
1671	1578	3342	3156	-1671	-1584	1	1	0.19560801007269435	0.40683512717298975	A	A
1672	1738	3344	3476	-1672	-1751	1	1	0.6601607479780415	0.40683512717298975	A	A
1673	1780	3346	3560	-1673	-1794	1	1	0.6771271182053117	0.40683512717298975	A	A
1676	1317	3352	2634	-1676	-1337	1	1	0.12350801000695111	0.40683512717298975	A	A
1677	2082	3354	4164	-1677	-2086	1	1	0.849510607578986	0.40683512717298975	A	A
1678	1780	3356	3560	-1678	-1794	1	1	0.9536491905328045	0.40683512717298975	A	A
1681	1738	3362	3476	-1681	-1751	1	1	0.007961661234341944	0.40683512717298975	A	A
1683	1780	3366	3560	-1683	-1794	1	1	0.9821004490869545	0.40683512717298975	A	A
1684	1362	3368	2724	-1684	-1372	1	1	0.2211916812607303	0.40683512717298975	A	A
1685	1362	3370	2724	-1685	-1372	1	1	0.2262970815123373	0.40683512717298975	A	A
1687	1669	3374	3338	-1687	-1687	1	1	0.36802094773926497	0.40683512717298975	A	A
1688	1780	3376	3560	-1688	-1794	1	1	0.7380954957883777	0.40683512717298975	A	A
1689	1362	3378	2724	-1689	-1372	1	1	0.1268817344543718	0.40683512717298975	A	A
1690	1669	3380	3338	-1690	-1687	1	1	0.9235135946389198	0.40683512717298975	A	A
1691	1578	3382	3156	-1691	-1584	1	1	0.2166772139552886	0.40683512717298975	A	A
1693	2011	3386	4022	-1693	-2015	1	1	0.5894763589431622	0.40683512717298975	A	A
1694	1738	3388	3476	-1694	-1751	1	1	0.8080767470413586	0.40683512717298975	A	A
1697	1499	3394	2998	-1697	-1500	1	1	0.3919418199284421	0.40683512717298975	A	A
1700	1438	3400	2876	-1700	-1438	1	1	0.23107520109607493	0.40683512717298975	A	A
1701	1669	3402	3338	-1701	-1687	1	1	0.08310480426481182	0.40683512717298975	A	A
1702	1578	3404	3156	-1702	-1584	1	1	0.4799742880254757	0.40683512717298975	A	A
1703	2082	3406	4164	-1703	-2086	1	1	0.5805587594827994	0.40683512717298975	A	A
1704	2011	3408	4022	-1704	-2015	1	1	0.9991191086954441	0.40683512717298975	A	A
1705	2011	3410	4022	-1705	-2015	1	1	0.31795253398526413	0.40683512717298975	A	A
1706	1499	3412	2998	-1706	-1500	1	1	0.5189843296695799	0.40683512717298975	A	A
1708	1669	3416	3338	-1708	-1687	1	1	0.6193508584791556	0.40683512717298975	A	A
1709	1780	3418	3560	-1709	-1794	1	1	0.9548513149959161	0.40683512717298975	A	A
1710	2082	3420	4164	-1710	-2086	1	1	0.5688331089382067	0.40683512717298975	A	A
1711	1780	3422	3560	-1711	-1794	1	1	0.7663493430291268	0.40683512717298975	A	A
1712	1780	3424	3560	-1712	-1794	1	1	0.023856251850032928	0.40683512717298975	A	A
1713	1578	3426	3156	-1713	-1584	1	1	0.4517260923906399	0.40683512717298975	A	A
1715	1578	3430	3156	-1715	-1584	1	1	0.41350392073763265	0.40683512717298975	A	A
1716	1499	3432	2998	-1716	-1500	1	1	0.5310805115460789	0.40683512717298975	A	A
1718	1780	3436	3560	-1718	-1794	1	1	0.6905478011033693	0.40683512717298975	A	A
1719	1849	3438	3698	-1719	-1896	1	1	0.9638008592751904	0.40683512717298975	A	A
1720	1738	3440	3476	-1720	-1751	1	1	0.8993357845843626	0.40683512717298975	A	A
1721	1438	3442	2876	-1721	-1438	1	1	0.2213541750081336	0.40683512717298975	A	A
1722	1578	3444	3156	-1722	-1584	1	1	0.4698306152051547	0.40683512717298975	A	A
1726	1362	3452	2724	-1726	-1372	1	1	0.13211145554135761	0.40683512717298975	A	A
1727	1578	3454	3156	-1727	-1584	1	1	0.4241948748443497	0.40683512717298975	A	A
1728	1780	3456	3560	-1728	-1794	1	1	0.6831573293493708	0.40683512717298975	A	A
1730	1669	3460	3338	-1730	-1687	1	1	0.602950677519856	0.40683512717298975	A	A
1732	1780	3464	3560	-1732	-1794	1	1	0.6802345597902167	0.40683512717298975	A	A
1733	1669	3466	3338	-1733	-1687	1	1	0.645549296926382	0.40683512717298975	A	A
1734	2082	3468	4164	-1734	-2086	1	1	0.9856823932743453	0.40683512717298975	A	A
1736	1738	3472	3476	-1736	-1751	1	1	0.630988161384566	0.40683512717298975	A	A
1738	1738	3476	3476	-1738	-1751	1	1	0.9128052250992914	0.40683512717298975	A	A
1739	2011	3478	4022	-1739	-2015	1	1	0.327518857256467	0.40683512717298975	A	A
1740	1362	3480	2724	-1740	-1372	1	1	0.14595051425918848	0.40683512717298975	A	A
1742	2082	3484	4164	-1742	-2086	1	1	0.2944125893639117	0.40683512717298975	A	A
1743	1849	3486	3698	-1743	-1896	1	1	0.7321621705994261	0.40683512717298975	A	A
1746	1738	3492	3476	-1746	-1751	1	1	0.055177285145186605	0.40683512717298975	A	A
1747	2082	3494	4164	-1747	-2086	1	1	0.5904698848281087	0.40683512717298975	A	A
1748	1438	3496	2876	-1748	-1438	1	1	0.24056206132504032	0.40683512717298975	A	A
1750	2082	3500	4164	-1750	-2086	1	1	0.5692106735405412	0.40683512717298975	A	A
1751	1738	3502	3476	-1751	-1751	1	1	0.057652285341722065	0.40683512717298975	A	A
1752	1738	3504	3476	-1752	-1751	1	1	0.33228861503554585	0.40683512717298975	A	A
1753	1438	3506	2876	-1753	-1438	1	1	0.2550083618786513	0.40683512717298975	A	A
1754	1849	3508	3698	-1754	-1896	1	1	0.6611084903808346	0.40683512717298975	A	A
1755	2137	3510	4274	-1755	-2142	1	1	0.5666241136100454	0.40683512717298975	A	A
1756	1738	3512	3476	-1756	-1751	1	1	0.9051600459537045	0.40683512717298975	A	A
1758	1578	3516	3156	-1758	-1584	1	1	0.21053985418566923	0.40683512717298975	A	A
1760	2082	3520	4164	-1760	-2086	1	1	0.2930515875084606	0.40683512717298975	A	A
1764	1849	3528	3698	-1764	-1896	1	1	0.7336452738751119	0.40683512717298975	A	A
1765	1578	3530	3156	-1765	-1584	1	1	0.4546584465954976	0.40683512717298975	A	A
1766	2137	3532	4274	-1766	-2142	1	1	0.9855434331396827	0.40683512717298975	A	A
1768	1780	3536	3560	-1768	-1794	1	1	0.0722824290630456	0.40683512717298975	A	A
1769	1780	3538	3560	-1769	-1794	1	1	0.9269243198195444	0.40683512717298975	A	A
1770	1499	3540	2998	-1770	-1500	1	1	0.5433536653183896	0.40683512717298975	A	A
1771	1780	3542	3560	-1771	-1794	1	1	0.9229705237391328	0.40683512717298975	A	A
1772	2082	3544	4164	-1772	-2086	1	1	0.8727709742883908	0.40683512717298975	A	A
1774	1578	3548	3156	-1774	-1584	1	1	0.5316755466093728	0.40683512717298975	A	A
1776	1578	3552	3156	-1776	-1584	1	1	0.38742337630688684	0.40683512717298975	A	A
1777	1578	3554	3156	-1777	-1584	1	1	0.5057109052103254	0.40683512717298975	A	A
1778	1578	3556	3156	-1778	-1584	1	1	0.5364676566761873	0.40683512717298975	A	A
1779	1849	3558	3698	-1779	-1896	1	1	0.6732045015174335	0.40683512717298975	A	A
1780	1780	3560	3560	-1780	-1794	1	1	0.06590615116905663	0.40683512717298975	A	A
1781	1669	3562	3338	-1781	-1687	1	1	0.4254276922505288	0.40683512717298975	A	A
1782	1849	3564	3698	-1782	-1896	1	1	0.6637914523066742	0.40683512717298975	A	A
1783	1849	3566	3698	-1783	-1896	1	1	0.9550341436004985	0.40683512717298975	A	A
1785	2011	3570	4022	-1785	-2015	1	1	0.7542210657897184	0.40683512717298975	A	A
1786	1578	3572	3156	-1786	-1584	1	1	0.5269624387843885	0.40683512717298975	A	A
1788	1438	3576	2876	-1788	-1438	1	1	0.16123217000985024	0.40683512717298975	A	A
1789	2137	3578	4274	-1789	-2142	1	1	0.8668836412055324	0.40683512717298975	A	A
1791	1669	3582	3338	-1791	-1687	1	1	0.4946843826442069	0.40683512717298975	A	A
1792	1499	3584	2998	-1792	-1500	1	1	0.2201948018678438	0.40683512717298975	A	A
1793	1780	3586	3560	-1793	-1794	1	1	0.910413810989292	0.40683512717298975	A	A
1795	1669	3590	3338	-1795	-1687	1	1	0.20825632823401374	0.40683512717298975	A	A
1798	1849	3596	3698	-1798	-1896	1	1	0.9067238404916425	0.40683512717298975	A	A
1799	1849	3598	3698	-1799	-1896	1	1	0.9531142772377286	0.40683512717298975	A	A
1800	1780	3600	3560	-1800	-1794	1	1	0.07848752472093012	0.40683512717298975	A	A
1801	2200	3602	4400	-1801	-2204	1	1	0.9926132617110691	0.40683512717298975	A	A
1802	2011	3604	4022	-1802	-2015	1	1	0.9544134615396381	0.40683512717298975	A	A
1803	1738	3606	3476	-1803	-1751	1	1	0.6477974391190868	0.40683512717298975	A	A
1804	1669	3608	3338	-1804	-1687	1	1	0.4716800333435003	0.40683512717298975	A	A
1805	1669	3610	3338	-1805	-1687	1	1	0.18513987923672703	0.40683512717298975	A	A
1810	1849	3620	3698	-1810	-1896	1	1	0.6614716152547626	0.40683512717298975	A	A
1811	2082	3622	4164	-1811	-2086	1	1	0.3131360646579948	0.40683512717298975	A	A
1812	1669	3624	3338	-1812	-1687	1	1	0.538455266238793	0.40683512717298975	A	A
1814	2011	3628	4022	-1814	-2015	1	1	0.9654090664369791	0.40683512717298975	A	A
1815	2011	3630	4022	-1815	-2015	1	1	0.9692932650515171	0.40683512717298975	A	A
1816	2082	3632	4164	-1816	-2086	1	1	0.3066175248469335	0.40683512717298975	A	A
1820	1669	3640	3338	-1820	-1687	1	1	0.39919199304329944	0.40683512717298975	A	A
1822	2262	3644	4524	-1822	-2264	1	1	0.988816934533461	0.40683512717298975	A	A
1823	1849	3646	3698	-1823	-1896	1	1	0.03516897247142614	0.40683512717298975	A	A
1824	1849	3648	3698	-1824	-1896	1	1	0.9162562729411368	0.40683512717298975	A	A
1825	1738	3650	3476	-1825	-1751	1	1	0.6117294106382596	0.40683512717298975	A	A
1828	2011	3656	4022	-1828	-2015	1	1	0.9718883183568378	0.40683512717298975	A	A
1829	2137	3658	4274	-1829	-2142	1	1	0.2826245348823605	0.40683512717298975	A	A
1831	1438	3662	2876	-1831	-1438	1	1	0.11748296826463478	0.40683512717298975	A	A
1833	1780	3666	3560	-1833	-1794	1	1	0.7987924940437099	0.40683512717298975	A	A
1834	1738	3668	3476	-1834	-1751	1	1	0.4748755221055446	0.40683512717298975	A	A
1836	1669	3672	3338	-1836	-1687	1	1	0.43053196351209244	0.40683512717298975	A	A
1839	2011	3678	4022	-1839	-2015	1	1	0.6741307886742445	0.40683512717298975	A	A
1841	2011	3682	4022	-1841	-2015	1	1	0.6725217525634334	0.40683512717298975	A	A
1842	1738	3684	3476	-1842	-1751	1	1	0.38174418886816075	0.40683512717298975	A	A
1843	1780	3686	3560	-1843	-1794	1	1	0.7725621804404321	0.40683512717298975	A	A
1845	2082	3690	4164	-1845	-2086	1	1	0.9513435339735716	0.40683512717298975	A	A
1847	1499	3694	2998	-1847	-1500	1	1	0.2526040062536443	0.40683512717298975	A	A
1848	1738	3696	3476	-1848	-1751	1	1	0.4684785718329494	0.40683512717298975	A	A
1850	1849	3700	3698	-1850	-1896	1	1	0.09814072365684245	0.40683512717298975	A	A
1851	1780	3702	3560	-1851	-1794	1	1	0.37802729985015926	0.40683512717298975	A	A
1853	2082	3706	4164	-1853	-2086	1	1	0.9330985806791643	0.40683512717298975	A	A
1858	1780	3716	3560	-1858	-1794	1	1	0.8120131111426999	0.40683512717298975	A	A
1860	2011	3720	4022	-1860	-2015	1	1	0.9128613465312353	0.40683512717298975	A	A
1862	1499	3724	2998	-1862	-1500	1	1	0.12199034714213353	0.40683512717298975	A	A
1863	2082	3726	4164	-1863	-2086	1	1	0.9560695370131472	0.40683512717298975	A	A
1864	2011	3728	4022	-1864	-2015	1	1	0.06016438947443925	0.40683512717298975	A	A
1865	2011	3730	4022	-1865	-2015	1	1	0.6647222760234254	0.40683512717298975	A	A
1867	1669	3734	3338	-1867	-1687	1	1	0.5471430246929814	0.40683512717298975	A	A
1869	2011	3738	4022	-1869	-2015	1	1	0.09104335891696957	0.40683512717298975	A	A
1871	2137	3742	4274	-1871	-2142	1	1	0.5943417939759144	0.40683512717298975	A	A
1873	2011	3746	4022	-1873	-2015	1	1	0.09349937952598242	0.40683512717298975	A	A
1874	1669	3748	3338	-1874	-1687	1	1	0.180761356258898	0.40683512717298975	A	A
1875	2011	3750	4022	-1875	-2015	1	1	0.6932795576787727	0.40683512717298975	A	A
1876	1738	3752	3476	-1876	-1751	1	1	0.38820244889665334	0.40683512717298975	A	A
1878	2011	3756	4022	-1878	-2015	1	1	0.9112009952648356	0.40683512717298975	A	A
1880	2200	3760	4400	-1880	-2204	1	1	0.5677667994580042	0.40683512717298975	A	A
1882	1738	3764	3476	-1882	-1751	1	1	0.503584793668734	0.40683512717298975	A	A
1883	2200	3766	4400	-1883	-2204	1	1	0.8408138246091176	0.40683512717298975	A	A
1885	2137	3770	4274	-1885	-2142	1	1	0.9539635999909925	0.40683512717298975	A	A
1886	2082	3772	4164	-1886	-2086	1	1	0.679885734760249	0.40683512717298975	A	A
1887	1738	3774	3476	-1887	-1751	1	1	0.44367321643274404	0.40683512717298975	A	A
1890	1738	3780	3476	-1890	-1751	1	1	0.1948684021450814	0.40683512717298975	A	A
1891	1780	3782	3560	-1891	-1794	1	1	0.33214473194733085	0.40683512717298975	A	A
1892	1738	3784	3476	-1892	-1751	1	1	0.40857562751710885	0.40683512717298975	A	A
1894	2082	3788	4164	-1894	-2086	1	1	0.7601349005866322	0.40683512717298975	A	A
1895	1849	3790	3698	-1895	-1896	1	1	0.8169395778127655	0.40683512717298975	A	A
1896	1849	3792	3698	-1896	-1896	1	1	0.04084684579358411	0.40683512717298975	A	A
1901	1738	3802	3476	-1901	-1751	1	1	0.5377018842009144	0.40683512717298975	A	A
1902	1738	3804	3476	-1902	-1751	1	1	0.17407294504427884	0.40683512717298975	A	A
1906	2137	3812	4274	-1906	-2142	1	1	0.276225127454683	0.40683512717298975	A	A
1907	1738	3814	3476	-1907	-1751	1	1	0.5087677992102988	0.40683512717298975	A	A
1908	1499	3816	2998	-1908	-1500	1	1	0.2543623600354489	0.40683512717298975	A	A
1910	1578	3820	3156	-1910	-1584	1	1	0.11115286073891939	0.40683512717298975	A	A
1912	2082	3824	4164	-1912	-2086	1	1	0.9298882355254885	0.40683512717298975	A	A
1914	2200	3828	4400	-1914	-2204	1	1	0.5807153737851637	0.40683512717298975	A	A
1915	2200	3830	4400	-1915	-2204	1	1	0.8415975861349929	0.40683512717298975	A	A
1916	2137	3832	4274	-1916	-2142	1	1	0.9314841115947514	0.40683512717298975	A	A
1919	1578	3838	3156	-1919	-1584	1	1	0.15147958824928232	0.40683512717298975	A	A
1921	2137	3842	4274	-1921	-2142	1	1	0.9715069034774207	0.40683512717298975	A	A
1923	2082	3846	4164	-1923	-2086	1	1	0.8955215340748105	0.40683512717298975	A	A
1924	1780	3848	3560	-1924	-1794	1	1	0.19621820521202626	0.40683512717298975	A	A
1925	1780	3850	3560	-1925	-1794	1	1	0.6022981086338753	0.40683512717298975	A	A
1926	1780	3852	3560	-1926	-1794	1	1	0.49244797829934006	0.40683512717298975	A	A
1927	2082	3854	4164	-1927	-2086	1	1	0.7077726274397098	0.40683512717298975	A	A
1928	2137	3856	4274	-1928	-2142	1	1	0.9787243636558854	0.40683512717298975	A	A
1929	2262	3858	4524	-1929	-2264	1	1	0.8614386764224766	0.40683512717298975	A	A
1930	1780	3860	3560	-1930	-1794	1	1	0.18673138462854455	0.40683512717298975	A	A
1932	1780	3864	3560	-1932	-1794	1	1	0.38189953828092027	0.40683512717298975	A	A
1933	1780	3866	3560	-1933	-1794	1	1	0.3923354169771175	0.40683512717298975	A	A
1934	1780	3868	3560	-1934	-1794	1	1	0.19465534881112867	0.40683512717298975	A	A
1935	2200	3870	4400	-1935	-2204	1	1	0.5812565030687853	0.40683512717298975	A	A
1936	2082	3872	4164	-1936	-2086	1	1	0.7149354557179358	0.40683512717298975	A	A
1938	1780	3876	3560	-1938	-1794	1	1	0.6300226260674405	0.40683512717298975	A	A
1941	1578	3882	3156	-1941	-1584	1	1	0.12256764555366051	0.40683512717298975	A	A
1942	1780	3884	3560	-1942	-1794	1	1	0.19425593120928453	0.40683512717298975	A	A
1943	2200	3886	4400	-1943	-2204	1	1	0.28267001036749506	0.40683512717298975	A	A
1944	2262	3888	4524	-1944	-2264	1	1	0.8278236061718143	0.40683512717298975	A	A
1946	2137	3892	4274	-1946	-2142	1	1	0.6944511321718986	0.40683512717298975	A	A
1947	2200	3894	4400	-1947	-2204	1	1	0.2934834344827334	0.40683512717298975	A	A
1949	1780	3898	3560	-1949	-1794	1	1	0.41681259077826593	0.40683512717298975	A	A
1950	1499	3900	2998	-1950	-1500	1	1	0.23864417048565623	0.40683512717298975	A	A
1954	2082	3908	4164	-1954	-2086	1	1	0.07522454865778105	0.40683512717298975	A	A
1955	1849	3910	3698	-1955	-1896	1	1	0.613523487687339	0.40683512717298975	A	A
1956	1849	3912	3698	-1956	-1896	1	1	0.021486747329841904	0.40683512717298975	A	A
1958	1849	3916	3698	-1958	-1896	1	1	0.7714179930238514	0.40683512717298975	A	A
1959	1780	3918	3560	-1959	-1794	1	1	0.3402273098625448	0.40683512717298975	A	A
1960	2082	3920	4164	-1960	-2086	1	1	0.7529346548230224	0.40683512717298975	A	A
1962	1578	3924	3156	-1962	-1584	1	1	0.2520345186660663	0.40683512717298975	A	A
1963	2262	3926	4524	-1963	-2264	1	1	0.5869780402732033	0.40683512717298975	A	A
1964	1849	3928	3698	-1964	-1896	1	1	0.1988188226361156	0.40683512717298975	A	A
1969	2200	3938	4400	-1969	-2204	1	1	0.9723207603274087	0.40683512717298975	A	A
1971	2011	3942	4022	-1971	-2015	1	1	0.7951506706191053	0.40683512717298975	A	A
1972	2200	3944	4400	-1972	-2204	1	1	0.30491119929029387	0.40683512717298975	A	A
1973	2137	3946	4274	-1973	-2142	1	1	0.8974411071749718	0.40683512717298975	A	A
1975	1780	3950	3560	-1975	-1794	1	1	0.5285132247499348	0.40683512717298975	A	A
1976	2262	3952	4524	-1976	-2264	1	1	0.583547561838019	0.40683512717298975	A	A
1977	1669	3954	3338	-1977	-1687	1	1	0.15112398703053753	0.40683512717298975	A	A
1978	2137	3956	4274	-1978	-2142	1	1	0.8946901087318754	0.40683512717298975	A	A
1983	1780	3966	3560	-1983	-1794	1	1	0.49077757760834395	0.40683512717298975	A	A
1986	2262	3972	4524	-1986	-2264	1	1	0.5963435592281614	0.40683512717298975	A	A
1987	2262	3974	4524	-1987	-2264	1	1	0.31639543157027383	0.40683512717298975	A	A
1989	1849	3978	3698	-1989	-1896	1	1	0.5124821693648663	0.40683512717298975	A	A
1990	1849	3980	3698	-1990	-1896	1	1	0.37296695447714134	0.40683512717298975	A	A
1993	2200	3986	4400	-1993	-2204	1	1	0.9558104774901678	0.40683512717298975	A	A
1994	1578	3988	3156	-1994	-1584	1	1	0.2696082176213761	0.40683512717298975	A	A
1995	2137	3990	4274	-1995	-2142	1	1	0.9093757611049985	0.40683512717298975	A	A
1996	1849	3992	3698	-1996	-1896	1	1	0.2122799682469355	0.40683512717298975	A	A
1997	1849	3994	3698	-1997	-1896	1	1	0.32877858474063326	0.40683512717298975	A	A
1998	1849	3996	3698	-1998	-1896	1	1	0.6224260904673257	0.40683512717298975	A	A
2000	2137	4000	4274	-2000	-2142	1	1	0.6920760465129538	0.40683512717298975	A	A
2003	2200	4006	4400	-2003	-2204	1	1	0.9020293304868983	0.40683512717298975	A	A
2005	1669	4010	3338	-2005	-1687	1	1	0.15497105459825233	0.40683512717298975	A	A
2008	2011	4016	4022	-2008	-2015	1	1	0.511636053573436	0.40683512717298975	A	A
2009	2011	4018	4022	-2009	-2015	1	1	0.03908449915822154	0.40683512717298975	A	A
2010	1849	4020	3698	-2010	-1896	1	1	0.6174502231884595	0.40683512717298975	A	A
2011	2011	4022	4022	-2011	-2015	1	1	0.02969049098499632	0.40683512717298975	A	A
2012	1849	4024	3698	-2012	-1896	1	1	0.392666982827082	0.40683512717298975	A	A
2014	2011	4028	4022	-2014	-2015	1	1	0.5201462226324929	0.40683512717298975	A	A
2015	2011	4030	4022	-2015	-2015	1	1	0.04040801141761741	0.40683512717298975	A	A
2018	2137	4036	4274	-2018	-2142	1	1	0.10359683997078328	0.40683512717298975	A	A
2019	1849	4038	3698	-2019	-1896	1	1	0.19374337812420417	0.40683512717298975	A	A
2020	2262	4040	4524	-2020	-2264	1	1	0.9443510968899013	0.40683512717298975	A	A
2021	1849	4042	3698	-2021	-1896	1	1	0.46849014280949375	0.40683512717298975	A	A
2022	2137	4044	4274	-2022	-2142	1	1	0.7373155984868632	0.40683512717298975	A	A
2026	1738	4052	3476	-2026	-1751	1	1	0.16431945696361383	0.40683512717298975	A	A
2029	2308	4058	4616	-2029	-2322	1	1	0.8548314669317515	0.40683512717298975	A	A
2030	2200	4060	4400	-2030	-2204	1	1	0.6696749009444805	0.40683512717298975	A	A
2031	2137	4062	4274	-2031	-2142	1	1	0.09915750097621046	0.40683512717298975	A	A
2034	2308	4068	4616	-2034	-2322	1	1	0.5510356033156381	0.40683512717298975	A	A
2036	1849	4072	3698	-2036	-1896	1	1	0.4888062760965157	0.40683512717298975	A	A
2037	2011	4074	4022	-2037	-2015	1	1	0.18588896318449033	0.40683512717298975	A	A
2038	2308	4076	4616	-2038	-2322	1	1	0.5864187187103068	0.40683512717298975	A	A
2039	2308	4078	4616	-2039	-2322	1	1	0.8505230630781971	0.40683512717298975	A	A
2040	2011	4080	4022	-2040	-2015	1	1	0.6332129320324322	0.40683512717298975	A	A
2041	2011	4082	4022	-2041	-2015	1	1	0.7682077223894709	0.40683512717298975	A	A
2042	2200	4084	4400	-2042	-2204	1	1	0.10641109694749529	0.40683512717298975	A	A
2044	1738	4088	3476	-2044	-1751	1	1	0.1642650866458556	0.40683512717298975	A	A
2047	2200	4094	4400	-2047	-2204	1	1	0.9042835303466485	0.40683512717298975	A	A
2048	1849	4096	3698	-2048	-1896	1	1	0.46452583449674234	0.40683512717298975	A	A
2049	2308	4098	4616	-2049	-2322	1	1	0.5628526468493731	0.40683512717298975	A	A
2051	2200	4102	4400	-2051	-2204	1	1	0.7482753722475324	0.40683512717298975	A	A
2053	2200	4106	4400	-2053	-2204	1	1	0.9046627554633557	0.40683512717298975	A	A
2054	1669	4108	3338	-2054	-1687	1	1	0.2452289330231182	0.40683512717298975	A	A
2055	2011	4110	4022	-2055	-2015	1	1	0.3738856601410966	0.40683512717298975	A	A
2057	2011	4114	4022	-2057	-2015	1	1	0.35918346586617456	0.40683512717298975	A	A
2059	1669	4118	3338	-2059	-1687	1	1	0.22680663810707813	0.40683512717298975	A	A
2060	2262	4120	4524	-2060	-2264	1	1	0.9726148226350092	0.40683512717298975	A	A
2061	1849	4122	3698	-2061	-1896	1	1	0.4299529519748322	0.40683512717298975	A	A
2063	2308	4126	4616	-2063	-2322	1	1	0.8628426423189842	0.40683512717298975	A	A
2064	2011	4128	4022	-2064	-2015	1	1	0.6512799177745784	0.40683512717298975	A	A
2065	2011	4130	4022	-2065	-2015	1	1	0.4955247842583108	0.40683512717298975	A	A
2067	2262	4134	4524	-2067	-2264	1	1	0.9575383579849276	0.40683512717298975	A	A
2068	1669	4136	3338	-2068	-1687	1	1	0.21972966335891964	0.40683512717298975	A	A
2069	2011	4138	4022	-2069	-2015	1	1	0.6188104716609718	0.40683512717298975	A	A
2071	1738	4142	3476	-2071	-1751	1	1	0.15866752999780054	0.40683512717298975	A	A
