Feature A (i)	Feature A (i)-noFeature_B_(2i)	Feature B (2i)	Feature B (2i)-noFeature_B_(2i)	Feature C (-i)	Feature C (-i)-noFeature_B_(2i)	Constant Feature	Constant Feature-noFeature_B_(2i)	Random Feature	Random Feature-noFeature_B_(2i)	Outcome	Outcome-noFeature_B_(2i)
1814	3136	3628	9574	-1814	-3137	1	1	0.9654090664369791	0.9556519694980462	A	A
1815	3136	3630	9574	-1815	-3137	1	1	0.9692932650515171	0.9556519694980462	A	A
1816	3136	3632	9574	-1816	-3137	1	1	0.3066175248469335	0.30887378737929305	A	A
1820	3142	3640	9574	-1820	-3143	1	1	0.39919199304329944	0.3838453928986345	A	A
1822	3142	3644	9574	-1822	-3143	1	1	0.988816934533461	0.9867277963524416	A	A
1823	3142	3646	9574	-1823	-3143	1	1	0.03516897247142614	0.02540337192260267	A	A
1824	3142	3648	9574	-1824	-3143	1	1	0.9162562729411368	0.8844562399641169	A	A
1825	3148	3650	9574	-1825	-3148	1	1	0.6117294106382596	0.5970130310756897	A	A
1828	3148	3656	9574	-1828	-3148	1	1	0.9718883183568378	0.9556519694980462	A	A
1829	3148	3658	9574	-1829	-3148	1	1	0.2826245348823605	0.2705870793149804	A	A
1831	3153	3662	9574	-1831	-3154	1	1	0.11748296826463478	0.11766008071769851	A	A
1833	3153	3666	9574	-1833	-3154	1	1	0.7987924940437099	0.7650504588350444	A	A
1834	3153	3668	9574	-1834	-3154	1	1	0.4748755221055446	0.45443658440763757	A	A
1836	3159	3672	9574	-1836	-3160	1	1	0.43053196351209244	0.41436990175995514	A	A
1839	3159	3678	9574	-1839	-3160	1	1	0.6741307886742445	0.6567225731105883	A	A
1841	3159	3682	9574	-1841	-3160	1	1	0.6725217525634334	0.6403485791625139	A	A
1842	3165	3684	9574	-1842	-3166	1	1	0.38174418886816075	0.36326959483172827	A	A
1843	3165	3686	9574	-1843	-3166	1	1	0.7725621804404321	0.7650504588350444	A	A
1845	3165	3690	9574	-1845	-3166	1	1	0.9513435339735716	0.9155804834289545	A	A
1847	3165	3694	9574	-1847	-3166	1	1	0.2526040062536443	0.2705870793149804	A	A
1848	3171	3696	9574	-1848	-3172	1	1	0.4684785718329494	0.43084017934406293	A	A
1850	3171	3700	9574	-1850	-3172	1	1	0.09814072365684245	0.09584927697217083	A	A
1851	3171	3702	9574	-1851	-3172	1	1	0.37802729985015926	0.36326959483172827	A	A
1853	3171	3706	9574	-1853	-3172	1	1	0.9330985806791643	0.897897211542344	A	A
1858	3177	3716	9574	-1858	-3177	1	1	0.8120131111426999	0.7752105467541478	A	A
1860	3182	3720	9574	-1860	-3183	1	1	0.9128613465312353	0.8659373859054671	A	A
1862	3182	3724	9574	-1862	-3183	1	1	0.12199034714213353	0.11766008071769851	A	A
1863	3182	3726	9574	-1863	-3183	1	1	0.9560695370131472	0.9358892092224953	A	A
1864	3182	3728	9574	-1864	-3183	1	1	0.06016438947443925	0.046636926221635844	A	A
1865	3188	3730	9574	-1865	-3189	1	1	0.6647222760234254	0.6403485791625139	A	A
1867	3188	3734	9574	-1867	-3189	1	1	0.5471430246929814	0.5287072142744291	A	A
1869	3188	3738	9574	-1869	-3189	1	1	0.09104335891696957	0.09584927697217083	A	A
1871	3194	3742	9574	-1871	-3195	1	1	0.5943417939759144	0.5603876811308924	A	A
1873	3194	3746	9574	-1873	-3195	1	1	0.09349937952598242	0.09584927697217083	A	A
1874	3194	3748	9574	-1874	-3195	1	1	0.180761356258898	0.18991284810616926	A	A
1875	3194	3750	9574	-1875	-3195	1	1	0.6932795576787727	0.6676345312549455	A	A
1876	3194	3752	9574	-1876	-3195	1	1	0.38820244889665334	0.36326959483172827	A	A
1878	3200	3756	9574	-1878	-3201	1	1	0.9112009952648356	0.8659373859054671	A	A
1880	3200	3760	9574	-1880	-3201	1	1	0.5677667994580042	0.5437811418999469	A	A
1882	3200	3764	9574	-1882	-3201	1	1	0.503584793668734	0.4863973973956013	A	A
1883	3206	3766	9574	-1883	-3206	1	1	0.8408138246091176	0.7978402972390728	A	A
1885	3206	3770	9574	-1885	-3206	1	1	0.9539635999909925	0.9155804834289545	A	A
1886	3206	3772	9574	-1886	-3206	1	1	0.679885734760249	0.6567225731105883	A	A
1887	3206	3774	9574	-1887	-3206	1	1	0.44367321643274404	0.43084017934406293	A	A
1890	3211	3780	9574	-1890	-3212	1	1	0.1948684021450814	0.20479149534265284	A	A
1891	3211	3782	9574	-1891	-3212	1	1	0.33214473194733085	0.33085674641798635	A	A
1892	3211	3784	9574	-1892	-3212	1	1	0.40857562751710885	0.3994271172644791	A	A
1894	3217	3788	9574	-1894	-3218	1	1	0.7601349005866322	0.74048802736636	A	A
1895	3217	3790	9574	-1895	-3218	1	1	0.8169395778127655	0.7752105467541478	A	A
1896	3217	3792	9574	-1896	-3218	1	1	0.04084684579358411	0.02540337192260267	A	A
1901	3223	3802	9574	-1901	-3224	1	1	0.5377018842009144	0.5184576116122209	A	A
1902	3223	3804	9574	-1902	-3224	1	1	0.17407294504427884	0.18991284810616926	A	A
1906	3229	3812	9574	-1906	-3230	1	1	0.276225127454683	0.2705870793149804	A	A
1907	3229	3814	9574	-1907	-3230	1	1	0.5087677992102988	0.4863973973956013	A	A
1908	3229	3816	9574	-1908	-3230	1	1	0.2543623600354489	0.2705870793149804	A	A
1910	3229	3820	9574	-1910	-3230	1	1	0.11115286073891939	0.11766008071769851	A	A
1912	3235	3824	9574	-1912	-3235	1	1	0.9298882355254885	0.897897211542344	A	A
1914	3235	3828	9574	-1914	-3235	1	1	0.5807153737851637	0.5437811418999469	A	A
1915	3235	3830	9574	-1915	-3235	1	1	0.8415975861349929	0.7978402972390728	A	A
1916	3235	3832	9574	-1916	-3235	1	1	0.9314841115947514	0.897897211542344	A	A
1919	3240	3838	9574	-1919	-3241	1	1	0.15147958824928232	0.17573684250755928	A	A
1921	3240	3842	9574	-1921	-3241	1	1	0.9715069034774207	0.9556519694980462	A	A
1923	3246	3846	9574	-1923	-3247	1	1	0.8955215340748105	0.836604570279811	A	A
1924	3246	3848	9574	-1924	-3247	1	1	0.19621820521202626	0.2200783515824032	A	A
1925	3246	3850	9574	-1925	-3247	1	1	0.6022981086338753	0.5738128596868537	A	A
1926	3246	3852	9574	-1926	-3247	1	1	0.49244797829934006	0.4686479736942557	A	A
1927	3246	3854	9574	-1927	-3247	1	1	0.7077726274397098	0.6865687000926515	A	A
1928	3246	3856	9574	-1928	-3247	1	1	0.9787243636558854	0.9708335991200716	A	A
1929	3252	3858	9574	-1929	-3253	1	1	0.8614386764224766	0.7978402972390728	A	A
1930	3252	3860	9574	-1930	-3253	1	1	0.18673138462854455	0.20479149534265284	A	A
1932	3252	3864	9574	-1932	-3253	1	1	0.38189953828092027	0.36326959483172827	A	A
1933	3252	3866	9574	-1933	-3253	1	1	0.3923354169771175	0.3838453928986345	A	A
1934	3252	3868	9574	-1934	-3253	1	1	0.19465534881112867	0.20479149534265284	A	A
1935	3258	3870	9574	-1935	-3258	1	1	0.5812565030687853	0.5603876811308924	A	A
1936	3258	3872	9574	-1936	-3258	1	1	0.7149354557179358	0.6865687000926515	A	A
1938	3258	3876	9574	-1938	-3258	1	1	0.6300226260674405	0.5970130310756897	A	A
1941	3263	3882	9574	-1941	-3264	1	1	0.12256764555366051	0.14001508031831478	A	A
1942	3263	3884	9574	-1942	-3264	1	1	0.19425593120928453	0.20479149534265284	A	A
1943	3263	3886	9574	-1943	-3264	1	1	0.28267001036749506	0.2705870793149804	A	A
1944	3263	3888	9574	-1944	-3264	1	1	0.8278236061718143	0.7752105467541478	A	A
1946	3269	3892	9574	-1946	-3270	1	1	0.6944511321718986	0.6676345312549455	A	A
1947	3269	3894	9574	-1947	-3270	1	1	0.2934834344827334	0.29312155847436416	A	A
1949	3269	3898	9574	-1949	-3270	1	1	0.41681259077826593	0.3994271172644791	A	A
1950	3269	3900	9574	-1950	-3270	1	1	0.23864417048565623	0.2556376638625464	A	A
1954	3275	3908	9574	-1954	-3276	1	1	0.07522454865778105	0.08139052448728146	A	A
1955	3275	3910	9574	-1955	-3276	1	1	0.613523487687339	0.5970130310756897	A	A
1956	3275	3912	9574	-1956	-3276	1	1	0.021486747329841904	0.009431753548861166	A	A
1958	3281	3916	9574	-1958	-3282	1	1	0.7714179930238514	0.74048802736636	A	A
1959	3281	3918	9574	-1959	-3282	1	1	0.3402273098625448	0.33085674641798635	A	A
1960	3281	3920	9574	-1960	-3282	1	1	0.7529346548230224	0.7248533491587095	A	A
1962	3281	3924	9574	-1962	-3282	1	1	0.2520345186660663	0.2556376638625464	A	A
1963	3281	3926	9574	-1963	-3282	1	1	0.5869780402732033	0.5603876811308924	A	A
1964	3287	3928	9574	-1964	-3287	1	1	0.1988188226361156	0.2200783515824032	A	A
1969	3292	3938	9574	-1969	-3293	1	1	0.9723207603274087	0.9708335991200716	A	A
1971	3292	3942	9574	-1971	-3293	1	1	0.7951506706191053	0.7650504588350444	A	A
1972	3292	3944	9574	-1972	-3293	1	1	0.30491119929029387	0.29312155847436416	A	A
1973	3292	3946	9574	-1973	-3293	1	1	0.8974411071749718	0.8483288367488273	A	A
1975	3298	3950	9574	-1975	-3299	1	1	0.5285132247499348	0.5057843245177359	A	A
1976	3298	3952	9574	-1976	-3299	1	1	0.583547561838019	0.5603876811308924	A	A
1977	3298	3954	9574	-1977	-3299	1	1	0.15112398703053753	0.1556084896784825	A	A
1978	3298	3956	9574	-1978	-3299	1	1	0.8946901087318754	0.836604570279811	A	A
1983	2974	3966	9574	-1983	-2975	1	1	0.49077757760834395	0.5057843245177359	A	A
1986	2974	3972	9574	-1986	-2975	1	1	0.5963435592281614	0.5970130310756897	A	A
1987	2980	3974	9574	-1987	-2981	1	1	0.31639543157027383	0.30887378737929305	A	A
1989	2980	3978	9574	-1989	-2981	1	1	0.5124821693648663	0.5437811418999469	A	A
1990	2980	3980	9574	-1990	-2981	1	1	0.37296695447714134	0.3994271172644791	A	A
1993	2986	3986	9574	-1993	-2986	1	1	0.9558104774901678	0.9358892092224953	A	A
1994	2986	3988	9574	-1994	-2986	1	1	0.2696082176213761	0.2705870793149804	A	A
1995	2986	3990	9574	-1995	-2986	1	1	0.9093757611049985	0.897897211542344	A	A
1996	2986	3992	9574	-1996	-2986	1	1	0.2122799682469355	0.2200783515824032	A	A
1997	2986	3994	9574	-1997	-2986	1	1	0.32877858474063326	0.33085674641798635	A	A
1998	2991	3996	9574	-1998	-2992	1	1	0.6224260904673257	0.6567225731105883	A	A
2000	2991	4000	9574	-2000	-2992	1	1	0.6920760465129538	0.7124266951977283	A	A
2003	2991	4006	9574	-2003	-2992	1	1	0.9020293304868983	0.8844562399641169	A	A
2005	2997	4010	9574	-2005	-2998	1	1	0.15497105459825233	0.1556084896784825	A	A
2008	2997	4016	9574	-2008	-2998	1	1	0.511636053573436	0.5437811418999469	A	A
2009	2997	4018	9574	-2009	-2998	1	1	0.03908449915822154	0.046636926221635844	A	A
2010	3003	4020	9574	-2010	-3004	1	1	0.6174502231884595	0.6403485791625139	A	A
2011	3003	4022	9574	-2011	-3004	1	1	0.02969049098499632	0.02540337192260267	A	A
2012	3003	4024	9574	-2012	-3004	1	1	0.392666982827082	0.41436990175995514	A	A
2014	3003	4028	9574	-2014	-3004	1	1	0.5201462226324929	0.5603876811308924	A	A
2015	3003	4030	9574	-2015	-3004	1	1	0.04040801141761741	0.046636926221635844	A	A
2018	3009	4036	9574	-2018	-3010	1	1	0.10359683997078328	0.09584927697217083	A	A
2019	3009	4038	9574	-2019	-3010	1	1	0.19374337812420417	0.20479149534265284	A	A
2020	3009	4040	9574	-2020	-3010	1	1	0.9443510968899013	0.9358892092224953	A	A
2021	3009	4042	9574	-2021	-3010	1	1	0.46849014280949375	0.4863973973956013	A	A
2022	3015	4044	9574	-2022	-3015	1	1	0.7373155984868632	0.7752105467541478	A	A
2026	3015	4052	9574	-2026	-3015	1	1	0.16431945696361383	0.17573684250755928	A	A
2029	3020	4058	9574	-2029	-3021	1	1	0.8548314669317515	0.836604570279811	A	A
2030	3020	4060	9574	-2030	-3021	1	1	0.6696749009444805	0.6865687000926515	A	A
2031	3020	4062	9574	-2031	-3021	1	1	0.09915750097621046	0.09584927697217083	A	A
2034	3026	4068	9574	-2034	-3027	1	1	0.5510356033156381	0.5738128596868537	A	A
2036	3026	4072	9574	-2036	-3027	1	1	0.4888062760965157	0.5057843245177359	A	A
2037	3026	4074	9574	-2037	-3027	1	1	0.18588896318449033	0.18991284810616926	A	A
2038	3026	4076	9574	-2038	-3027	1	1	0.5864187187103068	0.5970130310756897	A	A
2039	3032	4078	9574	-2039	-3033	1	1	0.8505230630781971	0.836604570279811	A	A
2040	3032	4080	9574	-2040	-3033	1	1	0.6332129320324322	0.6567225731105883	A	A
2041	3032	4082	9574	-2041	-3033	1	1	0.7682077223894709	0.7978402972390728	A	A
2042	3032	4084	9574	-2042	-3033	1	1	0.10641109694749529	0.11766008071769851	A	A
2044	3032	4088	9574	-2044	-3033	1	1	0.1642650866458556	0.17573684250755928	A	A
2047	3038	4094	9574	-2047	-3038	1	1	0.9042835303466485	0.8844562399641169	A	A
2048	3038	4096	9574	-2048	-3038	1	1	0.46452583449674234	0.4863973973956013	A	A
2049	3038	4098	9574	-2049	-3038	1	1	0.5628526468493731	0.5738128596868537	A	A
2051	3043	4102	9574	-2051	-3044	1	1	0.7482753722475324	0.7752105467541478	A	A
2053	3043	4106	9574	-2053	-3044	1	1	0.9046627554633557	0.8844562399641169	A	A
2054	3043	4108	9574	-2054	-3044	1	1	0.2452289330231182	0.2556376638625464	A	A
2055	3043	4110	9574	-2055	-3044	1	1	0.3738856601410966	0.3994271172644791	A	A
2057	3049	4114	9574	-2057	-3050	1	1	0.35918346586617456	0.36326959483172827	A	A
2059	3049	4118	9574	-2059	-3050	1	1	0.22680663810707813	0.2556376638625464	A	A
2060	3049	4120	9574	-2060	-3050	1	1	0.9726148226350092	0.9708335991200716	A	A
2061	3049	4122	9574	-2061	-3050	1	1	0.4299529519748322	0.45443658440763757	A	A
2063	3055	4126	9574	-2063	-3056	1	1	0.8628426423189842	0.8483288367488273	A	A
2064	3055	4128	9574	-2064	-3056	1	1	0.6512799177745784	0.6676345312549455	A	A
2065	3055	4130	9574	-2065	-3056	1	1	0.4955247842583108	0.5057843245177359	A	A
2067	3055	4134	9574	-2067	-3056	1	1	0.9575383579849276	0.9358892092224953	A	A
2068	3061	4136	9574	-2068	-3062	1	1	0.21972966335891964	0.2200783515824032	A	A
2069	3061	4138	9574	-2069	-3062	1	1	0.6188104716609718	0.6403485791625139	A	A
2071	3061	4142	9574	-2071	-3062	1	1	0.15866752999780054	0.17573684250755928	A	A
2072	3061	4144	9574	-2072	-3062	1	1	0.5815682714264501	0.5738128596868537	A	A
2074	3067	4148	9574	-2074	-3067	1	1	0.13603781907097745	0.14001508031831478	A	A
2075	3067	4150	9574	-2075	-3067	1	1	0.12397701076009726	0.11766008071769851	A	A
2079	3072	4158	9574	-2079	-3073	1	1	0.9887047521646695	0.9867277963524416	A	A
2080	3072	4160	9574	-2080	-3073	1	1	0.5371281621530575	0.5738128596868537	A	A
2083	3072	4166	9574	-2083	-3073	1	1	0.9250739121959811	0.9155804834289545	A	A
2084	3072	4168	9574	-2084	-3073	1	1	0.37172753689179006	0.3994271172644791	A	A
2090	3078	4180	9574	-2090	-3079	1	1	0.19036145825709072	0.20479149534265284	A	A
2092	3084	4184	9574	-2092	-3085	1	1	0.7968843356000147	0.81093086149687	A	A
2093	3084	4186	9574	-2093	-3085	1	1	0.4584134806346578	0.4863973973956013	A	A
2094	3084	4188	9574	-2094	-3085	1	1	0.2275493795638367	0.2556376638625464	A	A
2095	3084	4190	9574	-2095	-3085	1	1	0.1497340850710892	0.1556084896784825	A	A
2096	3084	4192	9574	-2096	-3085	1	1	0.6199793730309391	0.6403485791625139	A	A
2097	3090	4194	9574	-2097	-3091	1	1	0.5001601482724661	0.5184576116122209	A	A
2098	3090	4196	9574	-2098	-3091	1	1	0.28781300824167033	0.29312155847436416	A	A
2099	3090	4198	9574	-2099	-3091	1	1	0.9485255371698378	0.9358892092224953	A	A
2103	3096	4206	9574	-2103	-3096	1	1	0.17226865257555002	0.18991284810616926	A	A
2104	3096	4208	9574	-2104	-3096	1	1	0.3921840496890653	0.41436990175995514	A	A
2105	3096	4210	9574	-2105	-3096	1	1	0.5492633972616967	0.5738128596868537	A	A
2107	3096	4214	9574	-2107	-3096	1	1	0.4019613690313628	0.43084017934406293	A	A
2109	3101	4218	9574	-2109	-3102	1	1	0.7231898306046227	0.7650504588350444	A	A
2113	3101	4226	9574	-2113	-3102	1	1	0.3819607269395564	0.41436990175995514	A	A
2115	3107	4230	9574	-2115	-3108	1	1	0.5864178341636732	0.5970130310756897	A	A
2116	3107	4232	9574	-2116	-3108	1	1	0.9903829861159332	0.9867277963524416	A	A
2117	3107	4234	9574	-2117	-3108	1	1	0.40792127620737306	0.43084017934406293	A	A
2118	3107	4236	9574	-2118	-3108	1	1	0.16849576671682098	0.18991284810616926	A	A
2119	3107	4238	9574	-2119	-3108	1	1	0.22348811840741178	0.23139716590926385	A	A
2122	3113	4244	9574	-2122	-3114	1	1	0.8688576668837227	0.8659373859054671	A	A
2123	3113	4246	9574	-2123	-3114	1	1	0.25469432613726906	0.2705870793149804	A	A
2124	3113	4248	9574	-2124	-3114	1	1	0.9108778393631544	0.897897211542344	A	A
2125	3113	4250	9574	-2125	-3114	1	1	0.15227184889792944	0.1556084896784825	A	A
2128	3119	4256	9574	-2128	-3120	1	1	0.44623194311024117	0.4863973973956013	A	A
2129	3119	4258	9574	-2129	-3120	1	1	0.8115346674401637	0.81093086149687	A	A
2130	3119	4260	9574	-2130	-3120	1	1	0.8903138700787162	0.8659373859054671	A	A
2132	3125	4264	9574	-2132	-3125	1	1	0.9048795444853772	0.8844562399641169	A	A
2135	3125	4270	9574	-2135	-3125	1	1	0.08343227514126861	0.08139052448728146	A	A
2136	3125	4272	9574	-2136	-3125	1	1	0.8862017307920507	0.8659373859054671	A	A
2139	3130	4278	9574	-2139	-3131	1	1	0.9013841969574511	0.8844562399641169	A	A
2140	3130	4280	9574	-2140	-3131	1	1	0.019775878221396814	0.009431753548861166	A	A
2141	3130	4282	9574	-2141	-3131	1	1	0.9956565607449973	0.9867277963524416	A	A
2142	3130	4284	9574	-2142	-3131	1	1	0.6232053930501994	0.6567225731105883	A	A
2143	3136	4286	9574	-2143	-3137	1	1	0.43719815352378943	0.4686479736942557	A	A
2144	3136	4288	9574	-2144	-3137	1	1	0.5251674257666805	0.5603876811308924	A	A
2145	3136	4290	9574	-2145	-3137	1	1	0.9606080476232203	0.9556519694980462	A	A
2146	3136	4292	9574	-2146	-3137	1	1	0.7962361923109009	0.81093086149687	A	A
2148	3136	4296	9574	-2148	-3137	1	1	0.36225098711200154	0.36326959483172827	A	A
2149	3142	4298	9574	-2149	-3143	1	1	0.24654726468621269	0.2705870793149804	A	A
2150	3142	4300	9574	-2150	-3143	1	1	0.43638426445459666	0.4686479736942557	A	A
2151	3142	4302	9574	-2151	-3143	1	1	0.3244299588889442	0.33085674641798635	A	A
2153	3142	4306	9574	-2153	-3143	1	1	0.4896964537429205	0.5057843245177359	A	A
2155	3148	4310	9574	-2155	-3148	1	1	0.9240209407803606	0.9155804834289545	A	A
2158	3148	4316	9574	-2158	-3148	1	1	0.8562013472995553	0.8483288367488273	A	A
2159	3148	4318	9574	-2159	-3148	1	1	0.9410849271674921	0.9358892092224953	A	A
2160	3153	4320	9574	-2160	-3154	1	1	0.5093864177025549	0.5287072142744291	A	A
2164	3153	4328	9574	-2164	-3154	1	1	0.4207778617272512	0.45443658440763757	A	A
2165	3153	4330	9574	-2165	-3154	1	1	0.868113657740247	0.8483288367488273	A	A
2166	3159	4332	9574	-2166	-3160	1	1	0.6098014505255229	0.6185616736968093	A	A
2168	3159	4336	9574	-2168	-3160	1	1	0.25600008041373823	0.2705870793149804	A	A
2169	3159	4338	9574	-2169	-3160	1	1	0.36652639946655885	0.3838453928986345	A	A
2170	3159	4340	9574	-2170	-3160	1	1	0.015362985618663338	0.009431753548861166	A	A
2172	3165	4344	9574	-2172	-3166	1	1	0.9341609857632943	0.9155804834289545	A	A
2173	3165	4346	9574	-2173	-3166	1	1	0.3195963359822085	0.33085674641798635	A	A
2174	3165	4348	9574	-2174	-3166	1	1	0.34505460662560095	0.34394625120281785	A	A
2175	3165	4350	9574	-2175	-3166	1	1	0.8454262456937516	0.836604570279811	A	A
2176	3165	4352	9574	-2176	-3166	1	1	0.11375639937190096	0.11766008071769851	A	A
2184	3177	4368	9574	-2184	-3177	1	1	0.6801787568099819	0.7124266951977283	A	A
2186	3177	4372	9574	-2186	-3177	1	1	0.364748030599368	0.3838453928986345	A	A
2187	3177	4374	9574	-2187	-3177	1	1	0.408107639336447	0.45443658440763757	A	A
2189	3182	4378	9574	-2189	-3183	1	1	0.666644204040869	0.6865687000926515	A	A
2190	3182	4380	9574	-2190	-3183	1	1	0.8591879026343555	0.8483288367488273	A	A
2191	3182	4382	9574	-2191	-3183	1	1	0.3894524173755852	0.41436990175995514	A	A
2192	3182	4384	9574	-2192	-3183	1	1	0.4375121405311774	0.4686479736942557	A	A
2195	3188	4390	9574	-2195	-3189	1	1	0.09576545741484843	0.09584927697217083	A	A
2196	3188	4392	9574	-2196	-3189	1	1	0.11647894748410548	0.11766008071769851	A	A
2197	3188	4394	9574	-2197	-3189	1	1	0.8652068725450855	0.8483288367488273	A	A
2198	3188	4396	9574	-2198	-3189	1	1	0.043803898748470904	0.06575410935862658	A	A
2202	3194	4404	9574	-2202	-3195	1	1	0.3811706675950851	0.3994271172644791	A	A
2203	3194	4406	9574	-2203	-3195	1	1	0.13442387292164215	0.14001508031831478	A	A
2204	3194	4408	9574	-2204	-3195	1	1	0.6154427843779913	0.6403485791625139	A	A
2206	3194	4412	9574	-2206	-3195	1	1	0.22041899908405316	0.23139716590926385	A	A
2207	3200	4414	9574	-2207	-3201	1	1	0.7024663785915727	0.7248533491587095	A	A
2208	3200	4416	9574	-2208	-3201	1	1	0.9942700895910132	0.9867277963524416	A	A
2209	3200	4418	9574	-2209	-3201	1	1	0.3005301657955931	0.30887378737929305	A	A
2211	3200	4422	9574	-2211	-3201	1	1	0.7052948150613724	0.7248533491587095	A	A
2212	3200	4424	9574	-2212	-3201	1	1	0.8305811159100519	0.81093086149687	A	A
2213	3206	4426	9574	-2213	-3206	1	1	0.3310740237429085	0.34394625120281785	A	A
2214	3206	4428	9574	-2214	-3206	1	1	0.06309626711925698	0.08139052448728146	A	A
2215	3206	4430	9574	-2215	-3206	1	1	0.38169467712978367	0.3994271172644791	A	A
2217	3206	4434	9574	-2217	-3206	1	1	0.2740820706916216	0.29312155847436416	A	A
2218	3211	4436	9574	-2218	-3212	1	1	0.22036609614170655	0.23139716590926385	A	A
2219	3211	4438	9574	-2219	-3212	1	1	0.168217469894407	0.17573684250755928	A	A
2220	3211	4440	9574	-2220	-3212	1	1	0.39776255248836645	0.43084017934406293	A	A
2221	3211	4442	9574	-2221	-3212	1	1	0.1311318536272691	0.14001508031831478	A	A
2222	3211	4444	9574	-2222	-3212	1	1	0.035090927285217455	0.046636926221635844	A	A
2223	3211	4446	9574	-2223	-3212	1	1	0.5832974219420805	0.5970130310756897	A	A
2224	3217	4448	9574	-2224	-3218	1	1	0.3630826690282398	0.3838453928986345	A	A
2226	3217	4452	9574	-2226	-3218	1	1	0.7205344716986775	0.7650504588350444	A	A
2227	3217	4454	9574	-2227	-3218	1	1	0.28967581238257933	0.29312155847436416	A	A
2228	3217	4456	9574	-2228	-3218	1	1	0.5294853641284262	0.5603876811308924	A	A
2229	3217	4458	9574	-2229	-3218	1	1	0.13575200988301828	0.14001508031831478	A	A
2230	3223	4460	9574	-2230	-3224	1	1	0.5998111792957994	0.5970130310756897	A	A
2231	3223	4462	9574	-2231	-3224	1	1	0.15257842852144476	0.1556084896784825	A	A
2232	3223	4464	9574	-2232	-3224	1	1	0.14494706966142878	0.14001508031831478	A	A
2233	3223	4466	9574	-2233	-3224	1	1	0.9854624664177797	0.9867277963524416	A	A
2236	3229	4472	9574	-2236	-3230	1	1	0.6290859062437546	0.6567225731105883	A	A
2237	3229	4474	9574	-2237	-3230	1	1	0.1501248730665503	0.1556084896784825	A	A
2238	3229	4476	9574	-2238	-3230	1	1	0.5022320848472037	0.5184576116122209	A	A
2239	3229	4478	9574	-2239	-3230	1	1	0.020174307554296722	0.009431753548861166	A	A
2243	3235	4486	9574	-2243	-3235	1	1	0.8852895843767702	0.8659373859054671	A	A
2245	3235	4490	9574	-2245	-3235	1	1	0.4507786101099175	0.4863973973956013	A	A
2246	3235	4492	9574	-2246	-3235	1	1	0.338823904490525	0.34394625120281785	A	A
2247	3240	4494	9574	-2247	-3241	1	1	0.9095162461253129	0.897897211542344	A	A
2249	3240	4498	9574	-2249	-3241	1	1	0.7483960885656433	0.7752105467541478	A	A
2251	3240	4502	9574	-2251	-3241	1	1	0.22576874617689613	0.2556376638625464	A	A
2252	3240	4504	9574	-2252	-3241	1	1	0.22130865431319457	0.23139716590926385	A	A
