Feature A (i)	Feature A (i)-noFeature_C_(-i)	Feature B (2i)	Feature B (2i)-noFeature_C_(-i)	Feature C (-i)	Feature C (-i)-noFeature_C_(-i)	Constant Feature	Constant Feature-noFeature_C_(-i)	Random Feature	Random Feature-noFeature_C_(-i)	Outcome	Outcome-noFeature_C_(-i)
2520	2851	5040	5702	-2520	-1212	1	1	0.3132499064371239	0.27476148850200977	A	A
2521	2851	5042	5702	-2521	-1212	1	1	0.8290899134892462	0.8285385294664941	A	A
2522	2851	5044	5702	-2522	-1212	1	1	0.026025546428005808	0.024809866852586904	A	A
2523	2851	5046	5702	-2523	-1212	1	1	0.30904107083556376	0.25854697252696457	A	A
2524	2856	5048	5712	-2524	-1212	1	1	0.03414119526341264	0.024809866852586904	A	A
2531	2862	5062	5724	-2531	-1212	1	1	0.7607524175945031	0.7741845154294321	A	A
2532	2862	5064	5724	-2532	-1212	1	1	0.5777863906449736	0.582537627789942	A	A
2533	2862	5066	5724	-2533	-1212	1	1	0.4272980187937323	0.3976380625702378	A	A
2534	2862	5068	5724	-2534	-1212	1	1	0.20598186107753003	0.1642650866458556	A	A
2535	2862	5070	5724	-2535	-1212	1	1	0.7148252549050537	0.7025024851846564	A	A
2537	2868	5074	5736	-2537	-1212	1	1	0.7589946451107589	0.7588862688703896	A	A
2540	2868	5080	5736	-2540	-1212	1	1	0.9059014394687456	0.9201280995449436	A	A
2542	2874	5084	5748	-2542	-1212	1	1	0.34149596332414967	0.2944125893639117	A	A
2543	2874	5086	5748	-2543	-1212	1	1	0.795483543552771	0.8055533991471695	A	A
2544	2874	5088	5748	-2544	-1212	1	1	0.4099348635040134	0.3837438429114993	A	A
2545	2874	5090	5748	-2545	-1212	1	1	0.7964483665042128	0.8055533991471695	A	A
2546	2874	5092	5748	-2546	-1212	1	1	0.015292449495862392	0.008592140326145858	A	A
2548	2879	5096	5758	-2548	-1212	1	1	0.3327562221264425	0.27476148850200977	A	A
2549	2879	5098	5758	-2549	-1212	1	1	0.07935937398972748	0.062353353740606354	A	A
2550	2879	5100	5758	-2550	-1212	1	1	0.9434072073008289	0.940938327787818	A	A
2552	2879	5104	5758	-2552	-1212	1	1	0.43952404559852587	0.3976380625702378	A	A
2553	2885	5106	5770	-2553	-1212	1	1	0.3577516777865656	0.3154430469533932	A	A
2554	2885	5108	5770	-2554	-1212	1	1	0.13557366345847954	0.09631320509214214	A	A
2556	2885	5112	5770	-2556	-1212	1	1	0.2706649183295893	0.23168224529179748	A	A
2557	2885	5114	5770	-2557	-1212	1	1	0.6935504892216448	0.6827160525262556	A	A
2558	2885	5116	5770	-2558	-1212	1	1	0.8592413898012419	0.8710826164665462	A	A
2559	2891	5118	5782	-2559	-1212	1	1	0.754147916602979	0.7588862688703896	A	A
2562	2891	5124	5782	-2562	-1212	1	1	0.5113350750723666	0.4982817158659174	A	A
2563	2891	5126	5782	-2563	-1212	1	1	0.5524305428404981	0.5468257337781519	A	A
2567	2897	5134	5794	-2567	-1212	1	1	0.18232145044521753	0.1520372454774349	A	A
2568	2897	5136	5794	-2568	-1212	1	1	0.8305662344389576	0.8457692599892734	A	A
2570	2897	5140	5794	-2570	-1212	1	1	0.12603526310178814	0.09631320509214214	A	A
2571	2903	5142	5806	-2571	-1212	1	1	0.22645163829519543	0.20132664405148248	A	A
2572	2903	5144	5806	-2572	-1212	1	1	0.280174101590592	0.23168224529179748	A	A
2573	2903	5146	5806	-2573	-1212	1	1	0.7312340631703205	0.7386408776802375	A	A
2574	2903	5148	5806	-2574	-1212	1	1	0.414400314561571	0.3837438429114993	A	A
2575	2903	5150	5806	-2575	-1212	1	1	0.34909837187792225	0.3154430469533932	A	A
2577	2908	5154	5816	-2577	-1212	1	1	0.06839497423198915	0.062353353740606354	A	A
2579	2908	5158	5816	-2579	-1212	1	1	0.6125014544841136	0.6131793130866995	A	A
2580	2908	5160	5816	-2580	-1212	1	1	0.39532053716533977	0.3645500084328399	A	A
2581	2908	5162	5816	-2581	-1212	1	1	0.5030228764894286	0.4982817158659174	A	A
2582	2914	5164	5828	-2582	-1212	1	1	0.7091268810058803	0.7025024851846564	A	A
2583	2914	5166	5828	-2583	-1212	1	1	0.1886125593847029	0.1642650866458556	A	A
2584	2914	5168	5828	-2584	-1212	1	1	0.45030769677905613	0.41618841333222234	A	A
2586	2914	5172	5828	-2586	-1212	1	1	0.07456610707382849	0.062353353740606354	A	A
2587	2914	5174	5828	-2587	-1212	1	1	0.6584313659678661	0.6482322739693153	A	A
2588	2920	5176	5840	-2588	-1212	1	1	0.6875656246812878	0.6827160525262556	A	A
2589	2920	5178	5840	-2589	-1212	1	1	0.0568628091540303	0.062353353740606354	A	A
2590	2920	5180	5840	-2590	-1212	1	1	0.23826477467080276	0.22041899908405316	A	A
2594	2926	5188	5852	-2594	-1212	1	1	0.14534187054728487	0.1179020570763114	A	A
2595	2926	5190	5852	-2595	-1212	1	1	0.8664220961610042	0.8710826164665462	A	A
2596	2926	5192	5852	-2596	-1212	1	1	0.33253678978451817	0.27476148850200977	A	A
2597	2926	5194	5852	-2597	-1212	1	1	0.23217148984638925	0.20132664405148248	A	A
2598	2926	5196	5852	-2598	-1212	1	1	0.8699634288846079	0.8839101610867179	A	A
2599	2926	5198	5852	-2599	-1212	1	1	0.2283417845087743	0.20132664405148248	A	A
2600	2932	5200	5864	-2600	-1212	1	1	0.32498530230367506	0.27476148850200977	A	A
2601	2932	5202	5864	-2601	-1212	1	1	0.9438732904754029	0.940938327787818	A	A
2602	2932	5204	5864	-2602	-1212	1	1	0.3292245710383256	0.27476148850200977	A	A
2603	2932	5206	5864	-2603	-1212	1	1	0.7708437363473079	0.7741845154294321	A	A
2605	2937	5210	5874	-2605	-1212	1	1	0.5581162430450622	0.5687152792565979	A	A
2606	2937	5212	5874	-2606	-1212	1	1	0.4463692130656238	0.41618841333222234	A	A
2607	2937	5214	5874	-2607	-1212	1	1	0.6786362044801448	0.6618908494241688	A	A
2608	2937	5216	5874	-2608	-1212	1	1	0.4694285572767538	0.45243048498421456	A	A
2609	2937	5218	5874	-2609	-1212	1	1	0.49996658965529783	0.4824381759363401	A	A
2612	2943	5224	5886	-2612	-1212	1	1	0.7787021673193899	0.7922948059168434	A	A
2613	2943	5226	5886	-2613	-1212	1	1	0.76295146493317	0.7741845154294321	A	A
2614	2943	5228	5886	-2614	-1212	1	1	0.3388776344660881	0.2944125893639117	A	A
2615	2943	5230	5886	-2615	-1212	1	1	0.5866260055375166	0.5979874343679255	A	A
2616	2943	5232	5886	-2616	-1212	1	1	0.35114763133980775	0.3154430469533932	A	A
2617	2949	5234	5898	-2617	-1212	1	1	0.3356882517020011	0.2944125893639117	A	A
2618	2949	5236	5898	-2618	-1212	1	1	0.3688109147546197	0.3328687627974606	A	A
2620	2949	5240	5898	-2620	-1212	1	1	0.9683544128281644	0.9708335991200716	A	A
2621	2949	5242	5898	-2621	-1212	1	1	0.00477810282461022	0.008592140326145858	A	A
2622	2949	5244	5898	-2622	-1212	1	1	0.8511195650412914	0.8457692599892734	A	A
2623	2955	5246	5910	-2623	-1212	1	1	0.7840595335258829	0.7922948059168434	A	A
2624	2955	5248	5910	-2624	-1212	1	1	0.926204772689811	0.940938327787818	A	A
2625	2955	5250	5910	-2625	-1212	1	1	0.7237742193062039	0.7191643211606201	A	A
2626	2955	5252	5910	-2626	-1212	1	1	0.8027677863265483	0.8285385294664941	A	A
2628	2955	5256	5910	-2628	-1212	1	1	0.5785667021327062	0.582537627789942	A	A
2630	2961	5260	5922	-2630	-1212	1	1	0.5531046893657432	0.5687152792565979	A	A
2633	2961	5266	5922	-2633	-1212	1	1	0.5859551248457047	0.582537627789942	A	A
2634	2966	5268	5932	-2634	-1212	1	1	0.6441112132979961	0.6482322739693153	A	A
2635	2966	5270	5932	-2635	-1212	1	1	0.994351373573985	0.985744768217679	A	A
2638	2966	5276	5932	-2638	-1212	1	1	0.41041439145611125	0.3837438429114993	A	A
2640	2972	5280	5944	-2640	-1212	1	1	0.5874449307671015	0.5979874343679255	A	A
2641	2972	5282	5944	-2641	-1212	1	1	0.4333235807439859	0.3976380625702378	A	A
2642	2972	5284	5944	-2642	-1212	1	1	0.9068001327334898	0.9201280995449436	A	A
2643	2972	5286	5944	-2643	-1212	1	1	0.36279477686999784	0.3328687627974606	A	A
2644	2972	5288	5944	-2644	-1212	1	1	0.7517674314340469	0.7588862688703896	A	A
2645	2972	5290	5944	-2645	-1212	1	1	0.1370507064029841	0.09631320509214214	A	A
2648	2978	5296	5956	-2648	-1212	1	1	0.9771872825039575	0.9708335991200716	A	A
2649	2978	5298	5956	-2649	-1212	1	1	0.5380948384489199	0.5468257337781519	A	A
2651	2978	5302	5956	-2651	-1212	1	1	0.7620411289245123	0.7741845154294321	A	A
2652	2984	5304	5968	-2652	-1212	1	1	0.6036378917632778	0.5979874343679255	A	A
2653	2984	5306	5968	-2653	-1212	1	1	0.48381186531795684	0.47641504446250105	A	A
2654	2984	5308	5968	-2654	-1212	1	1	0.13245165082580757	0.09631320509214214	A	A
2655	2984	5310	5968	-2655	-1212	1	1	0.5089460458504623	0.4982817158659174	A	A
2656	2984	5312	5968	-2656	-1212	1	1	0.5378470289851474	0.5364676566761873	A	A
2659	2989	5318	5978	-2659	-1212	1	1	0.9830529695670328	0.985744768217679	A	A
2662	2989	5324	5978	-2662	-1212	1	1	0.4061423522930563	0.3837438429114993	A	A
2663	2995	5326	5990	-2663	-1212	1	1	0.7591880954858431	0.7588862688703896	A	A
2664	2995	5328	5990	-2664	-1212	1	1	0.11881416647703458	0.07522454865778105	A	A
2665	2995	5330	5990	-2665	-1212	1	1	0.3811083122593536	0.350578695746261	A	A
2668	2995	5336	5990	-2668	-1212	1	1	0.7013026866142489	0.6827160525262556	A	A
2670	3001	5340	6002	-2670	-1212	1	1	0.1890786137955316	0.1642650866458556	A	A
2671	3001	5342	6002	-2671	-1212	1	1	0.14384040719462032	0.1179020570763114	A	A
2674	3001	5348	6002	-2674	-1212	1	1	0.21870166834253835	0.18513987923672703	A	A
2675	3007	5350	6014	-2675	-1212	1	1	0.36273129817199345	0.3154430469533932	A	A
2678	3007	5356	6014	-2678	-1212	1	1	0.4879605980099312	0.47641504446250105	A	A
2679	3007	5358	6014	-2679	-1212	1	1	0.8183887356922461	0.8285385294664941	A	A
2681	3013	5362	6026	-2681	-1212	1	1	0.16376308963448116	0.13575200988301828	A	A
2685	3013	5370	6026	-2685	-1212	1	1	0.17892990305505696	0.1520372454774349	A	A
2686	3018	5372	6036	-2686	-1212	1	1	0.17215741121392758	0.1520372454774349	A	A
2687	3018	5374	6036	-2687	-1212	1	1	0.5379544339695874	0.5364676566761873	A	A
2688	3018	5376	6036	-2688	-1212	1	1	0.1324199980733537	0.09631320509214214	A	A
2689	3018	5378	6036	-2689	-1212	1	1	0.35759010563164007	0.3154430469533932	A	A
2690	3018	5380	6036	-2690	-1212	1	1	0.04508830327663871	0.040223196869210165	A	A
2691	3018	5382	6036	-2691	-1212	1	1	0.09132170954924757	0.07522454865778105	A	A
2692	3024	5384	6048	-2692	-1212	1	1	0.4468348657397947	0.41618841333222234	A	A
2693	3024	5386	6048	-2693	-1212	1	1	0.8553176618173257	0.8457692599892734	A	A
2694	3024	5388	6048	-2694	-1212	1	1	0.4715091618247045	0.45243048498421456	A	A
2695	3024	5390	6048	-2695	-1212	1	1	0.043332209926091436	0.040223196869210165	A	A
2696	3024	5392	6048	-2696	-1212	1	1	0.5366657844042046	0.5364676566761873	A	A
2697	3024	5394	6048	-2697	-1212	1	1	0.950656685265745	0.9550538593999985	A	A
2698	2700	5396	5400	-2698	-1212	1	1	0.8140804184754459	0.8285385294664941	A	A
2699	2700	5398	5400	-2699	-1212	1	1	0.2387924638228498	0.25854697252696457	A	A
2700	2700	5400	5400	-2700	-1212	1	1	0.14257901654454908	0.13575200988301828	A	A
2701	2700	5402	5400	-2701	-1212	1	1	0.7153320741443387	0.7386408776802375	A	A
2705	2706	5410	5412	-2705	-1212	1	1	0.37088148469058135	0.41618841333222234	A	A
2706	2706	5412	5412	-2706	-1212	1	1	0.6270088986732004	0.6618908494241688	A	A
2707	2706	5414	5412	-2707	-1212	1	1	0.005432558700971923	0.008592140326145858	A	A
2708	2706	5416	5412	-2708	-1212	1	1	0.8412868602665622	0.8457692599892734	A	A
2710	2712	5420	5424	-2710	-1212	1	1	0.1332653152752845	0.1179020570763114	A	A
2711	2712	5422	5424	-2711	-1212	1	1	0.12161054221288758	0.09631320509214214	A	A
2712	2712	5424	5424	-2712	-1212	1	1	0.9407070202230918	0.9550538593999985	A	A
2713	2712	5426	5424	-2713	-1212	1	1	0.42147770374014504	0.45243048498421456	A	A
2714	2712	5428	5424	-2714	-1212	1	1	0.2516190341697284	0.27476148850200977	A	A
2715	2717	5430	5434	-2715	-1212	1	1	0.7901398182924086	0.8055533991471695	A	A
2717	2717	5434	5434	-2717	-1212	1	1	0.4172920690939754	0.45243048498421456	A	A
2719	2717	5438	5434	-2719	-1212	1	1	0.24610920645613932	0.25854697252696457	A	A
2721	2723	5442	5446	-2721	-1212	1	1	0.47420082700284916	0.5200480604633302	A	A
2722	2723	5444	5446	-2722	-1212	1	1	0.178948244520431	0.18513987923672703	A	A
2723	2723	5446	5446	-2723	-1212	1	1	0.38345955596178816	0.41618841333222234	A	A
2726	2723	5452	5446	-2726	-1212	1	1	0.4642776274296342	0.5200480604633302	A	A
2727	2729	5454	5458	-2727	-1212	1	1	0.3937656936299526	0.4283262058113855	A	A
2728	2729	5456	5458	-2728	-1212	1	1	0.536366753473393	0.582537627789942	A	A
2729	2729	5458	5458	-2729	-1212	1	1	0.32958876741877674	0.350578695746261	A	A
2730	2729	5460	5458	-2730	-1212	1	1	0.38567936998070174	0.4283262058113855	A	A
2734	2735	5468	5470	-2734	-1212	1	1	0.7861042385943883	0.7922948059168434	A	A
2736	2735	5472	5470	-2736	-1212	1	1	0.9300821954578882	0.940938327787818	A	A
2737	2735	5474	5470	-2737	-1212	1	1	0.1473253355667563	0.1520372454774349	A	A
2738	2735	5476	5470	-2738	-1212	1	1	0.17928857558398903	0.20132664405148248	A	A
2739	2741	5478	5482	-2739	-1212	1	1	0.46279424914216327	0.5200480604633302	A	A
2740	2741	5480	5482	-2740	-1212	1	1	0.9070141375808728	0.9027350063094405	A	A
2748	2746	5496	5492	-2748	-1212	1	1	0.3603035188625756	0.3976380625702378	A	A
2749	2746	5498	5492	-2749	-1212	1	1	0.9156526111821031	0.9201280995449436	A	A
2750	2752	5500	5504	-2750	-1212	1	1	0.13903605817729703	0.13575200988301828	A	A
2752	2752	5504	5504	-2752	-1212	1	1	0.5921071309308709	0.6131793130866995	A	A
2754	2752	5508	5504	-2754	-1212	1	1	0.07172465882257095	0.07522454865778105	A	A
2756	2758	5512	5516	-2756	-1212	1	1	0.24706429509004468	0.25854697252696457	A	A
2757	2758	5514	5516	-2757	-1212	1	1	0.708912029600588	0.7191643211606201	A	A
2760	2758	5520	5516	-2760	-1212	1	1	0.1556084896784825	0.1520372454774349	A	A
2762	2764	5524	5528	-2762	-1212	1	1	0.007438186144094749	0.008592140326145858	A	A
2763	2764	5526	5528	-2763	-1212	1	1	0.16811368231333046	0.18513987923672703	A	A
2765	2764	5530	5528	-2765	-1212	1	1	0.37811024463108023	0.41618841333222234	A	A
2767	2769	5534	5538	-2767	-1212	1	1	0.24938719368887308	0.27476148850200977	A	A
2769	2769	5538	5538	-2769	-1212	1	1	0.23126604593367006	0.25854697252696457	A	A
2770	2769	5540	5538	-2770	-1212	1	1	0.16887244580847083	0.18513987923672703	A	A
2771	2769	5542	5538	-2771	-1212	1	1	0.9650623999097406	0.985744768217679	A	A
2772	2769	5544	5538	-2772	-1212	1	1	0.5299715742995261	0.5687152792565979	A	A
2776	2775	5552	5550	-2776	-1212	1	1	0.4580853676690083	0.4982817158659174	A	A
2777	2775	5554	5550	-2777	-1212	1	1	0.7321883136700091	0.7588862688703896	A	A
2778	2775	5556	5550	-2778	-1212	1	1	0.23711572822138394	0.25854697252696457	A	A
2779	2781	5558	5562	-2779	-1212	1	1	0.9422463545549429	0.9550538593999985	A	A
2782	2781	5564	5562	-2782	-1212	1	1	0.6935868272644204	0.7025024851846564	A	A
2784	2781	5568	5562	-2784	-1212	1	1	0.8724790848861476	0.8839101610867179	A	A
2785	2787	5570	5574	-2785	-1212	1	1	0.057506044958571256	0.062353353740606354	A	A
2786	2787	5572	5574	-2786	-1212	1	1	0.913587240137149	0.9201280995449436	A	A
2788	2787	5576	5574	-2788	-1212	1	1	0.7748019591062764	0.7922948059168434	A	A
2790	2787	5580	5574	-2790	-1212	1	1	0.4336187874120556	0.4824381759363401	A	A
2792	2793	5584	5586	-2792	-1212	1	1	0.3322488756180353	0.350578695746261	A	A
2793	2793	5586	5586	-2793	-1212	1	1	0.6261424491509672	0.6482322739693153	A	A
2794	2793	5588	5586	-2794	-1212	1	1	0.44486609435744584	0.4824381759363401	A	A
2798	2798	5596	5596	-2798	-1212	1	1	0.13060460676579266	0.1179020570763114	A	A
2800	2798	5600	5596	-2800	-1212	1	1	0.27383445291754227	0.3154430469533932	A	A
2801	2798	5602	5596	-2801	-1212	1	1	0.9215354038309546	0.940938327787818	A	A
2802	2804	5604	5608	-2802	-1212	1	1	0.9966108727618044	0.985744768217679	A	A
2803	2804	5606	5608	-2803	-1212	1	1	0.2824902843423598	0.3154430469533932	A	A
2806	2804	5612	5608	-2806	-1212	1	1	0.43406767503936616	0.4824381759363401	A	A
2808	2810	5616	5620	-2808	-1212	1	1	0.49669627285152695	0.5364676566761873	A	A
2811	2810	5622	5620	-2811	-1212	1	1	0.19073712358295047	0.20132664405148248	A	A
2812	2810	5624	5620	-2812	-1212	1	1	0.6362273632555846	0.6827160525262556	A	A
2813	2810	5626	5620	-2813	-1212	1	1	0.0744663320452752	0.07522454865778105	A	A
2814	2816	5628	5632	-2814	-1212	1	1	0.3931978083334101	0.4283262058113855	A	A
2815	2816	5630	5632	-2815	-1212	1	1	0.8797940866569913	0.8839101610867179	A	A
2816	2816	5632	5632	-2816	-1212	1	1	0.11259049684384592	0.09631320509214214	A	A
2817	2816	5634	5632	-2817	-1212	1	1	0.12672654573110176	0.1179020570763114	A	A
2818	2816	5636	5632	-2818	-1212	1	1	0.23632283225971684	0.25854697252696457	A	A
2819	2816	5638	5632	-2819	-1212	1	1	0.4228155425155288	0.45243048498421456	A	A
2821	2822	5642	5644	-2821	-1212	1	1	0.28196621207014994	0.3154430469533932	A	A
2822	2822	5644	5644	-2822	-1212	1	1	0.08237202242120345	0.07522454865778105	A	A
2827	2827	5654	5654	-2827	-1212	1	1	0.1970297533855746	0.22041899908405316	A	A
2828	2827	5656	5654	-2828	-1212	1	1	0.9086306917052414	0.9201280995449436	A	A
2830	2827	5660	5654	-2830	-1212	1	1	0.5817336717674116	0.6131793130866995	A	A
2831	2833	5662	5666	-2831	-1212	1	1	0.5615267254120859	0.5979874343679255	A	A
2832	2833	5664	5666	-2832	-1212	1	1	0.6497663549349468	0.6827160525262556	A	A
2834	2833	5668	5666	-2834	-1212	1	1	0.7925611616436582	0.8055533991471695	A	A
2836	2833	5672	5666	-2836	-1212	1	1	0.6369084796993307	0.6827160525262556	A	A
2837	2839	5674	5678	-2837	-1212	1	1	0.7743912500560856	0.7741845154294321	A	A
2838	2839	5676	5678	-2838	-1212	1	1	0.9570840608039013	0.9708335991200716	A	A
2841	2839	5682	5678	-2841	-1212	1	1	0.7646329684993123	0.7741845154294321	A	A
2842	2839	5684	5678	-2842	-1212	1	1	0.020826633978470954	0.024809866852586904	A	A
2843	2845	5686	5690	-2843	-1212	1	1	0.26719207201238016	0.2944125893639117	A	A
2844	2845	5688	5690	-2844	-1212	1	1	0.6827908958101241	0.7025024851846564	A	A
2845	2845	5690	5690	-2845	-1212	1	1	0.8402664338779802	0.8457692599892734	A	A
2846	2845	5692	5690	-2846	-1212	1	1	0.1673416871066753	0.1642650866458556	A	A
2847	2845	5694	5690	-2847	-1212	1	1	0.6234688854540331	0.6482322739693153	A	A
2848	2845	5696	5690	-2848	-1212	1	1	0.2915824585098704	0.3154430469533932	A	A
2849	2851	5698	5702	-2849	-1212	1	1	0.198885160703007	0.22041899908405316	A	A
2852	2851	5704	5702	-2852	-1212	1	1	0.2653277857436681	0.2944125893639117	A	A
2854	2856	5708	5712	-2854	-1212	1	1	0.33107317690116145	0.350578695746261	A	A
2855	2856	5710	5712	-2855	-1212	1	1	0.5398176123704519	0.582537627789942	A	A
2856	2856	5712	5712	-2856	-1212	1	1	0.7347142972517487	0.7588862688703896	A	A
2857	2856	5714	5712	-2857	-1212	1	1	0.8155309200963242	0.8285385294664941	A	A
2859	2856	5718	5712	-2859	-1212	1	1	0.3342853676811566	0.350578695746261	A	A
2862	2862	5724	5724	-2862	-1212	1	1	0.4718804708757849	0.5200480604633302	A	A
2864	2862	5728	5724	-2864	-1212	1	1	0.40282307351882385	0.45243048498421456	A	A
2865	2862	5730	5724	-2865	-1212	1	1	0.1773139379923676	0.18513987923672703	A	A
2867	2868	5734	5736	-2867	-1212	1	1	0.025434667994006843	0.024809866852586904	A	A
2868	2868	5736	5736	-2868	-1212	1	1	0.037457808088407485	0.024809866852586904	A	A
2869	2868	5738	5736	-2869	-1212	1	1	0.06113406957386536	0.062353353740606354	A	A
2870	2868	5740	5736	-2870	-1212	1	1	0.3135424439250837	0.3328687627974606	A	A
2871	2868	5742	5736	-2871	-1212	1	1	0.5897236795717457	0.6131793130866995	A	A
2872	2874	5744	5748	-2872	-1212	1	1	0.14221569542619072	0.13575200988301828	A	A
2874	2874	5748	5748	-2874	-1212	1	1	0.9578888086687701	0.9708335991200716	A	A
2875	2874	5750	5748	-2875	-1212	1	1	0.6034173880545668	0.6482322739693153	A	A
2876	2874	5752	5748	-2876	-1212	1	1	0.8362927183491435	0.8457692599892734	A	A
2877	2879	5754	5758	-2877	-1212	1	1	0.8662269479358078	0.8710826164665462	A	A
2879	2879	5758	5758	-2879	-1212	1	1	0.940713072243759	0.9550538593999985	A	A
2881	2879	5762	5758	-2881	-1212	1	1	0.9708185477861897	0.985744768217679	A	A
2882	2879	5764	5758	-2882	-1212	1	1	0.22925501660122305	0.23168224529179748	A	A
2883	2885	5766	5770	-2883	-1212	1	1	0.43048782632904636	0.47641504446250105	A	A
2884	2885	5768	5770	-2884	-1212	1	1	0.04453652210364023	0.040223196869210165	A	A
2885	2885	5770	5770	-2885	-1212	1	1	0.8718886701961438	0.8839101610867179	A	A
2886	2885	5772	5770	-2886	-1212	1	1	0.3383913284609724	0.3645500084328399	A	A
2887	2885	5774	5770	-2887	-1212	1	1	0.16325616029408918	0.1642650866458556	A	A
2889	2891	5778	5782	-2889	-1212	1	1	0.4278496948212349	0.47641504446250105	A	A
2890	2891	5780	5782	-2890	-1212	1	1	0.32496407668726945	0.3328687627974606	A	A
2891	2891	5782	5782	-2891	-1212	1	1	0.9324091852917075	0.9550538593999985	A	A
2893	2891	5786	5782	-2893	-1212	1	1	0.470123033969544	0.5200480604633302	A	A
2895	2897	5790	5794	-2895	-1212	1	1	0.16362565392226547	0.1642650866458556	A	A
2896	2897	5792	5794	-2896	-1212	1	1	0.6057979750902778	0.6482322739693153	A	A
2897	2897	5794	5794	-2897	-1212	1	1	0.47691573133863463	0.5200480604633302	A	A
2898	2897	5796	5794	-2898	-1212	1	1	0.6621601278698684	0.7025024851846564	A	A
2899	2897	5798	5794	-2899	-1212	1	1	0.06525466800999147	0.062353353740606354	A	A
2901	2903	5802	5806	-2901	-1212	1	1	0.5227377691822843	0.5687152792565979	A	A
2903	2903	5806	5806	-2903	-1212	1	1	0.18998930688469906	0.20132664405148248	A	A
2904	2903	5808	5806	-2904	-1212	1	1	0.2167557327262415	0.23168224529179748	A	A
2905	2903	5810	5806	-2905	-1212	1	1	0.3832671444322109	0.41618841333222234	A	A
2906	2908	5812	5816	-2906	-1212	1	1	0.4197160956808502	0.45243048498421456	A	A
2907	2908	5814	5816	-2907	-1212	1	1	0.6099953200192534	0.6482322739693153	A	A
2909	2908	5818	5816	-2909	-1212	1	1	0.722095043726558	0.7386408776802375	A	A
2910	2908	5820	5816	-2910	-1212	1	1	0.20166294793407424	0.22041899908405316	A	A
2911	2908	5822	5816	-2911	-1212	1	1	0.3329114227214316	0.350578695746261	A	A
2912	2914	5824	5828	-2912	-1212	1	1	0.3905906416283571	0.4283262058113855	A	A
2914	2914	5828	5828	-2914	-1212	1	1	0.18180557320618662	0.20132664405148248	A	A
2918	2920	5836	5840	-2918	-1212	1	1	0.4287378209032151	0.47641504446250105	A	A
2920	2920	5840	5840	-2920	-1212	1	1	0.0053530381783272185	0.008592140326145858	A	A
2921	2920	5842	5840	-2921	-1212	1	1	0.904072837127146	0.9027350063094405	A	A
2923	2920	5846	5840	-2923	-1212	1	1	0.7657766167493318	0.7741845154294321	A	A
2926	2926	5852	5852	-2926	-1212	1	1	0.8777295556338615	0.8839101610867179	A	A
2931	2932	5862	5864	-2931	-1212	1	1	0.1231354120147139	0.09631320509214214	A	A
