Feature_A_(i),Feature_A_(i)-noConstant_Feature,Feature_B_(2i),Feature_B_(2i)-noConstant_Feature,Feature_C_(-i),Feature_C_(-i)-noConstant_Feature,Constant_Feature,Constant_Feature-noConstant_Feature,Random_Feature,Random_Feature-noConstant_Feature,Outcome,Outcome-noConstant_Feature
2015,2015,4030,4030,-2015,-2015,1,1,0.04040801141761741,0.04040801141761741,A,A
2018,2018,4036,4036,-2018,-2018,1,1,0.10359683997078328,0.10359683997078328,A,A
2019,2019,4038,4038,-2019,-2019,1,1,0.19374337812420417,0.19374337812420417,A,A
2020,2020,4040,4040,-2020,-2020,1,1,0.9443510968899013,0.9443510968899013,A,A
2021,2021,4042,4042,-2021,-2021,1,1,0.46849014280949375,0.46849014280949375,A,A
2022,2022,4044,4044,-2022,-2022,1,1,0.7373155984868632,0.7373155984868632,A,A
2026,2026,4052,4052,-2026,-2026,1,1,0.16431945696361383,0.16431945696361383,A,A
2029,2029,4058,4058,-2029,-2029,1,1,0.8548314669317515,0.8548314669317515,A,A
2030,2030,4060,4060,-2030,-2030,1,1,0.6696749009444805,0.6696749009444805,A,A
2031,2031,4062,4062,-2031,-2031,1,1,0.09915750097621046,0.09915750097621046,A,A
2034,2034,4068,4068,-2034,-2034,1,1,0.5510356033156381,0.5510356033156381,A,A
2036,2036,4072,4072,-2036,-2036,1,1,0.4888062760965157,0.4888062760965157,A,A
2037,2037,4074,4074,-2037,-2037,1,1,0.18588896318449033,0.18588896318449033,A,A
2038,2038,4076,4076,-2038,-2038,1,1,0.5864187187103068,0.5864187187103068,A,A
2039,2039,4078,4078,-2039,-2039,1,1,0.8505230630781971,0.8505230630781971,A,A
2040,2040,4080,4080,-2040,-2040,1,1,0.6332129320324322,0.6332129320324322,A,A
2041,2041,4082,4082,-2041,-2041,1,1,0.7682077223894709,0.7682077223894709,A,A
2042,2042,4084,4084,-2042,-2042,1,1,0.10641109694749529,0.10641109694749529,A,A
2044,2044,4088,4088,-2044,-2044,1,1,0.1642650866458556,0.1642650866458556,A,A
2047,2047,4094,4094,-2047,-2047,1,1,0.9042835303466485,0.9042835303466485,A,A
2048,2048,4096,4096,-2048,-2048,1,1,0.46452583449674234,0.46452583449674234,A,A
2049,2049,4098,4098,-2049,-2049,1,1,0.5628526468493731,0.5628526468493731,A,A
2051,2051,4102,4102,-2051,-2051,1,1,0.7482753722475324,0.7482753722475324,A,A
2053,2053,4106,4106,-2053,-2053,1,1,0.9046627554633557,0.9046627554633557,A,A
2054,2054,4108,4108,-2054,-2054,1,1,0.2452289330231182,0.2452289330231182,A,A
2055,2055,4110,4110,-2055,-2055,1,1,0.3738856601410966,0.3738856601410966,A,A
2057,2057,4114,4114,-2057,-2057,1,1,0.35918346586617456,0.35918346586617456,A,A
2059,2059,4118,4118,-2059,-2059,1,1,0.22680663810707813,0.22680663810707813,A,A
2060,2060,4120,4120,-2060,-2060,1,1,0.9726148226350092,0.9726148226350092,A,A
2061,2061,4122,4122,-2061,-2061,1,1,0.4299529519748322,0.4299529519748322,A,A
2063,2063,4126,4126,-2063,-2063,1,1,0.8628426423189842,0.8628426423189842,A,A
2064,2064,4128,4128,-2064,-2064,1,1,0.6512799177745784,0.6512799177745784,A,A
2065,2065,4130,4130,-2065,-2065,1,1,0.4955247842583108,0.4955247842583108,A,A
2067,2067,4134,4134,-2067,-2067,1,1,0.9575383579849276,0.9575383579849276,A,A
2068,2068,4136,4136,-2068,-2068,1,1,0.21972966335891964,0.21972966335891964,A,A
2069,2069,4138,4138,-2069,-2069,1,1,0.6188104716609718,0.6188104716609718,A,A
2071,2071,4142,4142,-2071,-2071,1,1,0.15866752999780054,0.15866752999780054,A,A
2072,2072,4144,4144,-2072,-2072,1,1,0.5815682714264501,0.5815682714264501,A,A
2074,2074,4148,4148,-2074,-2074,1,1,0.13603781907097745,0.13603781907097745,A,A
2075,2075,4150,4150,-2075,-2075,1,1,0.12397701076009726,0.12397701076009726,A,A
2079,2079,4158,4158,-2079,-2079,1,1,0.9887047521646695,0.9887047521646695,A,A
2080,2080,4160,4160,-2080,-2080,1,1,0.5371281621530575,0.5371281621530575,A,A
2083,2083,4166,4166,-2083,-2083,1,1,0.9250739121959811,0.9250739121959811,A,A
2084,2084,4168,4168,-2084,-2084,1,1,0.37172753689179006,0.37172753689179006,A,A
2090,2090,4180,4180,-2090,-2090,1,1,0.19036145825709072,0.19036145825709072,A,A
2092,2092,4184,4184,-2092,-2092,1,1,0.7968843356000147,0.7968843356000147,A,A
2093,2093,4186,4186,-2093,-2093,1,1,0.4584134806346578,0.4584134806346578,A,A
2094,2094,4188,4188,-2094,-2094,1,1,0.2275493795638367,0.2275493795638367,A,A
2095,2095,4190,4190,-2095,-2095,1,1,0.1497340850710892,0.1497340850710892,A,A
2096,2096,4192,4192,-2096,-2096,1,1,0.6199793730309391,0.6199793730309391,A,A
2097,2097,4194,4194,-2097,-2097,1,1,0.5001601482724661,0.5001601482724661,A,A
2098,2098,4196,4196,-2098,-2098,1,1,0.28781300824167033,0.28781300824167033,A,A
2099,2099,4198,4198,-2099,-2099,1,1,0.9485255371698378,0.9485255371698378,A,A
2103,2103,4206,4206,-2103,-2103,1,1,0.17226865257555002,0.17226865257555002,A,A
2104,2104,4208,4208,-2104,-2104,1,1,0.3921840496890653,0.3921840496890653,A,A
2105,2105,4210,4210,-2105,-2105,1,1,0.5492633972616967,0.5492633972616967,A,A
2107,2107,4214,4214,-2107,-2107,1,1,0.4019613690313628,0.4019613690313628,A,A
2109,2109,4218,4218,-2109,-2109,1,1,0.7231898306046227,0.7231898306046227,A,A
2113,2113,4226,4226,-2113,-2113,1,1,0.3819607269395564,0.3819607269395564,A,A
2115,2115,4230,4230,-2115,-2115,1,1,0.5864178341636732,0.5864178341636732,A,A
2116,2116,4232,4232,-2116,-2116,1,1,0.9903829861159332,0.9903829861159332,A,A
2117,2117,4234,4234,-2117,-2117,1,1,0.40792127620737306,0.40792127620737306,A,A
2118,2118,4236,4236,-2118,-2118,1,1,0.16849576671682098,0.16849576671682098,A,A
2119,2119,4238,4238,-2119,-2119,1,1,0.22348811840741178,0.22348811840741178,A,A
2122,2122,4244,4244,-2122,-2122,1,1,0.8688576668837227,0.8688576668837227,A,A
2123,2123,4246,4246,-2123,-2123,1,1,0.25469432613726906,0.25469432613726906,A,A
2124,2124,4248,4248,-2124,-2124,1,1,0.9108778393631544,0.9108778393631544,A,A
2125,2125,4250,4250,-2125,-2125,1,1,0.15227184889792944,0.15227184889792944,A,A
2128,2128,4256,4256,-2128,-2128,1,1,0.44623194311024117,0.44623194311024117,A,A
2129,2129,4258,4258,-2129,-2129,1,1,0.8115346674401637,0.8115346674401637,A,A
2130,2130,4260,4260,-2130,-2130,1,1,0.8903138700787162,0.8903138700787162,A,A
2132,2132,4264,4264,-2132,-2132,1,1,0.9048795444853772,0.9048795444853772,A,A
2135,2135,4270,4270,-2135,-2135,1,1,0.08343227514126861,0.08343227514126861,A,A
2136,2136,4272,4272,-2136,-2136,1,1,0.8862017307920507,0.8862017307920507,A,A
2139,2139,4278,4278,-2139,-2139,1,1,0.9013841969574511,0.9013841969574511,A,A
2140,2140,4280,4280,-2140,-2140,1,1,0.019775878221396814,0.019775878221396814,A,A
2141,2141,4282,4282,-2141,-2141,1,1,0.9956565607449973,0.9956565607449973,A,A
2142,2142,4284,4284,-2142,-2142,1,1,0.6232053930501994,0.6232053930501994,A,A
2143,2143,4286,4286,-2143,-2143,1,1,0.43719815352378943,0.43719815352378943,A,A
2144,2144,4288,4288,-2144,-2144,1,1,0.5251674257666805,0.5251674257666805,A,A
2145,2145,4290,4290,-2145,-2145,1,1,0.9606080476232203,0.9606080476232203,A,A
2146,2146,4292,4292,-2146,-2146,1,1,0.7962361923109009,0.7962361923109009,A,A
2148,2148,4296,4296,-2148,-2148,1,1,0.36225098711200154,0.36225098711200154,A,A
2149,2149,4298,4298,-2149,-2149,1,1,0.24654726468621269,0.24654726468621269,A,A
2150,2150,4300,4300,-2150,-2150,1,1,0.43638426445459666,0.43638426445459666,A,A
2151,2151,4302,4302,-2151,-2151,1,1,0.3244299588889442,0.3244299588889442,A,A
2153,2153,4306,4306,-2153,-2153,1,1,0.4896964537429205,0.4896964537429205,A,A
2155,2155,4310,4310,-2155,-2155,1,1,0.9240209407803606,0.9240209407803606,A,A
2158,2158,4316,4316,-2158,-2158,1,1,0.8562013472995553,0.8562013472995553,A,A
2159,2159,4318,4318,-2159,-2159,1,1,0.9410849271674921,0.9410849271674921,A,A
2160,2160,4320,4320,-2160,-2160,1,1,0.5093864177025549,0.5093864177025549,A,A
2164,2164,4328,4328,-2164,-2164,1,1,0.4207778617272512,0.4207778617272512,A,A
2165,2165,4330,4330,-2165,-2165,1,1,0.868113657740247,0.868113657740247,A,A
2166,2166,4332,4332,-2166,-2166,1,1,0.6098014505255229,0.6098014505255229,A,A
2168,2168,4336,4336,-2168,-2168,1,1,0.25600008041373823,0.25600008041373823,A,A
2169,2169,4338,4338,-2169,-2169,1,1,0.36652639946655885,0.36652639946655885,A,A
2170,2170,4340,4340,-2170,-2170,1,1,0.015362985618663338,0.015362985618663338,A,A
2172,2172,4344,4344,-2172,-2172,1,1,0.9341609857632943,0.9341609857632943,A,A
2173,2173,4346,4346,-2173,-2173,1,1,0.3195963359822085,0.3195963359822085,A,A
2174,2174,4348,4348,-2174,-2174,1,1,0.34505460662560095,0.34505460662560095,A,A
2175,2175,4350,4350,-2175,-2175,1,1,0.8454262456937516,0.8454262456937516,A,A
2176,2176,4352,4352,-2176,-2176,1,1,0.11375639937190096,0.11375639937190096,A,A
2184,2184,4368,4368,-2184,-2184,1,1,0.6801787568099819,0.6801787568099819,A,A
2186,2186,4372,4372,-2186,-2186,1,1,0.364748030599368,0.364748030599368,A,A
2187,2187,4374,4374,-2187,-2187,1,1,0.408107639336447,0.408107639336447,A,A
2189,2189,4378,4378,-2189,-2189,1,1,0.666644204040869,0.666644204040869,A,A
2190,2190,4380,4380,-2190,-2190,1,1,0.8591879026343555,0.8591879026343555,A,A
2191,2191,4382,4382,-2191,-2191,1,1,0.3894524173755852,0.3894524173755852,A,A
2192,2192,4384,4384,-2192,-2192,1,1,0.4375121405311774,0.4375121405311774,A,A
2195,2195,4390,4390,-2195,-2195,1,1,0.09576545741484843,0.09576545741484843,A,A
2196,2196,4392,4392,-2196,-2196,1,1,0.11647894748410548,0.11647894748410548,A,A
2197,2197,4394,4394,-2197,-2197,1,1,0.8652068725450855,0.8652068725450855,A,A
2198,2198,4396,4396,-2198,-2198,1,1,0.043803898748470904,0.043803898748470904,A,A
2202,2202,4404,4404,-2202,-2202,1,1,0.3811706675950851,0.3811706675950851,A,A
2203,2203,4406,4406,-2203,-2203,1,1,0.13442387292164215,0.13442387292164215,A,A
2204,2204,4408,4408,-2204,-2204,1,1,0.6154427843779913,0.6154427843779913,A,A
2206,2206,4412,4412,-2206,-2206,1,1,0.22041899908405316,0.22041899908405316,A,A
2207,2207,4414,4414,-2207,-2207,1,1,0.7024663785915727,0.7024663785915727,A,A
2208,2208,4416,4416,-2208,-2208,1,1,0.9942700895910132,0.9942700895910132,A,A
2209,2209,4418,4418,-2209,-2209,1,1,0.3005301657955931,0.3005301657955931,A,A
2211,2211,4422,4422,-2211,-2211,1,1,0.7052948150613724,0.7052948150613724,A,A
2212,2212,4424,4424,-2212,-2212,1,1,0.8305811159100519,0.8305811159100519,A,A
2213,2213,4426,4426,-2213,-2213,1,1,0.3310740237429085,0.3310740237429085,A,A
2214,2214,4428,4428,-2214,-2214,1,1,0.06309626711925698,0.06309626711925698,A,A
2215,2215,4430,4430,-2215,-2215,1,1,0.38169467712978367,0.38169467712978367,A,A
2217,2217,4434,4434,-2217,-2217,1,1,0.2740820706916216,0.2740820706916216,A,A
2218,2218,4436,4436,-2218,-2218,1,1,0.22036609614170655,0.22036609614170655,A,A
2219,2219,4438,4438,-2219,-2219,1,1,0.168217469894407,0.168217469894407,A,A
2220,2220,4440,4440,-2220,-2220,1,1,0.39776255248836645,0.39776255248836645,A,A
2221,2221,4442,4442,-2221,-2221,1,1,0.1311318536272691,0.1311318536272691,A,A
2222,2222,4444,4444,-2222,-2222,1,1,0.035090927285217455,0.035090927285217455,A,A
2223,2223,4446,4446,-2223,-2223,1,1,0.5832974219420805,0.5832974219420805,A,A
2224,2224,4448,4448,-2224,-2224,1,1,0.3630826690282398,0.3630826690282398,A,A
2226,2226,4452,4452,-2226,-2226,1,1,0.7205344716986775,0.7205344716986775,A,A
2227,2227,4454,4454,-2227,-2227,1,1,0.28967581238257933,0.28967581238257933,A,A
2228,2228,4456,4456,-2228,-2228,1,1,0.5294853641284262,0.5294853641284262,A,A
2229,2229,4458,4458,-2229,-2229,1,1,0.13575200988301828,0.13575200988301828,A,A
2230,2230,4460,4460,-2230,-2230,1,1,0.5998111792957994,0.5998111792957994,A,A
2231,2231,4462,4462,-2231,-2231,1,1,0.15257842852144476,0.15257842852144476,A,A
2232,2232,4464,4464,-2232,-2232,1,1,0.14494706966142878,0.14494706966142878,A,A
2233,2233,4466,4466,-2233,-2233,1,1,0.9854624664177797,0.9854624664177797,A,A
2236,2236,4472,4472,-2236,-2236,1,1,0.6290859062437546,0.6290859062437546,A,A
2237,2237,4474,4474,-2237,-2237,1,1,0.1501248730665503,0.1501248730665503,A,A
2238,2238,4476,4476,-2238,-2238,1,1,0.5022320848472037,0.5022320848472037,A,A
2239,2239,4478,4478,-2239,-2239,1,1,0.020174307554296722,0.020174307554296722,A,A
2243,2243,4486,4486,-2243,-2243,1,1,0.8852895843767702,0.8852895843767702,A,A
2245,2245,4490,4490,-2245,-2245,1,1,0.4507786101099175,0.4507786101099175,A,A
2246,2246,4492,4492,-2246,-2246,1,1,0.338823904490525,0.338823904490525,A,A
2247,2247,4494,4494,-2247,-2247,1,1,0.9095162461253129,0.9095162461253129,A,A
2249,2249,4498,4498,-2249,-2249,1,1,0.7483960885656433,0.7483960885656433,A,A
2251,2251,4502,4502,-2251,-2251,1,1,0.22576874617689613,0.22576874617689613,A,A
2252,2252,4504,4504,-2252,-2252,1,1,0.22130865431319457,0.22130865431319457,A,A
2257,2257,4514,4514,-2257,-2257,1,1,0.9241555545963437,0.9241555545963437,A,A
2258,2258,4516,4516,-2258,-2258,1,1,0.6977825042277742,0.6977825042277742,A,A
2259,2259,4518,4518,-2259,-2259,1,1,0.5028133020964903,0.5028133020964903,A,A
2260,2260,4520,4520,-2260,-2260,1,1,0.7574477795990372,0.7574477795990372,A,A
2261,2261,4522,4522,-2261,-2261,1,1,0.02559069629583466,0.02559069629583466,A,A
2262,2262,4524,4524,-2262,-2262,1,1,0.6361198368566958,0.6361198368566958,A,A
2263,2263,4526,4526,-2263,-2263,1,1,0.6574330626775144,0.6574330626775144,A,A
2264,2264,4528,4528,-2264,-2264,1,1,0.09788726874127374,0.09788726874127374,A,A
2265,2265,4530,4530,-2265,-2265,1,1,0.5024018976347001,0.5024018976347001,A,A
2266,2266,4532,4532,-2266,-2266,1,1,0.8375239499338033,0.8375239499338033,A,A
2271,2271,4542,4542,-2271,-2271,1,1,0.8148666202491294,0.8148666202491294,A,A
2274,2274,4548,4548,-2274,-2274,1,1,0.7691255088567531,0.7691255088567531,A,A
2275,2275,4550,4550,-2275,-2275,1,1,0.273291051308419,0.273291051308419,A,A
2276,2276,4552,4552,-2276,-2276,1,1,0.9094501901726042,0.9094501901726042,A,A
2277,2277,4554,4554,-2277,-2277,1,1,0.15963876091289886,0.15963876091289886,A,A
2279,2279,4558,4558,-2279,-2279,1,1,0.6560668005072094,0.6560668005072094,A,A
2281,2281,4562,4562,-2281,-2281,1,1,0.9739756521411029,0.9739756521411029,A,A
2282,2282,4564,4564,-2282,-2282,1,1,0.050119384213060725,0.050119384213060725,A,A
2283,2283,4566,4566,-2283,-2283,1,1,0.06560276273244481,0.06560276273244481,A,A
2284,2284,4568,4568,-2284,-2284,1,1,0.03985472314904359,0.03985472314904359,A,A
2286,2286,4572,4572,-2286,-2286,1,1,0.1829891453241801,0.1829891453241801,A,A
2287,2287,4574,4574,-2287,-2287,1,1,0.7156792813766347,0.7156792813766347,A,A
2288,2288,4576,4576,-2288,-2288,1,1,0.019938901080986504,0.019938901080986504,A,A
2289,2289,4578,4578,-2289,-2289,1,1,0.07829173610777596,0.07829173610777596,A,A
2290,2290,4580,4580,-2290,-2290,1,1,0.5218302910177509,0.5218302910177509,A,A
2291,2291,4582,4582,-2291,-2291,1,1,0.4962978418136682,0.4962978418136682,A,A
2292,2292,4584,4584,-2292,-2292,1,1,0.613964752355126,0.613964752355126,A,A
2293,2293,4586,4586,-2293,-2293,1,1,0.7363369613526833,0.7363369613526833,A,A
2294,2294,4588,4588,-2294,-2294,1,1,0.3149343356838952,0.3149343356838952,A,A
2295,2295,4590,4590,-2295,-2295,1,1,0.7243973195366329,0.7243973195366329,A,A
2297,2297,4594,4594,-2297,-2297,1,1,0.7362350274124753,0.7362350274124753,A,A
2298,2298,4596,4596,-2298,-2298,1,1,0.7165514579756063,0.7165514579756063,A,A
2300,2300,4600,4600,-2300,-2300,1,1,0.9230390246766167,0.9230390246766167,A,A
2301,2301,4602,4602,-2301,-2301,1,1,0.7037423198287971,0.7037423198287971,A,A
2305,2305,4610,4610,-2305,-2305,1,1,0.5910199029555494,0.5910199029555494,A,A
2307,2307,4614,4614,-2307,-2307,1,1,0.7507284098203998,0.7507284098203998,A,A
2310,2310,4620,4620,-2310,-2310,1,1,0.6392326453889382,0.6392326453889382,A,A
2311,2311,4622,4622,-2311,-2311,1,1,0.926148724888785,0.926148724888785,A,A
2312,2312,4624,4624,-2312,-2312,1,1,0.40048215688092925,0.40048215688092925,A,A
2313,2313,4626,4626,-2313,-2313,1,1,0.11746606096134182,0.11746606096134182,A,A
2315,2315,4630,4630,-2315,-2315,1,1,0.38552283203323257,0.38552283203323257,A,A
2316,2316,4632,4632,-2316,-2316,1,1,0.6704362696386852,0.6704362696386852,A,A
2317,2317,4634,4634,-2317,-2317,1,1,0.8920194483881676,0.8920194483881676,A,A
2319,2319,4638,4638,-2319,-2319,1,1,0.32224749286069654,0.32224749286069654,A,A
2320,2320,4640,4640,-2320,-2320,1,1,0.35382578996858083,0.35382578996858083,A,A
2321,2321,4642,4642,-2321,-2321,1,1,0.42967702426607013,0.42967702426607013,A,A
2322,2322,4644,4644,-2322,-2322,1,1,0.05500363846053202,0.05500363846053202,A,A
2323,2323,4646,4646,-2323,-2323,1,1,0.7556700690046881,0.7556700690046881,A,A
2324,2324,4648,4648,-2324,-2324,1,1,0.28250654643682716,0.28250654643682716,A,A
2326,2326,4652,4652,-2326,-2326,1,1,0.21578565710458575,0.21578565710458575,A,A
2327,2327,4654,4654,-2327,-2327,1,1,0.07009619210993301,0.07009619210993301,A,A
2328,2328,4656,4656,-2328,-2328,1,1,0.9775321367897833,0.9775321367897833,A,A
2329,2329,4658,4658,-2329,-2329,1,1,0.8870998601792367,0.8870998601792367,A,A
2336,2336,4672,4672,-2336,-2336,1,1,0.5084822251106589,0.5084822251106589,A,A
2337,2337,4674,4674,-2337,-2337,1,1,0.776744447173982,0.776744447173982,A,A
2338,2338,4676,4676,-2338,-2338,1,1,0.38949644448362397,0.38949644448362397,A,A
2339,2339,4678,4678,-2339,-2339,1,1,0.0005305089177379818,0.0005305089177379818,A,A
2340,2340,4680,4680,-2340,-2340,1,1,0.24628085911351394,0.24628085911351394,A,A
2342,2342,4684,4684,-2342,-2342,1,1,0.3548923380830443,0.3548923380830443,A,A
2343,2343,4686,4686,-2343,-2343,1,1,0.6510707941977262,0.6510707941977262,A,A
2345,2345,4690,4690,-2345,-2345,1,1,0.9435051486044818,0.9435051486044818,A,A
2350,2350,4700,4700,-2350,-2350,1,1,0.8046012431374131,0.8046012431374131,A,A
2351,2351,4702,4702,-2351,-2351,1,1,0.8852540349320742,0.8852540349320742,A,A
2352,2352,4704,4704,-2352,-2352,1,1,0.10597753893081718,0.10597753893081718,A,A
2355,2355,4710,4710,-2355,-2355,1,1,0.3095040290378811,0.3095040290378811,A,A
2358,2358,4716,4716,-2358,-2358,1,1,0.6818929979125152,0.6818929979125152,A,A
2359,2359,4718,4718,-2359,-2359,1,1,0.4496897202690192,0.4496897202690192,A,A
2360,2360,4720,4720,-2360,-2360,1,1,0.9812221479298211,0.9812221479298211,A,A
2361,2361,4722,4722,-2361,-2361,1,1,0.25854697252696457,0.25854697252696457,A,A
2362,2362,4724,4724,-2362,-2362,1,1,0.5067055579609682,0.5067055579609682,A,A
2363,2363,4726,4726,-2363,-2363,1,1,0.7322862409433955,0.7322862409433955,A,A
2364,2364,4728,4728,-2364,-2364,1,1,0.7606188482197346,0.7606188482197346,A,A
2365,2365,4730,4730,-2365,-2365,1,1,0.7417212709358859,0.7417212709358859,A,A
2367,2367,4734,4734,-2367,-2367,1,1,0.7016225716195547,0.7016225716195547,A,A
2368,2368,4736,4736,-2368,-2368,1,1,0.2886402315035024,0.2886402315035024,A,A
2369,2369,4738,4738,-2369,-2369,1,1,0.30635620256857454,0.30635620256857454,A,A
2370,2370,4740,4740,-2370,-2370,1,1,0.8786665331689224,0.8786665331689224,A,A
2371,2371,4742,4742,-2371,-2371,1,1,0.16187270646931806,0.16187270646931806,A,A
2373,2373,4746,4746,-2373,-2373,1,1,0.3390259835966619,0.3390259835966619,A,A
2375,2375,4750,4750,-2375,-2375,1,1,0.1776504582379228,0.1776504582379228,A,A
2377,2377,4754,4754,-2377,-2377,1,1,0.9785207056418002,0.9785207056418002,A,A
2378,2378,4756,4756,-2378,-2378,1,1,0.86418107014129,0.86418107014129,A,A
2379,2379,4758,4758,-2379,-2379,1,1,0.7975362209338002,0.7975362209338002,A,A
2380,2380,4760,4760,-2380,-2380,1,1,0.39319874237582364,0.39319874237582364,A,A
2381,2381,4762,4762,-2381,-2381,1,1,0.5776248638592508,0.5776248638592508,A,A
2385,2385,4770,4770,-2385,-2385,1,1,0.04711136583249953,0.04711136583249953,A,A
2387,2387,4774,4774,-2387,-2387,1,1,0.7916788597903259,0.7916788597903259,A,A
2388,2388,4776,4776,-2388,-2388,1,1,0.4526962293133818,0.4526962293133818,A,A
2389,2389,4778,4778,-2389,-2389,1,1,0.3671248963219117,0.3671248963219117,A,A
2390,2390,4780,4780,-2390,-2390,1,1,0.14572833834145027,0.14572833834145027,A,A
2392,2392,4784,4784,-2392,-2392,1,1,0.45457408909018404,0.45457408909018404,A,A
2393,2393,4786,4786,-2393,-2393,1,1,0.6752162221641539,0.6752162221641539,A,A
2396,2396,4792,4792,-2396,-2396,1,1,0.47902170326036764,0.47902170326036764,A,A
2398,2398,4796,4796,-2398,-2398,1,1,0.8278112512881418,0.8278112512881418,A,A
2400,2400,4800,4800,-2400,-2400,1,1,0.9170377698433457,0.9170377698433457,A,A
2401,2401,4802,4802,-2401,-2401,1,1,0.9754215420389315,0.9754215420389315,A,A
2402,2402,4804,4804,-2402,-2402,1,1,0.24152567178239348,0.24152567178239348,A,A
2403,2403,4806,4806,-2403,-2403,1,1,0.5200480604633302,0.5200480604633302,A,A
2404,2404,4808,4808,-2404,-2404,1,1,0.07341929701599426,0.07341929701599426,A,A
2405,2405,4810,4810,-2405,-2405,1,1,0.46398238224683563,0.46398238224683563,A,A
2407,2407,4814,4814,-2407,-2407,1,1,0.9052850230072108,0.9052850230072108,A,A
2408,2408,4816,4816,-2408,-2408,1,1,0.022545721050416634,0.022545721050416634,A,A
2409,2409,4818,4818,-2409,-2409,1,1,0.8454797657725298,0.8454797657725298,A,A
2411,2411,4822,4822,-2411,-2411,1,1,0.4217485058752448,0.4217485058752448,A,A
2412,2412,4824,4824,-2412,-2412,1,1,0.30218247721020675,0.30218247721020675,A,A
2413,2413,4826,4826,-2413,-2413,1,1,0.015853573763724316,0.015853573763724316,A,A
2415,2415,4830,4830,-2415,-2415,1,1,0.7308127418318787,0.7308127418318787,A,A
2416,2416,4832,4832,-2416,-2416,1,1,0.9643560587978132,0.9643560587978132,A,A
2417,2417,4834,4834,-2417,-2417,1,1,0.4660308760749442,0.4660308760749442,A,A
2419,2419,4838,4838,-2419,-2419,1,1,0.4984652825960141,0.4984652825960141,A,A
2420,2420,4840,4840,-2420,-2420,1,1,0.6355554463437433,0.6355554463437433,A,A
2421,2421,4842,4842,-2421,-2421,1,1,0.14686118725838637,0.14686118725838637,A,A
2422,2422,4844,4844,-2422,-2422,1,1,0.09041701923732848,0.09041701923732848,A,A
2423,2423,4846,4846,-2423,-2423,1,1,0.5220723244278394,0.5220723244278394,A,A
2424,2424,4848,4848,-2424,-2424,1,1,0.2654369213359602,0.2654369213359602,A,A
2427,2427,4854,4854,-2427,-2427,1,1,0.970176233981376,0.970176233981376,A,A
2428,2428,4856,4856,-2428,-2428,1,1,0.7953277160817045,0.7953277160817045,A,A
2429,2429,4858,4858,-2429,-2429,1,1,0.7124266951977283,0.7124266951977283,A,A
2431,2431,4862,4862,-2431,-2431,1,1,0.7293755300194723,0.7293755300194723,A,A
2432,2432,4864,4864,-2432,-2432,1,1,0.21061954431170515,0.21061954431170515,A,A
