age,age_noeducation,workclass,workclass_noeducation,fnlwgt,fnlwgt_noeducation,education,education_noeducation,education_num,education_num_noeducation,marital_status,marital_status_noeducation,occupation,occupation_noeducation,relationship,relationship_noeducation,race,race_noeducation,sex,sex_noeducation,capital_gain,capital_gain_noeducation,capital_loss,capital_loss_noeducation,hours_per_week,hours_per_week_noeducation,native_country,native_country_noeducation,income_per_year,income_per_year_noeducation
18,45,Private,?,183274,172716,11th,HS-grad,7,8,Never-married,Married-civ-spouse,Other-service,?,Own-child,Husband,White,White,Female,Male,594,3908,0,1411,30,35,United-States,?,<=50K,<=50K
45,29,Self-emp-not-inc,Private,44671,460356,Some-college,HS-grad,10,8,Married-civ-spouse,Married-civ-spouse,Handlers-cleaners,Transport-moving,Husband,Husband,White,White,Male,Male,0,1173,0,1411,40,42,United-States,United-States,<=50K,>50K
24,28,Private,Private,354351,208049,Bachelors,HS-grad,13,8,Never-married,Married-civ-spouse,Prof-specialty,Handlers-cleaners,Not-in-family,Other-relative,White,White,Male,Male,0,1173,0,1411,40,42,United-States,United-States,<=50K,<=50K
43,26,Private,Local-gov,346189,360491,Some-college,HS-grad,10,8,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Machine-op-inspct,Husband,Wife,White,White,Male,Female,0,1173,0,1411,40,45,United-States,United-States,>50K,<=50K
49,48,Private,Private,304864,108468,Some-college,HS-grad,10,8,Divorced,Married-civ-spouse,Tech-support,Tech-support,Unmarried,Husband,Black,White,Female,Male,0,5455,0,1411,35,57,United-States,United-States,<=50K,>50K
68,28,Self-emp-inc,Private,505365,172716,Bachelors,HS-grad,13,8,Separated,Never-married,Sales,Other-service,Unmarried,Own-child,White,Black,Male,Female,0,1173,0,1411,70,35,Canada,?,<=50K,<=50K
18,32,State-gov,Private,268520,175856,HS-grad,HS-grad,9,8,Never-married,Married-civ-spouse,Adm-clerical,Craft-repair,Own-child,Husband,White,White,Female,Male,0,1173,0,1411,40,38,United-States,United-States,<=50K,<=50K
27,35,State-gov,Self-emp-not-inc,210295,227823,Bachelors,HS-grad,13,8,Married-civ-spouse,Married-civ-spouse,Protective-serv,Craft-repair,Husband,Husband,White,White,Male,Male,0,1173,0,1411,40,53,United-States,United-States,<=50K,>50K
18,51,Private,?,103339,175856,10th,HS-grad,6,8,Never-married,Never-married,Sales,?,Own-child,Other-relative,White,White,Female,Female,0,1173,1719,1411,16,42,United-States,United-States,<=50K,<=50K
33,45,Private,Private,145437,145656,Some-college,HS-grad,10,8,Divorced,Married-civ-spouse,Craft-repair,Craft-repair,Unmarried,Husband,White,White,Male,Male,0,1173,0,1411,40,38,United-States,United-States,<=50K,<=50K
48,51,Private,Private,56071,205019,Bachelors,HS-grad,13,8,Married-civ-spouse,Separated,Craft-repair,Other-service,Husband,Husband,White,White,Male,Female,0,1173,0,1411,40,35,United-States,United-States,>50K,<=50K
34,62,Private,Private,233729,175856,Assoc-acdm,HS-grad,12,8,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Machine-op-inspct,Husband,Not-in-family,Black,White,Male,Male,0,1173,0,1411,50,38,United-States,United-States,>50K,<=50K
41,42,Private,Private,265932,195554,HS-grad,HS-grad,9,8,Divorced,Divorced,Adm-clerical,Machine-op-inspct,Unmarried,Not-in-family,White,White,Female,Male,0,1173,0,1411,45,38,United-States,United-States,<=50K,<=50K
74,39,Private,Local-gov,154347,91608,HS-grad,HS-grad,9,8,Never-married,Married-spouse-absent,Transport-moving,Prof-specialty,Not-in-family,Unmarried,White,Asian-Pac-Islander,Male,Female,0,1173,0,1411,10,35,United-States,United-States,<=50K,<=50K
40,32,Private,Private,277507,272896,HS-grad,HS-grad,9,8,Married-spouse-absent,Never-married,Handlers-cleaners,?,Not-in-family,Other-relative,White,White,Male,Female,0,1173,1669,1762,40,42,United-States,United-States,<=50K,<=50K
53,44,Federal-gov,Self-emp-not-inc,172898,102388,Prof-school,HS-grad,15,8,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Other-service,Husband,Husband,White,White,Male,Male,0,1173,0,1411,60,27,United-States,United-States,>50K,<=50K
47,47,Private,Federal-gov,182655,231822,Assoc-voc,HS-grad,11,8,Married-civ-spouse,Never-married,Tech-support,Exec-managerial,Husband,Not-in-family,White,White,Male,Male,0,1173,0,1411,52,57,United-States,United-States,>50K,>50K
20,20,?,Private,175431,290661,Some-college,HS-grad,10,8,Never-married,Never-married,?,Other-service,Own-child,Not-in-family,White,White,Male,Female,0,1173,0,1411,40,23,United-States,United-States,<=50K,<=50K
30,20,Private,Private,181460,155781,HS-grad,HS-grad,9,8,Divorced,Never-married,Other-service,Other-service,Unmarried,Other-relative,White,White,Female,Female,0,1173,0,1411,37,23,United-States,United-States,<=50K,<=50K
38,19,Private,Local-gov,149771,137862,HS-grad,HS-grad,9,8,Divorced,Never-married,Craft-repair,Protective-serv,Not-in-family,Husband,White,White,Male,Male,3325,1173,0,1411,40,45,United-States,United-States,<=50K,<=50K
44,26,Private,Private,45363,460356,Some-college,HS-grad,10,8,Married-civ-spouse,Never-married,Tech-support,Sales,Husband,Not-in-family,White,Black,Male,Male,0,1173,0,1411,44,35,United-States,United-States,>50K,<=50K
48,34,Private,Self-emp-not-inc,180010,108468,Some-college,HS-grad,10,8,Separated,Married-civ-spouse,Craft-repair,Craft-repair,Unmarried,Husband,White,White,Female,Male,0,1173,0,1411,40,42,United-States,United-States,<=50K,<=50K
36,36,?,Private,103886,259688,HS-grad,HS-grad,9,8,Married-civ-spouse,Divorced,?,Transport-moving,Husband,Unmarried,White,White,Male,Male,0,1173,0,1411,15,35,United-States,United-States,<=50K,<=50K
20,23,Private,Private,233198,215419,HS-grad,HS-grad,9,8,Never-married,Never-married,Craft-repair,Craft-repair,Own-child,Not-in-family,White,White,Male,Male,0,1173,0,1411,40,35,United-States,United-States,<=50K,<=50K
47,34,Federal-gov,Private,124974,272896,Some-college,HS-grad,10,8,Divorced,Never-married,Adm-clerical,Sales,Not-in-family,Not-in-family,White,White,Female,Male,0,1173,0,1411,25,57,United-States,United-States,<=50K,<=50K
61,45,?,Private,29059,164966,HS-grad,HS-grad,9,8,Widowed,Married-civ-spouse,?,Machine-op-inspct,Not-in-family,Husband,White,White,Female,Male,0,1173,0,1411,12,42,United-States,United-States,<=50K,>50K
34,26,Private,?,136331,190885,HS-grad,HS-grad,9,8,Married-civ-spouse,Married-civ-spouse,Transport-moving,Exec-managerial,Husband,Unmarried,White,Asian-Pac-Islander,Male,Female,0,1173,0,1411,60,35,United-States,United-States,<=50K,<=50K
43,62,Private,Private,106900,167670,Some-college,HS-grad,10,8,Married-civ-spouse,Widowed,Prof-specialty,Machine-op-inspct,Husband,Unmarried,White,White,Male,Female,0,1173,0,1411,40,10,United-States,United-States,<=50K,<=50K
25,34,Self-emp-not-inc,Private,314464,190885,HS-grad,HS-grad,9,8,Never-married,Married-civ-spouse,Craft-repair,Prof-specialty,Own-child,Husband,White,Black,Male,Male,0,1173,0,1411,40,35,United-States,United-States,<=50K,>50K
51,25,State-gov,Private,152810,197711,Assoc-voc,HS-grad,11,8,Married-civ-spouse,Married-spouse-absent,Tech-support,Sales,Husband,Not-in-family,White,White,Male,Male,0,1173,0,1411,40,45,United-States,United-States,>50K,<=50K
50,51,State-gov,Private,76728,175856,Some-college,HS-grad,10,8,Divorced,Widowed,Adm-clerical,Craft-repair,Not-in-family,Unmarried,White,White,Female,Male,0,1173,0,1411,39,35,United-States,United-States,<=50K,<=50K
42,19,Private,?,55854,190885,Bachelors,HS-grad,13,8,Married-civ-spouse,Married-civ-spouse,Exec-managerial,?,Husband,Own-child,White,White,Male,Female,0,1173,0,1411,40,30,United-States,United-States,<=50K,<=50K
17,34,Private,Private,36801,99679,10th,HS-grad,6,8,Never-married,Divorced,Other-service,Sales,Own-child,Not-in-family,White,White,Female,Female,0,1173,0,1411,18,42,United-States,United-States,<=50K,<=50K
51,23,?,Private,243631,67187,HS-grad,HS-grad,9,8,Married-civ-spouse,Married-civ-spouse,?,Transport-moving,Husband,Husband,Asian-Pac-Islander,White,Male,Male,2105,1173,0,1411,20,62,South,United-States,<=50K,>50K
46,26,Local-gov,Private,155654,180096,Masters,HS-grad,14,8,Never-married,Never-married,Prof-specialty,Handlers-cleaners,Not-in-family,Husband,White,Asian-Pac-Islander,Female,Male,0,1173,0,1411,40,30,United-States,United-States,<=50K,<=50K
51,58,Private,Local-gov,173987,108468,HS-grad,HS-grad,9,8,Married-civ-spouse,Divorced,Sales,?,Husband,Not-in-family,White,White,Male,Female,0,1173,0,1411,48,38,United-States,United-States,>50K,<=50K
18,39,Private,Private,115725,67187,11th,HS-grad,7,8,Never-married,Married-spouse-absent,Other-service,?,Own-child,Not-in-family,White,White,Female,Female,0,1173,0,1411,12,38,United-States,United-States,<=50K,<=50K
21,20,Private,Private,154556,172716,Some-college,HS-grad,10,8,Never-married,Never-married,Other-service,Other-service,Own-child,Husband,White,White,Male,Female,0,1173,0,1411,15,35,?,United-States,<=50K,<=50K
33,39,Self-emp-not-inc,Private,234976,309196,Bachelors,HS-grad,13,8,Married-civ-spouse,Married-civ-spouse,Sales,Farming-fishing,Wife,Husband,White,White,Female,Male,0,1173,0,1411,40,35,United-States,United-States,>50K,<=50K
27,50,Private,Private,122913,241895,7th-8th,HS-grad,4,8,Married-civ-spouse,Married-civ-spouse,Transport-moving,Farming-fishing,Husband,Husband,White,White,Male,Male,0,1173,0,1411,40,35,United-States,United-States,<=50K,<=50K
36,26,Local-gov,Private,187411,91608,Masters,HS-grad,14,8,Never-married,Never-married,Prof-specialty,?,Not-in-family,Unmarried,White,Other,Male,Female,0,1173,0,1411,50,35,United-States,Germany,>50K,<=50K
31,35,Private,Private,193285,46322,HS-grad,HS-grad,9,8,Never-married,Married-civ-spouse,Transport-moving,Handlers-cleaners,Not-in-family,Husband,White,White,Male,Male,0,1173,0,1411,40,35,United-States,United-States,<=50K,<=50K
27,25,?,Private,96219,74194,HS-grad,HS-grad,9,8,Separated,Never-married,?,Farming-fishing,Unmarried,Own-child,White,White,Female,Male,0,1173,0,1411,50,53,United-States,United-States,<=50K,<=50K
20,51,Private,Private,117767,330416,Some-college,HS-grad,10,8,Never-married,Married-civ-spouse,Transport-moving,Other-service,Own-child,Husband,White,White,Male,Male,0,1173,0,1411,40,45,United-States,United-States,<=50K,>50K
45,22,Self-emp-inc,Local-gov,81534,125089,HS-grad,HS-grad,9,8,Never-married,Never-married,Sales,Farming-fishing,Unmarried,Not-in-family,Asian-Pac-Islander,White,Male,Female,0,1173,0,1411,40,20,United-States,United-States,<=50K,<=50K
22,57,Private,Private,202125,114942,HS-grad,HS-grad,9,8,Married-civ-spouse,Never-married,Sales,Other-service,Husband,Husband,White,Amer-Indian-Eskimo,Male,Male,0,2414,0,1411,50,38,United-States,United-States,<=50K,<=50K
40,42,Local-gov,Private,225660,149347,Bachelors,HS-grad,13,8,Never-married,Married-civ-spouse,Protective-serv,Adm-clerical,Not-in-family,Wife,White,White,Female,Female,0,3908,0,1411,40,15,United-States,United-States,<=50K,<=50K
25,38,State-gov,Private,203279,180096,Bachelors,HS-grad,13,8,Never-married,Married-civ-spouse,Prof-specialty,?,Not-in-family,Wife,Asian-Pac-Islander,White,Male,Female,0,1173,0,1411,20,20,India,United-States,<=50K,>50K
40,41,Self-emp-not-inc,Private,151960,208049,Some-college,HS-grad,10,8,Divorced,Never-married,Craft-repair,?,Unmarried,Unmarried,White,Black,Female,Female,0,1173,0,1411,38,42,United-States,United-States,<=50K,<=50K
48,44,Private,Private,368561,172716,Bachelors,HS-grad,13,8,Married-civ-spouse,Divorced,Sales,Sales,Husband,Not-in-family,White,White,Male,Male,0,1173,1902,1411,37,38,United-States,United-States,>50K,<=50K
30,51,Private,Federal-gov,202046,175856,HS-grad,HS-grad,9,8,Never-married,Never-married,Adm-clerical,Adm-clerical,Not-in-family,Unmarried,White,White,Male,Female,0,1173,0,1411,20,20,United-States,United-States,<=50K,<=50K
61,19,Private,Private,197286,129059,Bachelors,HS-grad,13,8,Married-civ-spouse,Never-married,Machine-op-inspct,Sales,Husband,Own-child,White,Black,Male,Male,0,1173,0,1411,40,27,United-States,United-States,>50K,<=50K
49,23,Self-emp-not-inc,Private,285570,117849,7th-8th,HS-grad,4,8,Married-civ-spouse,Married-civ-spouse,Farming-fishing,Adm-clerical,Husband,Husband,White,White,Male,Male,0,1173,0,1411,50,35,United-States,United-States,<=50K,<=50K
22,51,Private,?,380899,180096,Some-college,HS-grad,10,8,Never-married,Married-civ-spouse,Craft-repair,?,Own-child,Husband,White,White,Male,Male,0,1173,0,1411,40,35,United-States,United-States,<=50K,<=50K
19,22,Private,Private,325217,172716,HS-grad,HS-grad,9,8,Never-married,Never-married,Other-service,Craft-repair,Own-child,Unmarried,White,White,Male,Male,0,1173,0,1411,32,15,United-States,United-States,<=50K,<=50K
26,28,Private,Self-emp-not-inc,111058,31438,Bachelors,HS-grad,13,8,Never-married,Never-married,Sales,Farming-fishing,Own-child,Own-child,White,White,Male,Male,0,1173,0,1411,50,53,United-States,United-States,<=50K,<=50K
27,54,State-gov,Self-emp-inc,162312,105138,Some-college,HS-grad,10,8,Never-married,Married-civ-spouse,Other-service,Exec-managerial,Not-in-family,Husband,Asian-Pac-Islander,White,Male,Male,0,5455,0,1411,50,45,South,United-States,<=50K,>50K
41,51,Self-emp-inc,?,136986,121596,Masters,HS-grad,14,8,Married-civ-spouse,Married-civ-spouse,Exec-managerial,?,Husband,Husband,White,White,Male,Male,0,1173,0,1411,40,35,United-States,United-States,<=50K,>50K
33,20,Federal-gov,?,97654,149347,Doctorate,HS-grad,16,8,Married-civ-spouse,Never-married,Prof-specialty,?,Husband,Not-in-family,White,White,Male,Female,0,1173,0,1411,40,27,United-States,United-States,<=50K,<=50K
56,35,Private,Local-gov,229116,227823,Some-college,HS-grad,10,8,Never-married,Separated,Other-service,Handlers-cleaners,Not-in-family,Not-in-family,White,White,Male,Male,0,1173,0,1411,32,42,United-States,?,<=50K,<=50K
43,57,Private,Private,159549,114942,Bachelors,HS-grad,13,8,Married-civ-spouse,Divorced,Exec-managerial,Machine-op-inspct,Husband,Not-in-family,White,White,Male,Female,0,1173,1902,1411,40,42,United-States,United-States,>50K,<=50K
29,32,Private,Private,195760,205019,HS-grad,HS-grad,9,8,Married-civ-spouse,Married-civ-spouse,Other-service,Craft-repair,Wife,Husband,White,White,Female,Male,0,5455,0,1411,35,45,United-States,United-States,<=50K,>50K
44,19,Self-emp-inc,Private,277788,420973,11th,HS-grad,7,8,Married-civ-spouse,Never-married,Sales,Sales,Husband,Unmarried,White,White,Male,Female,0,1173,0,1411,60,45,Portugal,United-States,>50K,<=50K
37,31,State-gov,?,120201,108468,Some-college,HS-grad,10,8,Divorced,Married-civ-spouse,Adm-clerical,?,Own-child,Husband,Other,White,Female,Male,0,1173,0,1411,40,53,United-States,United-States,<=50K,>50K
24,45,Private,Private,236601,208049,Some-college,HS-grad,10,8,Divorced,Divorced,Machine-op-inspct,Sales,Not-in-family,Unmarried,White,White,Male,Female,0,1173,2339,1411,43,42,United-States,United-States,<=50K,<=50K
65,64,?,?,94809,46322,HS-grad,HS-grad,9,8,Widowed,Married-civ-spouse,?,?,Not-in-family,Husband,White,Black,Female,Male,0,1173,0,1411,40,42,United-States,United-States,<=50K,>50K
38,45,Private,Private,219757,190885,HS-grad,HS-grad,9,8,Married-civ-spouse,Married-civ-spouse,Transport-moving,Craft-repair,Husband,Husband,White,White,Male,Male,0,1173,0,1411,40,23,United-States,United-States,<=50K,<=50K
35,50,Local-gov,Private,160728,145656,Masters,HS-grad,14,8,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Transport-moving,Husband,Husband,White,White,Male,Male,0,1173,0,1411,45,50,United-States,United-States,>50K,>50K
39,41,Private,Private,308945,125089,Bachelors,HS-grad,13,8,Never-married,Married-spouse-absent,Adm-clerical,Machine-op-inspct,Own-child,Unmarried,White,White,Female,Female,0,1173,0,1411,50,38,United-States,United-States,<=50K,<=50K
47,28,Self-emp-not-inc,Private,185859,202466,HS-grad,HS-grad,9,8,Married-civ-spouse,Married-civ-spouse,Farming-fishing,Transport-moving,Husband,Husband,White,White,Male,Male,3103,1173,0,1411,60,57,United-States,United-States,>50K,<=50K
47,38,?,Private,163748,167670,Masters,HS-grad,14,8,Divorced,Married-civ-spouse,?,Farming-fishing,Unmarried,Own-child,White,White,Female,Male,0,5455,0,1411,35,45,?,United-States,<=50K,>50K
51,58,State-gov,Private,48358,282944,HS-grad,HS-grad,9,8,Married-civ-spouse,Divorced,Craft-repair,Craft-repair,Husband,Unmarried,White,White,Male,Female,3103,1173,0,1411,52,38,United-States,United-States,>50K,<=50K
38,48,Federal-gov,Private,77792,99679,HS-grad,HS-grad,9,8,Married-civ-spouse,Married-civ-spouse,Machine-op-inspct,Craft-repair,Husband,Not-in-family,White,White,Male,Female,0,1173,0,1411,56,35,United-States,United-States,<=50K,<=50K
44,26,Private,Self-emp-inc,114753,149347,Some-college,HS-grad,10,8,Widowed,Never-married,Tech-support,?,Unmarried,Not-in-family,White,White,Female,Female,0,1173,0,1411,38,38,United-States,Germany,<=50K,<=50K
24,34,Private,Private,234259,155781,HS-grad,HS-grad,9,8,Never-married,Married-civ-spouse,Adm-clerical,Craft-repair,Other-relative,Husband,White,Asian-Pac-Islander,Female,Male,0,1173,0,1411,40,42,United-States,?,<=50K,<=50K
41,32,Private,Private,152617,330416,HS-grad,HS-grad,9,8,Divorced,Married-civ-spouse,Exec-managerial,Other-service,Unmarried,Husband,White,White,Female,Male,0,1173,0,1411,40,45,United-States,United-States,<=50K,>50K
51,42,Private,Private,204567,236379,Assoc-voc,HS-grad,11,8,Divorced,Married-civ-spouse,Adm-clerical,Craft-repair,Unmarried,Husband,White,White,Female,Male,0,1173,0,1411,45,42,United-States,United-States,<=50K,>50K
60,48,Self-emp-not-inc,Private,145209,222813,HS-grad,HS-grad,9,8,Married-civ-spouse,Divorced,Sales,Adm-clerical,Husband,Other-relative,White,Asian-Pac-Islander,Male,Female,0,1173,0,1411,60,35,United-States,Philippines,<=50K,<=50K
40,32,Private,Private,240698,177824,Bachelors,HS-grad,13,8,Married-civ-spouse,Married-spouse-absent,Exec-managerial,Craft-repair,Husband,Not-in-family,White,White,Male,Male,0,1173,0,1411,50,35,United-States,?,>50K,<=50K
72,72,?,Self-emp-not-inc,195181,145656,HS-grad,HS-grad,9,8,Married-civ-spouse,Never-married,?,Machine-op-inspct,Husband,Not-in-family,White,White,Male,Male,0,1173,0,1411,32,20,United-States,United-States,<=50K,<=50K
27,36,Private,Private,299536,340110,Some-college,HS-grad,10,8,Married-civ-spouse,Never-married,Adm-clerical,Craft-repair,Wife,Not-in-family,White,Black,Female,Male,0,5455,0,1411,55,50,United-States,United-States,<=50K,>50K
36,64,Private,?,238802,149347,HS-grad,HS-grad,9,8,Married-civ-spouse,Widowed,Machine-op-inspct,?,Husband,Unmarried,White,White,Male,Male,0,1173,0,1411,48,2,United-States,United-States,>50K,<=50K
44,35,Private,Private,150519,330416,HS-grad,HS-grad,9,8,Married-civ-spouse,Divorced,Machine-op-inspct,Handlers-cleaners,Husband,Unmarried,White,White,Male,Female,0,1173,0,1411,40,23,United-States,United-States,<=50K,<=50K
33,23,State-gov,Private,237903,125089,Some-college,HS-grad,10,8,Divorced,Never-married,Prof-specialty,Craft-repair,Not-in-family,Own-child,White,Black,Female,Female,0,1173,0,1411,40,45,United-States,United-States,<=50K,<=50K
53,36,Self-emp-not-inc,Private,257940,290661,7th-8th,HS-grad,4,8,Married-civ-spouse,Married-civ-spouse,Machine-op-inspct,Craft-repair,Husband,Not-in-family,White,White,Male,Female,0,13550,0,1411,40,45,United-States,United-States,<=50K,>50K
43,39,Private,Private,383670,183146,HS-grad,HS-grad,9,8,Married-civ-spouse,Married-civ-spouse,Craft-repair,Transport-moving,Husband,Husband,White,White,Male,Male,0,1173,1902,1411,40,42,United-States,United-States,>50K,>50K
