age,age_norelationship,workclass,workclass_norelationship,fnlwgt,fnlwgt_norelationship,education,education_norelationship,education_num,education_num_norelationship,marital_status,marital_status_norelationship,occupation,occupation_norelationship,relationship,relationship_norelationship,race,race_norelationship,sex,sex_norelationship,capital_gain,capital_gain_norelationship,capital_loss,capital_loss_norelationship,hours_per_week,hours_per_week_norelationship,native_country,native_country_norelationship,income_per_year,income_per_year_norelationship
51,27,Private,Private,171924,109009,HS-grad,Some-college,9,10,Married-civ-spouse,Married-civ-spouse,Craft-repair,Craft-repair,Husband,Husband,White,White,Male,Female,7688,0,0,0,50,39,United-States,United-States,>50K,<=50K
38,41,Local-gov,Private,173804,169031,Bachelors,10th,13,13,Divorced,Never-married,Prof-specialty,Prof-specialty,Own-child,Husband,White,White,Female,Male,0,0,0,0,38,52,United-States,United-States,<=50K,>50K
45,32,Private,Private,139571,206681,HS-grad,HS-grad,9,9,Married-civ-spouse,Divorced,Craft-repair,Adm-clerical,Husband,Husband,White,Black,Male,Female,0,0,0,0,50,46,United-States,United-States,>50K,<=50K
56,30,Self-emp-inc,Local-gov,142076,87284,Some-college,HS-grad,10,9,Married-civ-spouse,Never-married,Farming-fishing,Other-service,Husband,Husband,White,White,Male,Male,0,0,0,0,60,33,United-States,United-States,<=50K,<=50K
67,30,?,Private,126514,125457,Some-college,Masters,10,14,Widowed,Never-married,?,Sales,Not-in-family,Husband,White,White,Female,Male,0,0,0,0,4,39,United-States,United-States,<=50K,<=50K
27,28,Local-gov,Private,68729,205852,HS-grad,HS-grad,9,9,Married-civ-spouse,Never-married,Protective-serv,Craft-repair,Husband,Husband,Asian-Pac-Islander,White,Male,Female,0,0,0,0,40,32,United-States,United-States,>50K,>50K
21,21,Private,Private,37783,36556,Some-college,Assoc-voc,10,11,Never-married,Never-married,Exec-managerial,Craft-repair,Not-in-family,Husband,White,White,Female,Male,0,0,0,0,38,25,United-States,United-States,<=50K,<=50K
55,39,Self-emp-not-inc,Federal-gov,183580,168065,Masters,HS-grad,14,9,Divorced,Never-married,Exec-managerial,Adm-clerical,Not-in-family,Husband,White,White,Male,Female,0,5178,0,0,45,32,United-States,United-States,<=50K,>50K
31,46,Private,Local-gov,106637,194031,Some-college,Some-college,10,10,Divorced,Married-civ-spouse,Adm-clerical,Handlers-cleaners,Unmarried,Husband,White,White,Female,Female,0,7896,0,0,20,32,United-States,United-States,<=50K,>50K
57,54,Self-emp-not-inc,Private,411604,50018,9th,HS-grad,5,9,Married-civ-spouse,Never-married,Farming-fishing,Farming-fishing,Husband,Husband,White,White,Male,Male,0,0,0,0,45,41,Mexico,United-States,<=50K,<=50K
33,39,Private,Private,214635,26669,HS-grad,HS-grad,9,9,Never-married,Divorced,Craft-repair,Other-service,Not-in-family,Husband,Black,White,Male,Male,0,9562,0,0,40,32,?,United-States,<=50K,>50K
26,25,Private,Private,201663,227626,Masters,9th,14,5,Never-married,Married-civ-spouse,Prof-specialty,Craft-repair,Not-in-family,Husband,Black,White,Male,Female,0,0,0,0,40,28,United-States,United-States,<=50K,<=50K
51,21,Private,Private,153064,69333,HS-grad,HS-grad,9,9,Married-civ-spouse,Married-spouse-absent,Transport-moving,Sales,Husband,Husband,White,White,Male,Male,5013,0,0,0,40,47,United-States,United-States,<=50K,<=50K
35,32,Private,?,212465,143327,HS-grad,HS-grad,9,9,Never-married,Never-married,Other-service,?,Not-in-family,Husband,White,White,Male,Male,0,0,0,0,40,2,United-States,United-States,<=50K,>50K
19,35,?,Private,93604,304651,HS-grad,Bachelors,9,13,Never-married,Never-married,?,Other-service,Own-child,Husband,White,White,Male,Female,0,0,0,0,20,41,United-States,United-States,<=50K,>50K
46,25,Private,Private,141221,198632,Bachelors,Bachelors,13,13,Married-civ-spouse,Never-married,Adm-clerical,Sales,Husband,Husband,Asian-Pac-Islander,White,Male,Male,0,0,0,0,40,20,Philippines,United-States,>50K,<=50K
38,40,Local-gov,Self-emp-not-inc,289653,99212,Bachelors,Some-college,13,10,Married-civ-spouse,Never-married,Protective-serv,Exec-managerial,Husband,Husband,White,White,Male,Male,0,0,1628,0,48,32,United-States,United-States,<=50K,>50K
24,28,Private,Private,219835,153066,7th-8th,HS-grad,4,9,Never-married,Married-civ-spouse,Handlers-cleaners,Exec-managerial,Not-in-family,Husband,White,White,Male,Male,0,0,0,0,24,25,Guatemala,United-States,<=50K,>50K
38,61,State-gov,Private,187119,197886,Masters,Some-college,14,10,Divorced,Divorced,Exec-managerial,Adm-clerical,Not-in-family,Husband,White,White,Female,Female,0,0,0,0,50,34,United-States,United-States,>50K,<=50K
49,39,Private,Local-gov,406518,175032,HS-grad,HS-grad,9,9,Divorced,Never-married,Priv-house-serv,Transport-moving,Unmarried,Husband,White,Black,Female,Female,0,0,0,0,16,32,Yugoslavia,United-States,<=50K,<=50K
34,49,Self-emp-not-inc,Local-gov,372793,362883,Bachelors,HS-grad,13,14,Divorced,Divorced,Exec-managerial,Prof-specialty,Not-in-family,Husband,Black,White,Male,Female,0,0,0,0,21,58,?,United-States,<=50K,>50K
55,35,?,Private,229029,133373,Bachelors,Bachelors,13,13,Married-civ-spouse,Never-married,?,Prof-specialty,Husband,Husband,White,White,Male,Male,5178,2009,0,0,20,43,United-States,?,>50K,<=50K
51,18,Private,Private,145105,240172,Some-college,11th,10,7,Never-married,Never-married,Transport-moving,Craft-repair,Not-in-family,Husband,White,White,Male,Male,0,0,0,0,30,34,United-States,United-States,<=50K,<=50K
72,28,Private,Private,171181,215647,HS-grad,5th-6th,9,3,Widowed,Married-civ-spouse,Adm-clerical,?,Unmarried,Husband,White,White,Female,Male,2329,0,0,0,20,39,United-States,United-States,<=50K,<=50K
60,40,Private,Private,80927,144937,7th-8th,Some-college,4,15,Married-civ-spouse,Never-married,Transport-moving,Prof-specialty,Husband,Husband,White,White,Male,Male,0,0,0,0,50,42,United-States,United-States,>50K,<=50K
45,38,Private,Private,191357,155676,Assoc-voc,Doctorate,11,16,Married-civ-spouse,Never-married,Craft-repair,Exec-managerial,Husband,Husband,White,White,Male,Male,0,41310,0,0,40,41,United-States,United-States,<=50K,>50K
21,22,Private,Private,153542,202952,10th,HS-grad,6,10,Married-civ-spouse,Never-married,Farming-fishing,Sales,Husband,Husband,White,White,Male,Male,0,0,0,0,30,20,United-States,?,<=50K,<=50K
49,60,Private,Self-emp-not-inc,27802,224207,Some-college,HS-grad,10,13,Married-civ-spouse,Never-married,Craft-repair,Sales,Husband,Husband,White,White,Male,Female,0,0,1887,0,40,13,United-States,United-States,>50K,<=50K
46,60,Private,Private,275792,114719,Bachelors,Assoc-voc,13,11,Never-married,Never-married,Exec-managerial,Prof-specialty,Unmarried,Husband,Black,White,Female,Female,0,0,0,0,40,29,United-States,United-States,<=50K,<=50K
62,32,Federal-gov,Private,162876,124111,Some-college,11th,10,7,Married-civ-spouse,Never-married,Adm-clerical,Transport-moving,Husband,Husband,White,Black,Male,Male,0,0,0,0,40,52,United-States,United-States,<=50K,<=50K
51,51,Private,Private,197600,157980,Bachelors,HS-grad,13,9,Married-civ-spouse,Separated,Exec-managerial,Prof-specialty,Husband,Husband,White,Black,Male,Female,0,2993,0,0,50,43,United-States,United-States,>50K,<=50K
50,27,Private,?,134247,64322,Some-college,HS-grad,10,9,Married-civ-spouse,Never-married,Craft-repair,Adm-clerical,Husband,Husband,White,White,Male,Female,0,0,0,1719,50,32,United-States,United-States,>50K,<=50K
18,17,Private,Private,179597,150132,HS-grad,10th,9,8,Never-married,Never-married,Other-service,Adm-clerical,Not-in-family,Husband,White,White,Male,Female,0,0,0,0,20,16,United-States,United-States,<=50K,<=50K
71,30,Private,Private,148003,206521,Bachelors,HS-grad,13,13,Divorced,Married-civ-spouse,Sales,Tech-support,Not-in-family,Husband,White,White,Female,Female,0,15024,1911,0,38,36,United-States,United-States,>50K,>50K
30,56,Private,?,185177,161342,HS-grad,HS-grad,9,9,Never-married,Never-married,Handlers-cleaners,?,Not-in-family,Husband,White,White,Male,Female,0,0,0,0,22,30,United-States,United-States,<=50K,<=50K
51,37,Private,Private,133069,223763,10th,HS-grad,6,9,Widowed,Never-married,Sales,Machine-op-inspct,Unmarried,Husband,White,White,Female,Female,0,0,0,0,40,32,United-States,Cuba,<=50K,>50K
36,41,Private,Local-gov,177154,114117,Assoc-voc,Some-college,11,10,Never-married,Never-married,Tech-support,Adm-clerical,Not-in-family,Husband,White,White,Male,Female,0,0,0,0,40,38,United-States,United-States,>50K,<=50K
41,38,State-gov,State-gov,29324,494371,HS-grad,Bachelors,9,16,Divorced,Divorced,Adm-clerical,Prof-specialty,Unmarried,Husband,White,Asian-Pac-Islander,Female,Male,0,0,0,0,45,32,United-States,Taiwan,<=50K,>50K
38,58,State-gov,Private,54911,272950,Some-college,Assoc-voc,10,13,Divorced,Never-married,Tech-support,Sales,Unmarried,Husband,White,White,Female,Male,0,0,0,1719,10,28,United-States,United-States,<=50K,<=50K
49,70,Private,?,219611,172281,Bachelors,Some-college,13,10,Married-civ-spouse,Divorced,Exec-managerial,?,Husband,Husband,White,White,Male,Male,0,0,0,0,75,16,United-States,United-States,>50K,>50K
42,40,State-gov,Private,200294,53956,Bachelors,Assoc-acdm,13,12,Divorced,Never-married,Prof-specialty,Adm-clerical,Unmarried,Husband,White,White,Female,Female,0,0,0,0,40,38,United-States,United-States,<=50K,<=50K
53,40,Private,Federal-gov,177063,144937,Some-college,Masters,10,13,Married-civ-spouse,Never-married,Sales,Exec-managerial,Husband,Husband,White,White,Male,Male,0,0,0,0,45,34,United-States,United-States,>50K,>50K
21,70,Private,Private,140001,32950,Some-college,Masters,10,14,Never-married,Never-married,Adm-clerical,Prof-specialty,Own-child,Husband,White,White,Male,Female,0,0,0,0,10,24,United-States,?,<=50K,>50K
19,39,Private,Local-gov,237433,295922,HS-grad,HS-grad,9,15,Never-married,Divorced,Prof-specialty,Prof-specialty,Not-in-family,Husband,White,White,Female,Female,4416,0,0,2392,40,36,United-States,United-States,<=50K,>50K
43,17,State-gov,Private,99185,128591,Bachelors,10th,13,6,Divorced,Separated,Prof-specialty,Prof-specialty,Not-in-family,Husband,White,White,Female,Male,0,0,0,0,40,20,United-States,United-States,<=50K,<=50K
47,29,Self-emp-not-inc,Self-emp-not-inc,52291,33435,Masters,HS-grad,14,9,Married-civ-spouse,Never-married,Sales,Craft-repair,Husband,Husband,White,White,Male,Male,7688,0,0,0,45,34,United-States,United-States,>50K,<=50K
30,29,Private,Private,247328,158751,HS-grad,Bachelors,9,13,Separated,Never-married,Protective-serv,Exec-managerial,Not-in-family,Husband,White,White,Male,Male,0,0,0,0,40,42,United-States,Iran,>50K,<=50K
63,21,Self-emp-not-inc,Private,388594,44712,Prof-school,HS-grad,15,10,Married-civ-spouse,Never-married,Prof-specialty,Other-service,Husband,Husband,White,White,Male,Male,15024,0,0,0,50,21,United-States,United-States,>50K,<=50K
53,54,Local-gov,?,130730,208613,HS-grad,Bachelors,9,13,Divorced,Never-married,Adm-clerical,?,Other-relative,Husband,White,Other,Female,Female,0,0,0,0,35,21,United-States,United-States,<=50K,<=50K
23,28,Private,Private,115458,149116,Some-college,HS-grad,10,9,Married-civ-spouse,Never-married,Sales,Transport-moving,Husband,Husband,White,White,Male,Female,0,0,0,0,40,50,United-States,United-States,<=50K,<=50K
28,28,Private,Self-emp-not-inc,113866,259865,HS-grad,Assoc-voc,9,11,Divorced,Separated,Adm-clerical,Prof-specialty,Unmarried,Husband,White,White,Female,Female,0,3418,0,0,40,39,United-States,United-States,<=50K,<=50K
61,24,Private,Private,284710,337953,Prof-school,Some-college,15,10,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Sales,Husband,Husband,White,Black,Male,Female,0,0,1902,0,45,42,Columbia,United-States,>50K,<=50K
60,44,Local-gov,Private,168381,185068,Assoc-voc,10th,11,6,Widowed,Never-married,Adm-clerical,Machine-op-inspct,Not-in-family,Husband,Amer-Indian-Eskimo,White,Female,Female,0,0,0,0,40,32,United-States,United-States,<=50K,>50K
32,33,Private,Self-emp-not-inc,167063,174308,Bachelors,Assoc-voc,13,11,Married-civ-spouse,Never-married,Tech-support,Farming-fishing,Husband,Husband,White,White,Male,Male,0,0,0,0,40,42,United-States,United-States,<=50K,<=50K
47,27,Private,Private,33794,224207,HS-grad,Some-college,9,10,Married-civ-spouse,Never-married,Craft-repair,Sales,Husband,Husband,White,White,Male,Female,0,0,0,0,56,21,United-States,United-States,>50K,<=50K
36,58,Private,?,263574,447488,Assoc-voc,Bachelors,11,13,Married-civ-spouse,Never-married,Adm-clerical,?,Wife,Husband,White,Amer-Indian-Eskimo,Female,Female,0,0,0,0,40,47,United-States,United-States,<=50K,<=50K
24,25,Private,Private,95552,91384,HS-grad,Assoc-voc,9,11,Never-married,Never-married,Handlers-cleaners,Exec-managerial,Not-in-family,Husband,White,White,Male,Female,0,0,0,0,40,62,United-States,United-States,<=50K,<=50K
46,28,Private,Private,245724,33895,Bachelors,Bachelors,13,13,Married-civ-spouse,Never-married,Exec-managerial,Sales,Husband,Husband,White,White,Male,Male,3818,0,0,0,44,38,United-States,United-States,<=50K,<=50K
59,34,Private,Private,152731,214816,10th,HS-grad,6,9,Married-civ-spouse,Never-married,Transport-moving,Craft-repair,Husband,Husband,White,White,Male,Female,0,0,0,0,40,34,United-States,United-States,<=50K,<=50K
30,24,Private,Private,366876,229826,11th,Bachelors,7,13,Married-civ-spouse,Never-married,Transport-moving,Exec-managerial,Husband,Husband,White,White,Male,Male,0,0,0,0,40,34,United-States,United-States,<=50K,<=50K
30,51,Private,Private,203488,174826,Bachelors,HS-grad,13,13,Never-married,Never-married,Prof-specialty,Craft-repair,Not-in-family,Husband,White,Asian-Pac-Islander,Male,Female,0,0,0,0,60,39,United-States,Taiwan,<=50K,<=50K
38,41,Private,Private,30529,264098,HS-grad,9th,9,13,Married-civ-spouse,Divorced,Handlers-cleaners,Prof-specialty,Husband,Husband,White,White,Male,Female,3411,0,0,0,40,41,United-States,United-States,<=50K,>50K
57,18,Private,Private,201159,298696,HS-grad,12th,9,8,Widowed,Divorced,Sales,Adm-clerical,Not-in-family,Husband,White,White,Female,Male,0,0,0,0,30,11,United-States,United-States,<=50K,<=50K
64,50,Self-emp-inc,Federal-gov,182158,386773,Prof-school,Some-college,15,10,Married-civ-spouse,Never-married,Prof-specialty,Prof-specialty,Husband,Husband,White,White,Male,Male,99999,0,0,0,60,32,United-States,United-States,>50K,>50K
48,56,Private,Private,443377,78529,Masters,Some-college,14,10,Never-married,Divorced,Prof-specialty,Adm-clerical,Not-in-family,Husband,White,White,Male,Female,0,0,0,0,60,34,United-States,United-States,<=50K,<=50K
28,48,Private,Private,101618,192983,Bachelors,Bachelors,13,13,Married-civ-spouse,Never-married,Exec-managerial,Exec-managerial,Husband,Husband,White,White,Male,Female,0,0,0,0,42,36,United-States,United-States,>50K,>50K
46,40,Self-emp-inc,Private,132576,314894,HS-grad,Some-college,9,4,Married-civ-spouse,Never-married,Sales,Machine-op-inspct,Husband,Husband,White,White,Male,Female,0,0,1887,0,45,32,United-States,United-States,>50K,<=50K
51,48,?,Private,123429,162041,HS-grad,HS-grad,9,9,Married-civ-spouse,Never-married,?,Craft-repair,Husband,Husband,White,White,Male,Male,0,0,0,0,40,32,United-States,United-States,<=50K,<=50K
55,50,Self-emp-inc,?,147098,197618,HS-grad,HS-grad,9,9,Divorced,Never-married,Exec-managerial,Adm-clerical,Unmarried,Husband,White,Black,Male,Male,0,0,2444,0,60,46,United-States,United-States,>50K,>50K
44,27,Private,?,30424,330466,Assoc-acdm,HS-grad,12,9,Divorced,Never-married,Exec-managerial,?,Not-in-family,Husband,White,White,Female,Female,0,0,1980,0,40,21,United-States,United-States,<=50K,<=50K
50,24,Private,Private,68898,191389,Assoc-voc,Some-college,11,10,Married-civ-spouse,Widowed,Protective-serv,Handlers-cleaners,Husband,Husband,White,White,Male,Male,0,0,0,0,40,24,United-States,United-States,<=50K,<=50K
58,20,Private,State-gov,158864,161187,HS-grad,Some-college,9,10,Widowed,Separated,Exec-managerial,Other-service,Not-in-family,Husband,White,White,Male,Male,0,0,0,0,55,16,United-States,United-States,>50K,<=50K
27,48,Federal-gov,Private,180103,202952,Assoc-voc,HS-grad,11,13,Never-married,Never-married,Tech-support,Exec-managerial,Unmarried,Husband,Black,White,Male,Male,1151,0,0,0,40,34,United-States,United-States,<=50K,>50K
52,53,Private,Local-gov,317625,323164,Masters,7th-8th,14,4,Divorced,Divorced,Prof-specialty,Other-service,Unmarried,Husband,White,White,Female,Male,0,0,0,0,40,34,United-States,United-States,<=50K,<=50K
30,46,Private,?,80933,196771,Some-college,Some-college,10,10,Married-civ-spouse,Divorced,Sales,Sales,Husband,Husband,White,Black,Male,Male,0,0,0,0,40,48,United-States,United-States,<=50K,<=50K
49,41,Private,Self-emp-inc,107373,219262,10th,Bachelors,6,13,Married-civ-spouse,Never-married,Transport-moving,Adm-clerical,Husband,Husband,White,White,Male,Female,0,0,0,0,99,39,United-States,?,>50K,<=50K
32,21,Self-emp-not-inc,Private,220148,271274,HS-grad,11th,9,7,Married-civ-spouse,Never-married,Exec-managerial,Sales,Husband,Husband,White,White,Male,Female,0,0,0,0,40,34,United-States,United-States,<=50K,<=50K
44,37,Self-emp-inc,Private,63503,174308,Bachelors,Some-college,13,10,Married-civ-spouse,Never-married,Sales,Tech-support,Husband,Husband,White,White,Male,Female,0,0,0,0,60,32,Greece,United-States,>50K,>50K
63,22,Private,Private,210350,205100,5th-6th,Some-college,3,10,Married-civ-spouse,Never-married,Machine-op-inspct,Sales,Husband,Husband,Other,White,Male,Female,0,0,0,0,32,20,Mexico,United-States,<=50K,<=50K
60,37,Private,Federal-gov,194589,98989,Bachelors,12th,13,13,Married-civ-spouse,Separated,Prof-specialty,Protective-serv,Husband,Husband,White,White,Male,Male,7688,0,0,1870,40,48,United-States,United-States,>50K,>50K
55,61,Private,Self-emp-not-inc,200453,94113,Some-college,Assoc-acdm,10,10,Married-civ-spouse,Never-married,Tech-support,Prof-specialty,Husband,Husband,White,White,Male,Female,0,0,0,0,40,34,United-States,United-States,<=50K,<=50K
77,28,Self-emp-not-inc,Private,101575,176514,12th,Assoc-acdm,8,12,Divorced,Married-civ-spouse,Transport-moving,Tech-support,Not-in-family,Husband,White,White,Male,Female,0,0,0,0,12,39,United-States,United-States,<=50K,<=50K
55,46,Private,Private,201232,207342,Masters,Some-college,14,10,Married-civ-spouse,Never-married,Exec-managerial,Other-service,Husband,Husband,White,White,Male,Female,0,0,0,0,55,34,United-States,Cuba,>50K,<=50K
51,34,Private,State-gov,168553,82578,HS-grad,Some-college,9,10,Never-married,Separated,Craft-repair,Other-service,Own-child,Husband,White,White,Male,Male,0,0,0,0,35,65,United-States,United-States,<=50K,<=50K
35,48,Private,Private,166606,203910,Some-college,Assoc-voc,10,11,Married-civ-spouse,Never-married,Exec-managerial,Prof-specialty,Husband,Husband,White,White,Male,Male,0,0,0,0,40,38,United-States,United-States,<=50K,<=50K
26,54,?,Private,104756,142675,HS-grad,HS-grad,9,9,Married-AF-spouse,Never-married,?,Adm-clerical,Wife,Husband,White,Black,Female,Male,0,0,1651,0,42,20,United-States,United-States,<=50K,<=50K
33,45,Private,Federal-gov,106014,96099,Bachelors,11th,13,13,Divorced,Divorced,Sales,Exec-managerial,Not-in-family,Husband,White,White,Male,Male,0,0,0,0,40,38,United-States,United-States,<=50K,<=50K
