age,age_noworkclass,workclass,workclass_noworkclass,fnlwgt,fnlwgt_noworkclass,education,education_noworkclass,education_num,education_num_noworkclass,marital_status,marital_status_noworkclass,occupation,occupation_noworkclass,relationship,relationship_noworkclass,race,race_noworkclass,sex,sex_noworkclass,capital_gain,capital_gain_noworkclass,capital_loss,capital_loss_noworkclass,hours_per_week,hours_per_week_noworkclass,native_country,native_country_noworkclass,income_per_year,income_per_year_noworkclass
52,36,Private,Private,249196,379885,Assoc-acdm,HS-grad,12,10,Married-civ-spouse,Never-married,Exec-managerial,Adm-clerical,Husband,Not-in-family,White,White,Male,Male,0,3674,0,1741,55,34,United-States,United-States,>50K,>50K
64,23,?,Private,201700,116080,7th-8th,Assoc-acdm,4,10,Married-civ-spouse,Married-civ-spouse,?,Craft-repair,Husband,Not-in-family,White,Asian-Pac-Islander,Male,Male,0,3674,0,1741,40,43,United-States,United-States,<=50K,>50K
52,36,Private,Private,188644,204817,Some-college,HS-grad,10,10,Married-civ-spouse,Married-civ-spouse,Transport-moving,Prof-specialty,Husband,Not-in-family,White,Black,Male,Male,0,3674,0,1741,30,34,Mexico,United-States,<=50K,<=50K
32,64,Private,Private,255004,235521,HS-grad,Some-college,9,10,Married-civ-spouse,Never-married,Craft-repair,Adm-clerical,Husband,Not-in-family,White,White,Male,Female,0,3674,0,1741,50,7,United-States,United-States,<=50K,<=50K
34,51,Private,Private,100145,235521,Some-college,Bachelors,10,14,Married-civ-spouse,Married-civ-spouse,Adm-clerical,Adm-clerical,Wife,Husband,White,Asian-Pac-Islander,Female,Male,0,3674,0,1741,20,34,United-States,?,<=50K,>50K
18,51,Private,Private,183274,160703,11th,HS-grad,7,10,Never-married,Married-civ-spouse,Other-service,Adm-clerical,Own-child,Husband,White,White,Female,Male,594,3674,0,1741,30,43,United-States,?,<=50K,<=50K
45,23,Self-emp-not-inc,Private,44671,379885,Some-college,Some-college,10,10,Married-civ-spouse,Married-civ-spouse,Handlers-cleaners,Transport-moving,Husband,Husband,White,Black,Male,Male,0,3674,0,1741,40,34,United-States,United-States,<=50K,>50K
24,23,Private,Private,354351,204817,Bachelors,11th,13,6,Never-married,Never-married,Prof-specialty,Handlers-cleaners,Not-in-family,Other-relative,White,Black,Male,Male,0,3674,0,1741,40,34,United-States,United-States,<=50K,<=50K
43,23,Private,Private,346189,379885,Some-college,12th,10,6,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Prof-specialty,Husband,Wife,White,White,Male,Female,0,3674,0,1741,40,34,United-States,United-States,>50K,<=50K
49,51,Private,Private,304864,84390,Some-college,Bachelors,10,14,Divorced,Married-civ-spouse,Tech-support,Exec-managerial,Unmarried,Husband,Black,White,Female,Male,0,3674,0,1741,35,43,United-States,United-States,<=50K,>50K
68,23,Self-emp-inc,Private,505365,160703,Bachelors,HS-grad,13,10,Separated,Never-married,Sales,Other-service,Unmarried,Own-child,White,Black,Male,Female,0,3674,0,1741,70,34,Canada,?,<=50K,<=50K
18,36,State-gov,Private,268520,160703,HS-grad,Bachelors,9,14,Never-married,Married-civ-spouse,Adm-clerical,Other-service,Own-child,Husband,White,White,Female,Male,0,3674,0,1741,40,34,United-States,United-States,<=50K,<=50K
27,36,State-gov,Private,210295,235521,Bachelors,Some-college,13,10,Married-civ-spouse,Married-civ-spouse,Protective-serv,Exec-managerial,Husband,Husband,White,White,Male,Male,0,3674,0,1741,40,55,United-States,United-States,<=50K,>50K
18,51,Private,Private,103339,160703,10th,Masters,6,14,Never-married,Never-married,Sales,Adm-clerical,Own-child,Not-in-family,White,White,Female,Female,0,3674,1719,1741,16,43,United-States,United-States,<=50K,<=50K
33,36,Private,Private,145437,116080,Some-college,Assoc-voc,10,10,Divorced,Married-civ-spouse,Craft-repair,Craft-repair,Unmarried,Husband,White,White,Male,Male,0,3674,0,1741,40,34,United-States,United-States,<=50K,<=50K
48,51,Private,Private,56071,185616,Bachelors,Assoc-voc,13,10,Married-civ-spouse,Separated,Craft-repair,Prof-specialty,Husband,Unmarried,White,White,Male,Female,0,3674,0,1741,40,34,United-States,United-States,>50K,<=50K
34,64,Private,Private,233729,160703,Assoc-acdm,7th-8th,12,2,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Prof-specialty,Husband,Husband,Black,White,Male,Male,0,3674,0,1741,50,34,United-States,United-States,>50K,<=50K
41,36,Private,Private,265932,185616,HS-grad,Assoc-voc,9,10,Divorced,Married-civ-spouse,Adm-clerical,Prof-specialty,Unmarried,Not-in-family,White,White,Female,Male,0,3674,0,1741,45,34,United-States,United-States,<=50K,<=50K
74,36,Private,Private,154347,84390,HS-grad,HS-grad,9,10,Never-married,Never-married,Transport-moving,Farming-fishing,Not-in-family,Unmarried,White,Asian-Pac-Islander,Male,Female,0,3674,0,1741,10,34,United-States,United-States,<=50K,<=50K
40,36,Private,Private,277507,235521,HS-grad,Bachelors,9,14,Married-spouse-absent,Never-married,Handlers-cleaners,Exec-managerial,Not-in-family,Husband,White,White,Male,Female,0,3674,1669,1741,40,34,United-States,United-States,<=50K,<=50K
53,51,Federal-gov,Private,172898,116080,Prof-school,Bachelors,15,14,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Exec-managerial,Husband,Husband,White,White,Male,Male,0,3674,0,1741,60,20,United-States,United-States,>50K,<=50K
47,51,Private,Private,182655,204817,Assoc-voc,HS-grad,11,14,Married-civ-spouse,Never-married,Tech-support,Adm-clerical,Husband,Not-in-family,White,White,Male,Male,0,3674,0,1741,52,55,United-States,United-States,>50K,>50K
20,23,?,Private,175431,288825,Some-college,Some-college,10,10,Never-married,Never-married,?,Other-service,Own-child,Not-in-family,White,White,Male,Female,0,3674,0,1741,40,20,United-States,United-States,<=50K,<=50K
30,23,Private,Private,181460,137733,HS-grad,Some-college,9,10,Divorced,Never-married,Other-service,Other-service,Unmarried,Husband,White,Asian-Pac-Islander,Female,Female,0,3674,0,1741,37,20,United-States,United-States,<=50K,<=50K
38,23,Private,Private,149771,116080,HS-grad,12th,9,6,Divorced,Never-married,Craft-repair,Exec-managerial,Not-in-family,Own-child,White,White,Male,Male,3325,3674,0,1741,40,34,United-States,United-States,<=50K,<=50K
44,23,Private,Private,45363,379885,Some-college,Some-college,10,10,Married-civ-spouse,Never-married,Tech-support,Other-service,Husband,Not-in-family,White,Black,Male,Male,0,3674,0,1741,44,34,United-States,United-States,>50K,<=50K
48,36,Private,Private,180010,116080,Some-college,HS-grad,10,10,Separated,Married-civ-spouse,Craft-repair,Craft-repair,Unmarried,Husband,White,White,Female,Female,0,3674,0,1741,40,43,United-States,United-States,<=50K,<=50K
36,36,?,Private,103886,235521,HS-grad,Some-college,9,10,Married-civ-spouse,Divorced,?,Adm-clerical,Husband,Unmarried,White,White,Male,Female,0,3674,0,1741,15,34,United-States,United-States,<=50K,<=50K
20,23,Private,Private,233198,204817,HS-grad,HS-grad,9,10,Never-married,Never-married,Craft-repair,Adm-clerical,Own-child,Not-in-family,White,White,Male,Male,0,3674,0,1741,40,34,United-States,United-States,<=50K,<=50K
47,36,Federal-gov,Private,124974,288825,Some-college,Some-college,10,10,Divorced,Never-married,Adm-clerical,Prof-specialty,Not-in-family,Not-in-family,White,White,Female,Male,0,3674,0,1741,25,55,United-States,United-States,<=50K,<=50K
61,51,?,Private,29059,160703,HS-grad,HS-grad,9,10,Widowed,Married-civ-spouse,?,Craft-repair,Not-in-family,Husband,White,White,Female,Male,0,3674,0,1741,12,43,United-States,United-States,<=50K,>50K
34,23,Private,Private,136331,185616,HS-grad,HS-grad,9,6,Married-civ-spouse,Separated,Transport-moving,Exec-managerial,Husband,Unmarried,White,Black,Male,Female,0,3674,0,1741,60,43,United-States,United-States,<=50K,<=50K
43,64,Private,Private,106900,137733,Some-college,Bachelors,10,10,Married-civ-spouse,Widowed,Prof-specialty,Adm-clerical,Husband,Unmarried,White,White,Male,Female,0,3674,0,1741,40,7,United-States,United-States,<=50K,<=50K
25,36,Self-emp-not-inc,Private,314464,185616,HS-grad,Some-college,9,10,Never-married,Married-civ-spouse,Craft-repair,Adm-clerical,Own-child,Husband,White,Black,Male,Male,0,3674,0,1741,40,34,United-States,United-States,<=50K,>50K
51,23,State-gov,Private,152810,185616,Assoc-voc,Some-college,11,10,Married-civ-spouse,Married-spouse-absent,Tech-support,Other-service,Husband,Not-in-family,White,White,Male,Male,0,3674,0,1741,40,43,United-States,United-States,>50K,<=50K
50,51,State-gov,Private,76728,160703,Some-college,HS-grad,10,10,Divorced,Widowed,Adm-clerical,Prof-specialty,Not-in-family,Unmarried,White,White,Female,Male,0,3674,0,1741,39,34,United-States,United-States,<=50K,<=50K
42,23,Private,Private,55854,185616,Bachelors,Masters,13,10,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Adm-clerical,Husband,Husband,White,White,Male,Female,0,3674,0,1741,40,43,United-States,United-States,<=50K,<=50K
17,36,Private,Private,36801,84390,10th,HS-grad,6,10,Never-married,Divorced,Other-service,Other-service,Own-child,Not-in-family,White,White,Female,Female,0,3674,0,1741,18,43,United-States,United-States,<=50K,<=50K
51,23,?,Private,243631,35603,HS-grad,Some-college,9,10,Married-civ-spouse,Married-civ-spouse,?,Transport-moving,Husband,Husband,Asian-Pac-Islander,White,Male,Male,2105,3674,0,1741,20,55,South,United-States,<=50K,>50K
46,23,Local-gov,Private,155654,160703,Masters,Some-college,14,10,Never-married,Never-married,Prof-specialty,Adm-clerical,Not-in-family,Own-child,White,Asian-Pac-Islander,Female,Female,0,3674,0,1741,40,34,United-States,United-States,<=50K,<=50K
51,64,Private,Private,173987,84390,HS-grad,Assoc-voc,9,10,Married-civ-spouse,Never-married,Sales,Adm-clerical,Husband,Not-in-family,White,White,Male,Female,0,3674,0,1741,48,34,United-States,United-States,>50K,<=50K
18,36,Private,Private,115725,35603,11th,Doctorate,7,14,Never-married,Married-spouse-absent,Other-service,Prof-specialty,Own-child,Not-in-family,White,White,Female,Female,0,3674,0,1741,12,34,United-States,?,<=50K,<=50K
21,23,Private,Private,154556,160703,Some-college,Some-college,10,10,Never-married,Never-married,Other-service,Other-service,Own-child,Own-child,White,White,Male,Female,0,3674,0,1741,15,34,?,United-States,<=50K,<=50K
33,36,Self-emp-not-inc,Private,234976,288825,Bachelors,HS-grad,13,10,Married-civ-spouse,Married-civ-spouse,Sales,Farming-fishing,Wife,Husband,White,White,Female,Male,0,3674,0,1741,40,34,United-States,United-States,>50K,<=50K
27,51,Private,Private,122913,235521,7th-8th,Some-college,4,10,Married-civ-spouse,Married-civ-spouse,Transport-moving,Adm-clerical,Husband,Husband,White,White,Male,Male,0,3674,0,1741,40,34,United-States,United-States,<=50K,<=50K
36,23,Local-gov,Private,187411,84390,Masters,Assoc-voc,14,10,Never-married,Never-married,Prof-specialty,Adm-clerical,Not-in-family,Unmarried,White,Other,Male,Female,0,3674,0,1741,50,34,United-States,United-States,>50K,<=50K
31,36,Private,Private,193285,35603,HS-grad,HS-grad,9,10,Never-married,Married-civ-spouse,Transport-moving,Exec-managerial,Not-in-family,Husband,White,White,Male,Male,0,3674,0,1741,40,34,United-States,United-States,<=50K,<=50K
27,23,?,Private,96219,35603,HS-grad,Some-college,9,10,Separated,Never-married,?,Farming-fishing,Unmarried,Own-child,White,White,Female,Male,0,3674,0,1741,50,43,United-States,United-States,<=50K,<=50K
20,51,Private,Private,117767,288825,Some-college,Bachelors,10,14,Never-married,Married-civ-spouse,Transport-moving,Other-service,Own-child,Husband,White,White,Male,Male,0,3674,0,1741,40,43,United-States,United-States,<=50K,>50K
45,23,Self-emp-inc,Private,81534,116080,HS-grad,Some-college,9,10,Never-married,Never-married,Sales,Adm-clerical,Unmarried,Not-in-family,Asian-Pac-Islander,White,Male,Female,0,3674,0,1741,40,20,United-States,United-States,<=50K,<=50K
22,64,Private,Private,202125,116080,HS-grad,Some-college,9,14,Married-civ-spouse,Married-civ-spouse,Sales,Prof-specialty,Husband,Husband,White,Asian-Pac-Islander,Male,Male,0,3674,0,1741,50,43,United-States,India,<=50K,<=50K
40,36,Local-gov,Private,225660,137733,Bachelors,Some-college,13,10,Never-married,Married-civ-spouse,Protective-serv,Adm-clerical,Not-in-family,Wife,White,White,Female,Female,0,3674,0,1741,40,7,United-States,United-States,<=50K,<=50K
25,36,State-gov,Private,203279,160703,Bachelors,Assoc-voc,13,10,Never-married,Married-civ-spouse,Prof-specialty,Adm-clerical,Not-in-family,Wife,Asian-Pac-Islander,White,Male,Female,0,3674,0,1741,20,20,India,United-States,<=50K,>50K
40,36,Self-emp-not-inc,Private,151960,204817,Some-college,9th,10,6,Divorced,Never-married,Craft-repair,Adm-clerical,Unmarried,Not-in-family,White,Black,Female,Female,0,3674,0,1741,38,34,United-States,Haiti,<=50K,<=50K
48,36,Private,Private,368561,160703,Bachelors,HS-grad,13,10,Married-civ-spouse,Divorced,Sales,Exec-managerial,Husband,Not-in-family,White,White,Male,Male,0,3674,1902,1741,37,34,United-States,United-States,>50K,<=50K
30,64,Private,Private,202046,185616,HS-grad,HS-grad,9,6,Never-married,Never-married,Adm-clerical,Adm-clerical,Not-in-family,Own-child,White,White,Male,Female,0,3674,0,1741,20,20,United-States,United-States,<=50K,<=50K
61,23,Private,Private,197286,116080,Bachelors,Some-college,13,10,Married-civ-spouse,Never-married,Machine-op-inspct,Prof-specialty,Husband,Own-child,White,Black,Male,Male,0,3674,0,1741,40,20,United-States,United-States,>50K,<=50K
49,23,Self-emp-not-inc,Private,285570,116080,7th-8th,HS-grad,4,10,Married-civ-spouse,Married-civ-spouse,Farming-fishing,Adm-clerical,Husband,Husband,White,White,Male,Male,0,3674,0,1741,50,34,United-States,United-States,<=50K,<=50K
22,51,Private,Private,380899,185616,Some-college,HS-grad,10,10,Never-married,Married-civ-spouse,Craft-repair,Prof-specialty,Own-child,Husband,White,White,Male,Male,0,3674,0,1741,40,43,United-States,United-States,<=50K,<=50K
19,23,Private,Private,325217,160703,HS-grad,Masters,9,14,Never-married,Married-civ-spouse,Other-service,Prof-specialty,Own-child,Not-in-family,White,White,Male,Male,0,3674,0,1741,32,20,United-States,United-States,<=50K,<=50K
26,23,Private,Private,111058,35603,Bachelors,HS-grad,13,10,Never-married,Never-married,Sales,Prof-specialty,Own-child,Own-child,White,White,Male,Male,0,3674,0,1741,50,55,United-States,United-States,<=50K,<=50K
27,51,State-gov,Private,162312,116080,Some-college,Some-college,10,10,Never-married,Separated,Other-service,Exec-managerial,Not-in-family,Husband,Asian-Pac-Islander,White,Male,Male,0,3674,0,1741,50,43,South,United-States,<=50K,>50K
41,51,Self-emp-inc,Private,136986,116080,Masters,Bachelors,14,10,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Exec-managerial,Husband,Husband,White,White,Male,Male,0,3674,0,1741,40,43,United-States,United-States,<=50K,>50K
33,23,Federal-gov,Private,97654,137733,Doctorate,Some-college,16,10,Married-civ-spouse,Never-married,Prof-specialty,Adm-clerical,Husband,Not-in-family,White,White,Male,Female,0,3674,0,1741,40,34,United-States,United-States,<=50K,<=50K
56,36,Private,Private,229116,204817,Some-college,9th,10,6,Never-married,Separated,Other-service,Craft-repair,Not-in-family,Not-in-family,White,White,Male,Male,0,3674,0,1741,32,34,United-States,?,<=50K,<=50K
43,51,Private,Private,159549,116080,Bachelors,11th,13,6,Married-civ-spouse,Divorced,Exec-managerial,Other-service,Husband,Not-in-family,White,White,Male,Female,0,3674,1902,1741,40,34,United-States,United-States,>50K,<=50K
29,36,Private,Private,195760,185616,HS-grad,Bachelors,9,14,Married-civ-spouse,Married-civ-spouse,Other-service,Prof-specialty,Wife,Husband,White,White,Female,Male,0,3674,0,1741,35,43,United-States,United-States,<=50K,>50K
44,23,Self-emp-inc,Private,277788,379885,11th,10th,7,6,Married-civ-spouse,Never-married,Sales,Tech-support,Husband,Unmarried,White,Black,Male,Female,0,3674,0,1741,60,34,Portugal,United-States,>50K,<=50K
37,36,State-gov,Private,120201,116080,Some-college,HS-grad,10,6,Divorced,Married-civ-spouse,Adm-clerical,Exec-managerial,Own-child,Husband,Other,Black,Female,Male,0,3674,0,1741,40,55,United-States,United-States,<=50K,>50K
24,51,Private,Private,236601,204817,Some-college,HS-grad,10,10,Divorced,Divorced,Machine-op-inspct,Adm-clerical,Not-in-family,Unmarried,White,Black,Male,Female,0,3674,2339,1741,43,43,United-States,United-States,<=50K,<=50K
65,64,?,Private,94809,35603,HS-grad,Masters,9,14,Widowed,Married-civ-spouse,?,Prof-specialty,Not-in-family,Husband,White,Black,Female,Male,0,3674,0,1741,40,43,United-States,United-States,<=50K,>50K
38,51,Private,Private,219757,185616,HS-grad,HS-grad,9,10,Married-civ-spouse,Married-civ-spouse,Transport-moving,Exec-managerial,Husband,Husband,White,White,Male,Male,0,3674,0,1741,40,20,United-States,United-States,<=50K,<=50K
35,51,Local-gov,Private,160728,137733,Masters,HS-grad,14,10,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Transport-moving,Husband,Husband,White,White,Male,Male,0,3674,0,1741,45,43,United-States,United-States,>50K,>50K
39,36,Private,Private,308945,137733,Bachelors,Bachelors,13,2,Never-married,Married-spouse-absent,Adm-clerical,Machine-op-inspct,Own-child,Husband,White,White,Female,Female,0,3674,0,1741,50,34,United-States,United-States,<=50K,<=50K
47,23,Self-emp-not-inc,Private,185859,185616,HS-grad,10th,9,6,Married-civ-spouse,Married-civ-spouse,Farming-fishing,Craft-repair,Husband,Husband,White,White,Male,Male,3103,3674,0,1741,60,43,United-States,United-States,>50K,<=50K
47,36,?,Private,163748,160703,Masters,Bachelors,14,14,Divorced,Married-civ-spouse,?,Exec-managerial,Unmarried,Husband,White,White,Female,Male,0,3674,0,1741,35,43,?,United-States,<=50K,>50K
51,51,State-gov,Private,48358,379885,HS-grad,HS-grad,9,2,Married-civ-spouse,Married-civ-spouse,Craft-repair,Craft-repair,Husband,Unmarried,White,White,Male,Male,3103,3674,0,1741,52,34,United-States,Portugal,>50K,<=50K
38,51,Federal-gov,Private,77792,84390,HS-grad,Bachelors,9,10,Married-civ-spouse,Divorced,Machine-op-inspct,Adm-clerical,Husband,Not-in-family,White,White,Male,Female,0,3674,0,1741,56,34,United-States,United-States,<=50K,<=50K
44,23,Private,Private,114753,137733,Some-college,HS-grad,10,6,Widowed,Never-married,Tech-support,Prof-specialty,Unmarried,Not-in-family,White,White,Female,Female,0,3674,0,1741,38,43,United-States,Germany,<=50K,<=50K
24,36,Private,Private,234259,137733,HS-grad,Bachelors,9,14,Never-married,Married-civ-spouse,Adm-clerical,Prof-specialty,Other-relative,Husband,White,Asian-Pac-Islander,Female,Male,0,3674,0,1741,40,34,United-States,?,<=50K,<=50K
41,36,Private,Private,152617,288825,HS-grad,Some-college,9,10,Divorced,Married-civ-spouse,Exec-managerial,Exec-managerial,Unmarried,Husband,White,Black,Female,Male,0,3674,0,1741,40,43,United-States,United-States,<=50K,>50K
51,36,Private,Private,204567,235521,Assoc-voc,Bachelors,11,14,Divorced,Married-civ-spouse,Adm-clerical,Craft-repair,Unmarried,Husband,White,White,Female,Male,0,3674,0,1741,45,34,United-States,United-States,<=50K,>50K
