age,age_nooccupation,workclass,workclass_nooccupation,fnlwgt,fnlwgt_nooccupation,education,education_nooccupation,education_num,education_num_nooccupation,marital_status,marital_status_nooccupation,occupation,occupation_nooccupation,relationship,relationship_nooccupation,race,race_nooccupation,sex,sex_nooccupation,capital_gain,capital_gain_nooccupation,capital_loss,capital_loss_nooccupation,hours_per_week,hours_per_week_nooccupation,native_country,native_country_nooccupation,income_per_year,income_per_year_nooccupation
31,20,Self-emp-not-inc,Private,145714,34918,10th,HS-grad,6,10,Married-civ-spouse,Never-married,Craft-repair,Prof-specialty,Husband,Husband,White,White,Male,Male,0,2407,0,1590,48,55,United-States,United-States,<=50K,<=50K
30,46,Private,Private,49358,192894,12th,HS-grad,8,13,Never-married,Married-civ-spouse,Sales,Prof-specialty,Own-child,Husband,Black,White,Female,Male,0,2407,0,2051,40,55,United-States,United-States,<=50K,>50K
21,20,Private,Private,214956,205195,Some-college,Some-college,10,10,Never-married,Never-married,Tech-support,Prof-specialty,Own-child,Husband,White,White,Male,Female,0,2407,0,1590,30,40,United-States,United-States,<=50K,<=50K
29,46,Private,Private,66172,98746,Some-college,Some-college,10,10,Separated,Never-married,Adm-clerical,Prof-specialty,Not-in-family,Husband,White,White,Female,Male,0,2407,0,1590,40,40,United-States,United-States,<=50K,<=50K
37,20,Local-gov,Private,136749,34918,HS-grad,11th,9,6,Never-married,Never-married,Adm-clerical,Prof-specialty,Own-child,Other-relative,White,Amer-Indian-Eskimo,Female,Female,0,2407,0,1590,35,25,United-States,United-States,<=50K,<=50K
27,26,?,Private,258231,68326,HS-grad,Some-college,9,8,Never-married,Never-married,?,Prof-specialty,Not-in-family,Not-in-family,White,Black,Male,Male,0,2407,0,1590,35,25,?,United-States,<=50K,<=50K
19,33,Private,State-gov,43937,115358,Some-college,HS-grad,10,8,Never-married,Married-civ-spouse,Other-service,Prof-specialty,Own-child,Husband,White,White,Female,Male,0,2407,0,1590,12,40,United-States,United-States,<=50K,<=50K
33,20,Self-emp-not-inc,Private,114639,34918,11th,Masters,7,8,Never-married,Never-married,Farming-fishing,Prof-specialty,Unmarried,Other-relative,White,White,Male,Male,0,2407,0,1590,40,40,United-States,United-States,<=50K,<=50K
72,39,Self-emp-not-inc,Private,104090,331649,Bachelors,HS-grad,13,13,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Prof-specialty,Husband,Husband,White,White,Male,Male,0,2407,0,1590,40,40,Scotland,United-States,<=50K,>50K
21,72,Private,Private,137510,98746,HS-grad,Prof-school,9,15,Married-civ-spouse,Widowed,Craft-repair,Prof-specialty,Husband,Not-in-family,White,Black,Male,Female,0,2407,0,1590,20,25,Germany,United-States,<=50K,<=50K
23,26,Private,Private,123586,248446,Some-college,HS-grad,10,4,Never-married,Never-married,Adm-clerical,Prof-specialty,Own-child,Not-in-family,Other,White,Male,Female,0,2407,0,1590,25,40,United-States,Mexico,<=50K,<=50K
45,20,Private,Private,293628,248446,Some-college,HS-grad,10,8,Married-civ-spouse,Never-married,Prof-specialty,Prof-specialty,Husband,Not-in-family,White,White,Male,Female,0,2407,0,1590,50,40,Philippines,United-States,>50K,<=50K
37,33,Federal-gov,Private,239409,133061,HS-grad,Assoc-voc,9,10,Divorced,Married-civ-spouse,Exec-managerial,Prof-specialty,Not-in-family,Husband,White,White,Male,Male,0,2407,0,1590,40,40,United-States,United-States,>50K,>50K
37,39,Self-emp-inc,Self-emp-inc,593246,68326,Bachelors,HS-grad,13,10,Never-married,Married-civ-spouse,Other-service,Prof-specialty,Not-in-family,Husband,White,White,Female,Female,0,2407,0,1590,50,40,United-States,United-States,>50K,<=50K
36,39,Private,Federal-gov,30269,248446,Some-college,HS-grad,10,8,Married-civ-spouse,Married-civ-spouse,Other-service,Prof-specialty,Wife,Husband,White,White,Female,Male,7298,2407,0,1590,32,40,United-States,United-States,>50K,>50K
31,26,Private,Private,48456,133061,Some-college,Masters,10,13,Never-married,Never-married,Sales,Prof-specialty,Not-in-family,Not-in-family,White,White,Female,Male,0,2407,0,1590,40,25,United-States,United-States,<=50K,<=50K
63,39,Private,Private,153894,248446,Assoc-voc,HS-grad,11,8,Divorced,Married-civ-spouse,Exec-managerial,Prof-specialty,Not-in-family,Husband,White,Amer-Indian-Eskimo,Female,Male,0,2407,0,1590,24,55,Puerto-Rico,United-States,<=50K,<=50K
24,26,Private,Private,182117,205195,Bachelors,Bachelors,13,13,Never-married,Never-married,Adm-clerical,Prof-specialty,Own-child,Not-in-family,White,White,Male,Female,0,2407,0,1590,28,40,United-States,United-States,<=50K,<=50K
29,39,Private,Private,231148,222848,Bachelors,Assoc-acdm,13,13,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Prof-specialty,Husband,Husband,White,White,Male,Male,0,2407,0,1590,50,55,United-States,United-States,>50K,>50K
53,46,Private,Private,184176,152652,Some-college,10th,10,6,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Prof-specialty,Husband,Husband,White,White,Male,Male,0,2407,0,1590,50,77,United-States,United-States,>50K,<=50K
40,46,Self-emp-not-inc,Private,29702,34918,HS-grad,HS-grad,9,8,Never-married,Married-civ-spouse,Farming-fishing,Prof-specialty,Own-child,Husband,White,White,Male,Male,0,6514,0,1590,85,40,United-States,United-States,<=50K,>50K
40,33,Private,Private,276759,331649,Masters,Assoc-voc,14,10,Married-civ-spouse,Divorced,Prof-specialty,Prof-specialty,Wife,Not-in-family,White,White,Female,Male,0,2407,0,1590,60,40,United-States,United-States,>50K,<=50K
36,33,Private,Private,179731,68326,HS-grad,Some-college,9,10,Never-married,Married-civ-spouse,Priv-house-serv,Prof-specialty,Other-relative,Husband,White,White,Female,Male,0,2407,0,1590,20,77,?,United-States,<=50K,<=50K
64,52,Private,Private,234570,180955,Some-college,HS-grad,10,8,Married-civ-spouse,Married-civ-spouse,Adm-clerical,Prof-specialty,Husband,Husband,White,White,Male,Male,0,2407,0,1590,40,40,United-States,United-States,<=50K,<=50K
33,46,Private,Private,143485,282948,HS-grad,11th,9,6,Married-civ-spouse,Never-married,Handlers-cleaners,Prof-specialty,Husband,Not-in-family,Black,White,Male,Male,0,2407,0,1590,40,40,United-States,United-States,<=50K,<=50K
20,33,Private,Private,143062,192894,HS-grad,10th,9,13,Never-married,Married-civ-spouse,Machine-op-inspct,Prof-specialty,Own-child,Husband,White,White,Male,Male,0,6514,0,1590,40,40,United-States,United-States,<=50K,>50K
47,39,Private,Private,146516,68326,Some-college,Assoc-voc,10,10,Married-civ-spouse,Married-civ-spouse,Handlers-cleaners,Prof-specialty,Wife,Wife,White,White,Female,Female,0,2407,0,1590,48,25,United-States,United-States,<=50K,<=50K
19,52,?,State-gov,180395,133061,Some-college,Bachelors,10,13,Never-married,Married-civ-spouse,?,Prof-specialty,Own-child,Husband,Asian-Pac-Islander,White,Female,Male,0,2407,0,1590,36,55,United-States,United-States,<=50K,>50K
32,59,Private,State-gov,108256,115358,12th,11th,8,6,Married-civ-spouse,Never-married,Transport-moving,Prof-specialty,Husband,Not-in-family,White,White,Male,Male,0,2407,0,1590,60,40,United-States,United-States,>50K,<=50K
25,52,Private,Private,211392,68326,HS-grad,Some-college,9,13,Never-married,Married-civ-spouse,Other-service,Prof-specialty,Not-in-family,Husband,White,White,Male,Male,0,2407,0,1590,48,40,United-States,United-States,<=50K,<=50K
26,20,Federal-gov,Self-emp-not-inc,271243,331649,12th,Some-college,8,10,Never-married,Never-married,Adm-clerical,Prof-specialty,Not-in-family,Not-in-family,Black,White,Male,Male,0,2407,0,1590,40,8,Haiti,United-States,<=50K,<=50K
25,33,Local-gov,Private,197822,133061,Bachelors,HS-grad,13,13,Never-married,Married-civ-spouse,Prof-specialty,Prof-specialty,Own-child,Wife,White,White,Female,Female,0,2407,0,1590,40,40,United-States,United-States,<=50K,>50K
40,46,Self-emp-not-inc,Local-gov,167678,168212,Bachelors,Assoc-voc,13,10,Married-civ-spouse,Married-civ-spouse,Craft-repair,Prof-specialty,Husband,Husband,White,White,Male,Male,0,2407,0,1590,40,55,Dominican-Republic,United-States,>50K,>50K
30,26,Private,Private,30101,115358,Some-college,5th-6th,10,4,Married-civ-spouse,Never-married,Craft-repair,Prof-specialty,Husband,Not-in-family,White,White,Male,Female,0,2407,0,1590,40,40,United-States,?,>50K,<=50K
46,26,Local-gov,Self-emp-not-inc,232220,222848,Masters,11th,14,6,Divorced,Never-married,Exec-managerial,Prof-specialty,Not-in-family,Husband,White,White,Male,Female,0,2407,0,1590,50,40,United-States,United-States,>50K,<=50K
29,39,?,Private,212588,152652,Bachelors,HS-grad,13,13,Never-married,Divorced,?,Prof-specialty,Not-in-family,Not-in-family,White,White,Male,Female,0,2407,0,1590,53,55,United-States,United-States,<=50K,<=50K
35,26,Private,Self-emp-inc,306156,248446,HS-grad,11th,9,10,Married-civ-spouse,Never-married,Machine-op-inspct,Prof-specialty,Husband,Own-child,White,White,Male,Male,0,2407,0,1590,45,40,United-States,United-States,<=50K,<=50K
30,46,Self-emp-not-inc,Private,70985,205195,HS-grad,Masters,9,10,Married-civ-spouse,Married-civ-spouse,Farming-fishing,Prof-specialty,Husband,Husband,White,White,Male,Female,0,6514,0,1590,75,40,United-States,United-States,<=50K,>50K
58,20,Private,Private,185459,192894,11th,HS-grad,7,8,Married-civ-spouse,Never-married,Machine-op-inspct,Prof-specialty,Husband,Not-in-family,White,White,Male,Male,0,2407,0,1590,40,40,United-States,United-States,<=50K,<=50K
17,46,Private,Private,91141,133061,10th,Some-college,6,10,Never-married,Never-married,Sales,Prof-specialty,Own-child,Husband,White,White,Male,Male,0,2407,0,1590,8,40,United-States,United-States,<=50K,<=50K
42,52,Private,Private,347653,168212,Bachelors,HS-grad,13,8,Divorced,Widowed,Other-service,Prof-specialty,Unmarried,Husband,White,White,Male,Male,0,2407,0,1590,60,25,United-States,Nicaragua,<=50K,<=50K
31,46,Private,Private,189759,282948,HS-grad,7th-8th,9,4,Married-civ-spouse,Married-civ-spouse,Transport-moving,Prof-specialty,Husband,Husband,White,Other,Male,Male,0,2407,0,1590,50,40,United-States,Dominican-Republic,<=50K,<=50K
46,33,Private,Private,272792,115358,Bachelors,11th,13,10,Divorced,Never-married,Craft-repair,Prof-specialty,Not-in-family,Not-in-family,Black,White,Female,Male,0,6514,0,1590,40,55,United-States,United-States,<=50K,<=50K
27,26,?,Private,95708,180955,11th,HS-grad,7,8,Divorced,Married-civ-spouse,?,Prof-specialty,Not-in-family,Wife,Asian-Pac-Islander,White,Male,Male,0,2407,0,1590,40,40,United-States,United-States,<=50K,<=50K
71,20,?,Private,111712,331649,Some-college,HS-grad,10,8,Married-civ-spouse,Never-married,?,Prof-specialty,Husband,Own-child,White,Black,Male,Male,0,2407,0,1590,16,40,United-States,United-States,<=50K,<=50K
32,39,Private,Private,132767,98746,Bachelors,10th,13,13,Married-civ-spouse,Married-spouse-absent,Sales,Prof-specialty,Husband,Other-relative,White,White,Male,Male,0,2407,0,1590,50,55,United-States,United-States,>50K,<=50K
62,33,Self-emp-not-inc,Private,162245,222848,Bachelors,HS-grad,13,13,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Prof-specialty,Husband,Husband,White,White,Male,Male,0,2407,0,1590,35,40,United-States,Mexico,<=50K,>50K
78,20,Self-emp-not-inc,Private,152148,115358,7th-8th,11th,4,10,Married-civ-spouse,Never-married,Transport-moving,Prof-specialty,Husband,Not-in-family,White,White,Male,Male,0,2407,0,1590,20,40,United-States,United-States,<=50K,<=50K
54,33,?,Private,186565,192894,Masters,Some-college,14,10,Divorced,Married-civ-spouse,?,Prof-specialty,Not-in-family,Husband,White,Asian-Pac-Islander,Male,Male,0,2407,0,1590,1,55,United-States,United-States,<=50K,<=50K
22,26,Private,Private,193385,152652,HS-grad,9th,9,13,Never-married,Never-married,Handlers-cleaners,Prof-specialty,Not-in-family,Other-relative,Amer-Indian-Eskimo,Asian-Pac-Islander,Female,Male,0,2407,0,1590,40,40,United-States,Hong,<=50K,<=50K
31,20,Private,Private,185778,282948,HS-grad,HS-grad,9,8,Never-married,Never-married,Farming-fishing,Prof-specialty,Not-in-family,Husband,White,White,Male,Male,0,2407,0,1590,60,25,United-States,United-States,<=50K,<=50K
32,33,Private,Private,162370,168212,Masters,Some-college,14,10,Separated,Widowed,Prof-specialty,Prof-specialty,Not-in-family,Unmarried,White,White,Female,Female,0,2407,0,1590,35,40,Iran,United-States,<=50K,<=50K
38,52,Private,Private,340763,282948,HS-grad,HS-grad,9,8,Never-married,Married-civ-spouse,Adm-clerical,Prof-specialty,Not-in-family,Husband,Black,White,Male,Male,0,2407,2339,1590,47,40,United-States,United-States,<=50K,<=50K
77,26,Private,Private,148949,205195,10th,Assoc-acdm,6,15,Married-civ-spouse,Married-civ-spouse,Other-service,Prof-specialty,Husband,Husband,Black,White,Male,Male,3818,2407,0,1590,30,55,United-States,Columbia,<=50K,<=50K
62,46,Self-emp-not-inc,Private,147393,115358,7th-8th,7th-8th,4,8,Married-civ-spouse,Married-civ-spouse,Farming-fishing,Prof-specialty,Husband,Husband,White,White,Male,Male,0,2407,0,1590,40,40,United-States,United-States,>50K,>50K
33,39,Local-gov,Private,187203,282948,Bachelors,HS-grad,13,8,Married-civ-spouse,Married-civ-spouse,Sales,Prof-specialty,Husband,Husband,White,Black,Male,Male,0,2407,0,1590,50,40,United-States,United-States,<=50K,<=50K
40,39,Local-gov,Private,147206,180955,Assoc-voc,HS-grad,11,8,Married-civ-spouse,Separated,Craft-repair,Prof-specialty,Husband,Unmarried,White,White,Male,Female,0,2407,0,1590,35,40,United-States,United-States,<=50K,<=50K
65,46,Private,Private,228182,180955,Bachelors,Assoc-voc,13,10,Married-civ-spouse,Divorced,Prof-specialty,Prof-specialty,Husband,Unmarried,White,White,Male,Female,0,2407,0,1590,40,55,United-States,United-States,>50K,>50K
31,39,Private,Private,177426,168212,Bachelors,HS-grad,13,13,Married-civ-spouse,Divorced,Handlers-cleaners,Prof-specialty,Husband,Not-in-family,White,White,Male,Female,0,6514,0,1590,40,40,Mexico,United-States,<=50K,>50K
32,65,?,Private,161288,98746,9th,Bachelors,5,13,Married-civ-spouse,Married-civ-spouse,?,Prof-specialty,Husband,Husband,White,White,Male,Male,0,2407,0,1590,45,77,United-States,United-States,<=50K,>50K
32,20,Private,Private,133530,115358,Masters,HS-grad,14,10,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Prof-specialty,Wife,Own-child,Asian-Pac-Islander,White,Female,Male,0,2407,0,1590,20,40,United-States,United-States,<=50K,<=50K
45,39,Private,Private,117849,411037,11th,5th-6th,7,4,Married-civ-spouse,Married-civ-spouse,Transport-moving,Prof-specialty,Other-relative,Husband,White,White,Male,Male,0,2407,0,1590,40,77,United-States,Mexico,<=50K,<=50K
70,39,Private,Self-emp-not-inc,132670,248446,Masters,Some-college,14,10,Married-civ-spouse,Separated,Sales,Prof-specialty,Husband,Husband,White,White,Male,Male,9386,2407,0,1590,4,40,United-States,Cuba,>50K,<=50K
38,46,Self-emp-inc,Private,98360,34918,Doctorate,Some-college,16,10,Married-civ-spouse,Widowed,Prof-specialty,Prof-specialty,Husband,Not-in-family,White,White,Male,Female,0,2407,0,1590,50,40,United-States,United-States,>50K,>50K
37,52,Private,Private,226500,222848,HS-grad,HS-grad,9,10,Married-civ-spouse,Married-civ-spouse,Sales,Prof-specialty,Husband,Husband,White,White,Male,Male,0,2407,0,1590,50,40,United-States,United-States,<=50K,>50K
30,39,Private,Private,35644,192894,Assoc-voc,1st-4th,11,1,Never-married,Never-married,Craft-repair,Prof-specialty,Other-relative,Other-relative,White,White,Male,Male,0,2407,0,1590,40,40,United-States,United-States,<=50K,<=50K
34,39,Private,Private,49325,282948,Masters,Assoc-acdm,14,15,Married-civ-spouse,Never-married,Exec-managerial,Prof-specialty,Husband,Not-in-family,White,White,Male,Male,0,2407,0,1590,40,55,United-States,United-States,>50K,<=50K
19,20,Private,Private,142738,411037,Some-college,11th,10,6,Never-married,Never-married,Prof-specialty,Prof-specialty,Own-child,Own-child,White,White,Female,Male,14084,2407,0,1590,20,40,United-States,United-States,>50K,<=50K
54,20,Self-emp-not-inc,Private,207841,282948,HS-grad,7th-8th,9,4,Divorced,Never-married,Prof-specialty,Prof-specialty,Not-in-family,Not-in-family,White,White,Male,Male,0,2407,0,1590,20,25,United-States,Mexico,<=50K,<=50K
32,33,Private,Private,269355,411037,Some-college,HS-grad,10,8,Married-civ-spouse,Married-civ-spouse,Transport-moving,Prof-specialty,Husband,Husband,White,White,Male,Male,5178,2407,0,1590,50,40,United-States,United-States,>50K,<=50K
32,59,Self-emp-inc,Private,190290,152652,HS-grad,Some-college,9,10,Married-civ-spouse,Married-civ-spouse,Craft-repair,Prof-specialty,Husband,Husband,White,White,Male,Male,0,2407,0,1590,40,25,United-States,United-States,>50K,<=50K
24,33,Private,Private,209034,98746,HS-grad,Some-college,9,10,Never-married,Married-civ-spouse,Sales,Prof-specialty,Not-in-family,Unmarried,White,White,Female,Male,0,2407,0,1590,50,40,United-States,United-States,<=50K,<=50K
35,33,Private,Private,174571,152652,HS-grad,Some-college,9,10,Married-civ-spouse,Never-married,Handlers-cleaners,Prof-specialty,Husband,Not-in-family,Black,White,Male,Female,0,2407,0,1590,40,40,United-States,United-States,<=50K,<=50K
28,72,Private,Private,198583,98746,HS-grad,Some-college,9,8,Married-civ-spouse,Widowed,Machine-op-inspct,Prof-specialty,Wife,Unmarried,White,White,Female,Female,0,2407,0,1590,35,40,United-States,United-States,<=50K,<=50K
28,26,Private,Private,128055,331649,HS-grad,HS-grad,9,13,Married-civ-spouse,Married-civ-spouse,Craft-repair,Prof-specialty,Husband,Husband,White,White,Male,Male,0,2407,0,1590,60,25,United-States,El-Salvador,<=50K,<=50K
41,52,Private,Private,319271,248446,Some-college,Some-college,10,10,Married-civ-spouse,Never-married,Sales,Prof-specialty,Husband,Own-child,White,White,Male,Male,0,2407,0,1590,50,40,United-States,United-States,<=50K,<=50K
38,59,Private,Local-gov,91857,168212,HS-grad,HS-grad,9,13,Divorced,Married-spouse-absent,Other-service,Prof-specialty,Other-relative,Own-child,White,White,Male,Male,0,2407,0,1590,40,40,United-States,United-States,<=50K,<=50K
21,39,Private,Private,376416,222848,Some-college,HS-grad,10,8,Never-married,Married-civ-spouse,Transport-moving,Prof-specialty,Own-child,Husband,White,White,Male,Male,0,2407,0,1590,40,40,United-States,United-States,<=50K,>50K
31,72,Local-gov,Local-gov,323829,152652,HS-grad,12th,9,13,Divorced,Married-civ-spouse,Protective-serv,Prof-specialty,Other-relative,Husband,White,White,Male,Male,0,2407,0,1590,45,8,United-States,United-States,<=50K,<=50K
22,26,Private,Private,209646,411037,Bachelors,Some-college,13,10,Never-married,Never-married,Prof-specialty,Prof-specialty,Own-child,Husband,White,Black,Female,Male,0,2407,0,1590,6,40,United-States,United-States,<=50K,<=50K
28,46,State-gov,Private,90872,192894,Some-college,HS-grad,10,8,Divorced,Divorced,Adm-clerical,Prof-specialty,Not-in-family,Not-in-family,Black,White,Female,Male,0,2407,0,1590,40,40,United-States,United-States,<=50K,<=50K
52,52,Private,Private,287454,152652,Bachelors,7th-8th,13,13,Divorced,Never-married,Prof-specialty,Prof-specialty,Unmarried,Husband,White,White,Female,Male,0,6514,0,1590,40,40,United-States,United-States,>50K,>50K
23,39,Private,Private,208946,152652,Bachelors,Bachelors,13,13,Never-married,Married-civ-spouse,Sales,Prof-specialty,Own-child,Husband,White,White,Male,Male,0,2407,0,1590,40,55,United-States,United-States,<=50K,<=50K
