age,age_noage,workclass,workclass_noage,fnlwgt,fnlwgt_noage,education,education_noage,education_num,education_num_noage,marital_status,marital_status_noage,occupation,occupation_noage,relationship,relationship_noage,race,race_noage,sex,sex_noage,capital_gain,capital_gain_noage,capital_loss,capital_loss_noage,hours_per_week,hours_per_week_noage,native_country,native_country_noage,income_per_year,income_per_year_noage
33,28,Private,Private,290763,114774,Bachelors,Masters,13,12,Separated,Married-civ-spouse,Prof-specialty,Prof-specialty,Not-in-family,Husband,White,White,Female,Male,0,3818,0,1741,40,18,United-States,?,<=50K,<=50K
64,28,Private,Private,86837,233149,Preschool,Bachelors,1,12,Married-civ-spouse,Married-civ-spouse,Handlers-cleaners,Sales,Husband,Husband,Asian-Pac-Islander,White,Male,Male,0,3818,0,1741,40,52,Philippines,United-States,<=50K,>50K
32,28,Private,Private,147118,233149,HS-grad,Some-college,9,12,Divorced,Never-married,Other-service,Craft-repair,Not-in-family,Not-in-family,White,White,Female,Female,0,3818,0,1741,40,18,United-States,United-States,<=50K,<=50K
62,28,?,State-gov,103575,114774,HS-grad,HS-grad,9,12,Married-civ-spouse,Married-civ-spouse,?,Craft-repair,Husband,Husband,White,White,Male,Male,5178,3818,0,1741,40,18,United-States,?,>50K,<=50K
37,28,Private,Private,169469,233149,Some-college,HS-grad,10,12,Married-civ-spouse,Married-civ-spouse,Craft-repair,Machine-op-inspct,Husband,Not-in-family,White,White,Male,Female,0,3818,0,1741,40,52,United-States,United-States,<=50K,<=50K
25,28,Private,Private,189334,114774,11th,Assoc-voc,7,12,Married-civ-spouse,Married-civ-spouse,Transport-moving,Exec-managerial,Husband,Husband,White,White,Male,Male,0,3818,0,1741,40,52,United-States,United-States,<=50K,>50K
49,28,Private,Self-emp-not-inc,139571,114774,HS-grad,Some-college,9,12,Married-civ-spouse,Married-civ-spouse,Adm-clerical,Exec-managerial,Husband,Husband,White,White,Male,Male,4064,3818,0,1741,40,52,United-States,United-States,<=50K,<=50K
36,28,Private,Private,111545,233149,Bachelors,Bachelors,13,12,Married-civ-spouse,Never-married,Prof-specialty,Sales,Husband,Not-in-family,White,Other,Male,Female,0,3818,1902,1741,40,52,United-States,United-States,>50K,>50K
67,28,Private,Private,72776,114774,Some-college,Some-college,10,12,Married-civ-spouse,Divorced,Handlers-cleaners,Adm-clerical,Husband,Not-in-family,White,Black,Male,Female,10566,3818,0,1741,15,18,United-States,United-States,<=50K,<=50K
54,28,Private,Self-emp-not-inc,307973,114774,HS-grad,HS-grad,9,12,Married-civ-spouse,Married-civ-spouse,Handlers-cleaners,Farming-fishing,Husband,Husband,White,White,Male,Male,0,3818,0,1741,40,52,United-States,United-States,>50K,<=50K
45,28,Local-gov,Private,211666,233149,Doctorate,12th,16,12,Never-married,Married-civ-spouse,Prof-specialty,Machine-op-inspct,Not-in-family,Husband,White,White,Female,Male,0,3818,0,1741,40,52,United-States,United-States,>50K,<=50K
30,28,Private,?,143766,233149,Some-college,HS-grad,10,12,Never-married,Married-civ-spouse,Craft-repair,?,Not-in-family,Husband,White,White,Male,Male,0,3818,0,1741,40,18,United-States,United-States,<=50K,<=50K
39,28,State-gov,Self-emp-inc,112812,114774,HS-grad,HS-grad,9,12,Married-civ-spouse,Married-civ-spouse,Protective-serv,Exec-managerial,Other-relative,Not-in-family,White,White,Female,Female,0,3818,0,1741,40,52,United-States,United-States,<=50K,<=50K
57,28,Private,Private,43290,114774,10th,Assoc-voc,6,12,Divorced,Married-civ-spouse,Other-service,Tech-support,Not-in-family,Husband,Amer-Indian-Eskimo,White,Female,Male,0,3818,0,1741,20,52,United-States,United-States,<=50K,>50K
57,28,Private,Self-emp-inc,111385,114774,10th,Bachelors,6,12,Never-married,Married-civ-spouse,Other-service,Tech-support,Not-in-family,Husband,White,White,Male,Male,0,3818,0,1741,40,18,United-States,United-States,<=50K,<=50K
23,28,Self-emp-not-inc,Federal-gov,145744,233149,HS-grad,Some-college,9,12,Married-civ-spouse,Married-civ-spouse,Farming-fishing,Exec-managerial,Husband,Not-in-family,White,White,Male,Male,0,3818,0,1741,40,52,United-States,United-States,<=50K,<=50K
49,28,Local-gov,Private,126754,233149,HS-grad,HS-grad,9,12,Married-civ-spouse,Married-civ-spouse,Other-service,Sales,Other-relative,Not-in-family,White,White,Male,Female,0,3818,0,1741,40,52,Italy,United-States,<=50K,<=50K
46,28,State-gov,Private,54260,114774,Bachelors,Prof-school,13,12,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Adm-clerical,Husband,Not-in-family,White,White,Male,Male,0,3818,0,1741,10,52,United-States,United-States,>50K,>50K
41,28,State-gov,Self-emp-not-inc,34895,114774,Bachelors,Some-college,13,12,Never-married,Married-civ-spouse,Tech-support,Other-service,Not-in-family,Husband,White,White,Female,Male,0,3818,0,1741,43,18,United-States,United-States,<=50K,<=50K
44,28,Private,Private,166740,114774,Assoc-voc,HS-grad,11,12,Married-civ-spouse,Married-civ-spouse,Tech-support,?,Husband,Husband,White,White,Male,Male,0,3818,0,1741,45,52,United-States,United-States,<=50K,<=50K
25,28,Private,Self-emp-inc,143062,233149,Bachelors,HS-grad,13,12,Never-married,Married-civ-spouse,Other-service,Machine-op-inspct,Own-child,Husband,White,Black,Female,Male,2463,3818,0,1741,30,52,United-States,United-States,<=50K,<=50K
34,28,Local-gov,Private,191957,114774,Bachelors,HS-grad,13,12,Married-civ-spouse,Never-married,Craft-repair,Tech-support,Husband,Not-in-family,Black,White,Male,Male,0,3818,0,1741,45,18,United-States,United-States,>50K,>50K
24,28,Private,Private,109456,233149,Bachelors,9th,13,12,Never-married,Married-civ-spouse,Sales,Exec-managerial,Own-child,Husband,White,White,Male,Male,0,3818,0,1741,25,18,United-States,England,<=50K,>50K
32,28,Private,Private,198183,114774,Bachelors,Assoc-acdm,13,12,Never-married,Divorced,Exec-managerial,Craft-repair,Not-in-family,Not-in-family,White,White,Female,Male,0,3818,0,1741,45,18,United-States,United-States,<=50K,<=50K
27,28,Local-gov,Private,157449,114774,HS-grad,HS-grad,9,12,Married-civ-spouse,Married-civ-spouse,Tech-support,Other-service,Husband,Husband,White,Black,Male,Male,0,3818,0,1741,50,18,United-States,United-States,>50K,<=50K
67,28,Private,Private,53874,233149,12th,11th,8,4,Married-civ-spouse,Never-married,Machine-op-inspct,Farming-fishing,Husband,Unmarried,Black,White,Male,Male,0,3818,0,1741,40,18,Cuba,United-States,<=50K,<=50K
36,28,Private,?,191754,114774,HS-grad,HS-grad,9,12,Married-civ-spouse,Divorced,Craft-repair,Adm-clerical,Husband,Unmarried,White,White,Male,Female,0,3818,0,1741,40,18,United-States,United-States,<=50K,<=50K
40,28,Private,Local-gov,320071,233149,Some-college,HS-grad,10,4,Divorced,Separated,Exec-managerial,Sales,Not-in-family,Unmarried,White,White,Male,Female,0,3818,1408,1741,48,18,United-States,United-States,<=50K,<=50K
24,28,Private,Private,164574,233149,HS-grad,HS-grad,9,12,Married-civ-spouse,Married-civ-spouse,Transport-moving,Craft-repair,Husband,Husband,White,White,Male,Male,0,3818,0,1741,40,52,United-States,United-States,<=50K,>50K
46,28,Private,?,185870,114774,Bachelors,Masters,13,12,Married-civ-spouse,Widowed,Sales,?,Husband,Other-relative,White,White,Male,Male,0,3818,1902,1741,40,18,United-States,United-States,>50K,<=50K
44,28,State-gov,Private,165745,114774,HS-grad,Bachelors,9,12,Divorced,Married-civ-spouse,Adm-clerical,Prof-specialty,Unmarried,Husband,White,White,Female,Male,0,3818,0,1741,38,52,United-States,United-States,<=50K,>50K
23,28,Self-emp-not-inc,Private,40323,233149,Some-college,Bachelors,10,12,Married-civ-spouse,Married-civ-spouse,Craft-repair,Prof-specialty,Husband,Husband,White,White,Male,Male,0,3818,0,1741,40,52,United-States,United-States,>50K,>50K
46,28,Private,Private,199378,114774,Prof-school,HS-grad,15,12,Never-married,Married-civ-spouse,Prof-specialty,Transport-moving,Not-in-family,Husband,White,White,Male,Male,0,3818,0,1741,90,18,United-States,United-States,<=50K,<=50K
31,28,Private,Private,289889,233149,Assoc-voc,HS-grad,11,12,Never-married,Married-civ-spouse,Tech-support,Other-service,Not-in-family,Husband,White,White,Male,Female,0,3818,0,1741,40,18,United-States,United-States,<=50K,<=50K
21,28,Local-gov,Self-emp-inc,152200,233149,Some-college,Masters,10,12,Married-civ-spouse,Married-civ-spouse,Protective-serv,Exec-managerial,Own-child,Husband,Black,Black,Male,Male,0,3818,0,1741,40,52,United-States,United-States,<=50K,<=50K
61,28,Private,Private,198231,114774,HS-grad,Some-college,9,12,Married-civ-spouse,Divorced,Craft-repair,Prof-specialty,Husband,Not-in-family,White,White,Male,Male,0,3818,0,1741,40,52,United-States,United-States,>50K,<=50K
71,28,Self-emp-not-inc,Private,28865,114774,HS-grad,Some-college,9,12,Married-civ-spouse,Divorced,Farming-fishing,Prof-specialty,Husband,Husband,White,White,Male,Male,0,3818,0,1741,15,52,United-States,United-States,<=50K,<=50K
42,28,Private,Private,26915,114774,Bachelors,HS-grad,13,4,Married-civ-spouse,Divorced,Exec-managerial,Farming-fishing,Husband,Husband,White,White,Male,Male,0,3818,0,1741,40,18,United-States,United-States,>50K,<=50K
27,28,?,Self-emp-not-inc,108926,114774,Some-college,HS-grad,10,12,Married-civ-spouse,Married-civ-spouse,?,Other-service,Husband,Wife,Black,White,Male,Female,0,3818,0,1741,5,52,United-States,United-States,<=50K,<=50K
21,28,State-gov,Private,204034,233149,Some-college,Assoc-voc,10,12,Never-married,Married-civ-spouse,Other-service,Prof-specialty,Not-in-family,Not-in-family,White,White,Female,Female,0,3818,0,1741,16,52,United-States,United-States,<=50K,<=50K
21,28,Private,Private,243368,233149,Preschool,Some-college,1,12,Never-married,Never-married,Farming-fishing,Craft-repair,Not-in-family,Husband,White,White,Male,Male,0,3818,0,1741,25,52,Mexico,United-States,<=50K,>50K
28,28,Local-gov,Private,191088,114774,Bachelors,HS-grad,13,12,Divorced,Married-civ-spouse,Prof-specialty,Transport-moving,Not-in-family,Husband,White,White,Female,Male,2354,3818,0,1741,60,52,United-States,United-States,<=50K,<=50K
27,28,Local-gov,Private,194515,233149,Assoc-acdm,HS-grad,12,12,Never-married,Married-civ-spouse,Prof-specialty,Transport-moving,Own-child,Husband,Black,White,Female,Male,0,3818,0,1741,37,52,United-States,United-States,<=50K,>50K
32,28,Private,Private,28984,114774,Some-college,Assoc-voc,10,12,Never-married,Never-married,Other-service,Adm-clerical,Not-in-family,Unmarried,White,White,Female,Male,0,3818,2001,1741,25,18,United-States,United-States,<=50K,<=50K
47,28,Private,Private,125892,114774,HS-grad,Masters,9,12,Divorced,Married-civ-spouse,Handlers-cleaners,Prof-specialty,Not-in-family,Not-in-family,White,White,Male,Female,0,3818,0,1741,40,52,United-States,United-States,<=50K,<=50K
22,28,Private,Private,37932,114774,Assoc-acdm,Assoc-voc,12,12,Never-married,Married-civ-spouse,Exec-managerial,Tech-support,Not-in-family,Husband,White,White,Male,Male,0,3818,0,1741,35,52,England,United-States,<=50K,<=50K
56,28,Private,Private,249751,114774,HS-grad,HS-grad,9,12,Married-civ-spouse,Widowed,Tech-support,Adm-clerical,Husband,Not-in-family,White,White,Male,Female,0,3818,0,1741,40,18,United-States,United-States,<=50K,<=50K
20,28,Private,Private,191948,114774,HS-grad,HS-grad,9,12,Married-civ-spouse,Married-civ-spouse,Other-service,Exec-managerial,Other-relative,Husband,White,White,Female,Male,0,3818,0,1741,40,52,United-States,United-States,<=50K,<=50K
30,28,Private,Private,97306,114774,Some-college,HS-grad,10,12,Never-married,Married-civ-spouse,Sales,Transport-moving,Not-in-family,Unmarried,White,White,Female,Male,0,3818,0,1741,40,52,United-States,United-States,<=50K,>50K
22,28,Private,Private,176178,233149,Some-college,HS-grad,10,4,Never-married,Married-civ-spouse,Other-service,Other-service,Own-child,Not-in-family,White,White,Female,Female,0,3818,0,1741,25,52,United-States,United-States,<=50K,<=50K
28,28,Private,Private,142764,233149,Assoc-voc,HS-grad,11,12,Married-civ-spouse,Separated,Craft-repair,Machine-op-inspct,Husband,Not-in-family,White,White,Male,Female,7688,3818,0,1741,45,18,United-States,United-States,>50K,<=50K
50,28,Private,Private,148431,233149,Masters,HS-grad,14,12,Married-civ-spouse,Never-married,Exec-managerial,Adm-clerical,Husband,Not-in-family,White,White,Male,Male,0,3818,0,1741,55,18,United-States,United-States,>50K,<=50K
66,28,State-gov,Self-emp-inc,148380,114774,HS-grad,Bachelors,9,12,Married-civ-spouse,Married-civ-spouse,Machine-op-inspct,Sales,Wife,Husband,White,White,Female,Male,1424,3818,0,1741,10,52,United-States,United-States,<=50K,<=50K
38,28,Private,?,314890,233149,Some-college,11th,10,4,Never-married,Married-civ-spouse,Other-service,?,Not-in-family,Husband,White,White,Male,Male,0,3818,0,1741,46,18,United-States,United-States,<=50K,<=50K
62,28,Private,Private,177493,233149,12th,Some-college,8,12,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Adm-clerical,Husband,Wife,White,White,Male,Female,0,3818,0,1741,30,18,United-States,United-States,<=50K,>50K
36,28,Federal-gov,Self-emp-not-inc,327435,233149,Masters,Some-college,14,12,Divorced,Married-civ-spouse,Tech-support,Adm-clerical,Not-in-family,Not-in-family,White,White,Female,Male,0,3818,0,1741,40,18,United-States,United-States,>50K,<=50K
47,28,Private,Self-emp-not-inc,275967,233149,10th,HS-grad,6,12,Married-civ-spouse,Married-civ-spouse,Craft-repair,Exec-managerial,Husband,Husband,White,White,Male,Male,0,3818,0,1741,35,52,United-States,United-States,<=50K,<=50K
25,28,Private,Private,176520,114774,HS-grad,11th,9,4,Never-married,Divorced,Tech-support,Transport-moving,Not-in-family,Not-in-family,White,White,Male,Female,0,3818,0,1741,40,18,United-States,United-States,<=50K,<=50K
26,28,Private,Private,186463,114774,Some-college,HS-grad,10,4,Married-civ-spouse,Married-civ-spouse,Transport-moving,Machine-op-inspct,Husband,Husband,White,White,Male,Male,0,3818,0,1741,40,18,United-States,United-States,<=50K,<=50K
37,28,Private,Private,50380,233149,11th,HS-grad,7,12,Married-civ-spouse,Divorced,Farming-fishing,Prof-specialty,Husband,Not-in-family,White,White,Male,Male,0,3818,0,1741,40,52,United-States,United-States,<=50K,<=50K
70,28,Self-emp-not-inc,Private,323987,233149,7th-8th,Bachelors,4,12,Married-civ-spouse,Widowed,Craft-repair,Prof-specialty,Husband,Not-in-family,White,White,Male,Female,0,3818,0,1741,8,52,United-States,United-States,<=50K,>50K
52,28,Private,Private,192445,233149,11th,Bachelors,7,12,Married-civ-spouse,Married-civ-spouse,Transport-moving,Exec-managerial,Husband,Not-in-family,White,White,Male,Male,0,3818,0,1741,40,52,United-States,United-States,<=50K,<=50K
70,28,Private,Private,142851,114774,9th,HS-grad,5,12,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Farming-fishing,Husband,Not-in-family,White,White,Male,Male,0,3818,0,1741,18,18,United-States,United-States,<=50K,<=50K
19,28,State-gov,Self-emp-not-inc,42750,233149,HS-grad,HS-grad,9,4,Never-married,Married-civ-spouse,Protective-serv,Exec-managerial,Own-child,Husband,White,White,Male,Male,0,3818,0,1741,40,18,United-States,United-States,<=50K,<=50K
23,28,Private,Private,199011,114774,11th,Some-college,7,12,Never-married,Married-civ-spouse,Craft-repair,Adm-clerical,Own-child,Husband,White,White,Male,Male,0,3818,0,1741,3,52,United-States,United-States,<=50K,<=50K
37,28,Private,Private,98644,114774,Bachelors,Some-college,13,12,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Prof-specialty,Wife,Husband,White,White,Female,Male,0,3818,0,1741,16,18,?,United-States,>50K,>50K
37,28,Private,Local-gov,173963,233149,11th,Bachelors,7,12,Separated,Widowed,Sales,Prof-specialty,Unmarried,Not-in-family,Black,White,Female,Female,0,3818,0,1741,40,52,United-States,United-States,<=50K,<=50K
45,28,State-gov,Private,284763,233149,Some-college,HS-grad,10,4,Divorced,Married-civ-spouse,Prof-specialty,Craft-repair,Unmarried,Husband,Black,White,Female,Male,0,3818,0,1741,40,18,United-States,United-States,<=50K,>50K
29,28,Private,Private,108775,114774,Bachelors,Bachelors,13,12,Married-civ-spouse,Divorced,Exec-managerial,?,Husband,Not-in-family,White,White,Male,Male,0,3818,0,1741,50,18,United-States,United-States,>50K,<=50K
56,28,Self-emp-not-inc,Local-gov,233312,114774,Bachelors,HS-grad,13,12,Married-civ-spouse,Divorced,Exec-managerial,Other-service,Husband,Not-in-family,White,White,Male,Female,0,3818,0,1741,20,52,Poland,United-States,<=50K,<=50K
50,28,Private,Private,197826,114774,Masters,Bachelors,14,12,Married-civ-spouse,Married-civ-spouse,Tech-support,Exec-managerial,Husband,Husband,White,White,Male,Male,0,3818,0,1741,40,18,United-States,United-States,<=50K,>50K
20,28,Private,Private,123007,114774,HS-grad,Bachelors,9,12,Never-married,Married-civ-spouse,Adm-clerical,Craft-repair,Other-relative,Husband,White,White,Male,Male,0,3818,2001,1741,30,18,United-States,United-States,<=50K,<=50K
26,28,Private,Private,264012,114774,Bachelors,HS-grad,13,12,Never-married,Married-civ-spouse,Adm-clerical,Craft-repair,Not-in-family,Husband,White,White,Male,Male,0,3818,0,1741,40,18,United-States,United-States,<=50K,<=50K
41,28,Self-emp-inc,Private,214247,114774,Prof-school,Masters,15,12,Married-civ-spouse,Widowed,Prof-specialty,Prof-specialty,Husband,Not-in-family,White,White,Male,Female,0,3818,2415,1741,60,52,United-States,United-States,>50K,>50K
21,28,Private,Private,200121,114774,HS-grad,Assoc-voc,9,12,Never-married,Divorced,Handlers-cleaners,Adm-clerical,Own-child,Not-in-family,White,White,Male,Female,0,3818,0,1741,40,52,United-States,United-States,<=50K,<=50K
48,28,Self-emp-not-inc,Self-emp-not-inc,138069,233149,5th-6th,HS-grad,3,12,Married-civ-spouse,Married-civ-spouse,Craft-repair,Sales,Husband,Husband,White,White,Male,Male,0,3818,2042,1741,50,52,United-States,United-States,<=50K,<=50K
22,28,Private,Private,33551,114774,Some-college,Masters,10,12,Never-married,Married-civ-spouse,Other-service,Prof-specialty,Not-in-family,Not-in-family,White,White,Male,Female,0,3818,0,1741,40,18,United-States,United-States,<=50K,<=50K
37,28,State-gov,State-gov,89083,233149,Assoc-acdm,7th-8th,12,12,Married-civ-spouse,Divorced,Other-service,Prof-specialty,Husband,Own-child,White,White,Male,Male,0,3818,0,1741,35,52,United-States,United-States,<=50K,>50K
47,28,Private,Private,369438,114774,Some-college,5th-6th,10,12,Married-civ-spouse,Married-civ-spouse,Craft-repair,Protective-serv,Husband,Husband,Black,White,Male,Male,0,3818,0,1741,30,18,United-States,United-States,>50K,<=50K
61,28,Private,Local-gov,93997,114774,Bachelors,5th-6th,13,12,Divorced,Married-civ-spouse,Sales,Adm-clerical,Unmarried,Husband,White,White,Male,Female,0,3818,0,1741,40,18,United-States,United-States,<=50K,<=50K
47,28,Local-gov,Private,169699,114774,Masters,HS-grad,14,12,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Other-service,Husband,Husband,White,White,Male,Male,0,3818,0,1741,40,52,United-States,United-States,>50K,>50K
37,28,Private,Private,115429,233149,HS-grad,1st-4th,9,12,Married-civ-spouse,Widowed,Craft-repair,Prof-specialty,Husband,Not-in-family,White,White,Male,Female,0,3818,0,1741,25,18,United-States,United-States,<=50K,<=50K
